elevation_deg,metric,value_db,ecdf
90,sinr_db,-4.021962001111486,0.33975
90,sinr_db,-4.0095206261504694,0.34
90,sinr_db,-4.007993072779106,0.34025
90,sinr_db,-4.007864920694828,0.3405
90,sinr_db,-4.005852362574677,0.34075
90,sinr_db,-4.002641726973003,0.341
90,sinr_db,-3.995509246205641,0.34125
90,sinr_db,-3.9939931814275322,0.3415
90,sinr_db,-3.9916308263052738,0.34175
90,sinr_db,-3.9886331240356987,0.342
90,sinr_db,-3.980690539907774,0.34225
90,sinr_db,-3.9795221121061584,0.3425
90,sinr_db,-3.975278544116392,0.34275
90,sinr_db,-3.9563362944161145,0.343
90,sinr_db,-3.955414629833509,0.34325
90,sinr_db,-3.9539356104903383,0.3435
90,sinr_db,-3.9531641377522138,0.34375
90,sinr_db,-3.9474656414304103,0.344
90,sinr_db,-3.937579582977144,0.34425
90,sinr_db,-3.9368675468226586,0.3445
90,sinr_db,-3.936103157075912,0.34475
90,sinr_db,-3.932889529875871,0.345
90,sinr_db,-3.9302303504561213,0.34525
90,sinr_db,-3.930050655503745,0.3455
90,sinr_db,-3.9154097989104955,0.34575
90,sinr_db,-3.9074720728365198,0.346
90,sinr_db,-3.905559596572953,0.34625
90,sinr_db,-3.9036860670403706,0.3465
90,sinr_db,-3.902966574525708,0.34675
90,sinr_db,-3.8994118621762475,0.347
90,sinr_db,-3.8988723296967027,0.34725
90,sinr_db,-3.892583646910791,0.3475
90,sinr_db,-3.8924288873614503,0.34775
90,sinr_db,-3.8915228409529172,0.348
90,sinr_db,-3.8848268391430745,0.34825
90,sinr_db,-3.883213626298832,0.3485
90,sinr_db,-3.8806813712240014,0.34875
90,sinr_db,-3.879927999071324,0.349
90,sinr_db,-3.8711665210440294,0.34925
90,sinr_db,-3.868690162176393,0.3495
90,sinr_db,-3.8678472753588533,0.34975
90,sinr_db,-3.865346662888581,0.35
90,sinr_db,-3.8633055433596746,0.35025
90,sinr_db,-3.8624726817096793,0.3505
90,sinr_db,-3.8598694886876888,0.35075
90,sinr_db,-3.8468474428537256,0.351
90,sinr_db,-3.846048822071821,0.35125
90,sinr_db,-3.844162368686312,0.3515
90,sinr_db,-3.843530061839612,0.35175
90,sinr_db,-3.8409506500426547,0.352
90,sinr_db,-3.8377368407063104,0.35225
90,sinr_db,-3.8362587105980017,0.3525
90,sinr_db,-3.8288225382626218,0.35275
90,sinr_db,-3.822998372248315,0.353
90,sinr_db,-3.819856705733122,0.35325
90,sinr_db,-3.818670560018041,0.3535
90,sinr_db,-3.8148966239363755,0.35375
90,sinr_db,-3.8142676447245134,0.354
90,sinr_db,-3.80881994794368,0.35425
90,sinr_db,-3.8061847263752133,0.3545
90,sinr_db,-3.8016224268215932,0.35475
90,sinr_db,-3.800681412082763,0.355
90,sinr_db,-3.799162533596059,0.35525
90,sinr_db,-3.7968455114516093,0.3555
90,sinr_db,-3.792337918870323,0.35575
90,sinr_db,-3.7849949961498335,0.356
90,sinr_db,-3.784455563463074,0.35625
90,sinr_db,-3.7819530597624023,0.3565
90,sinr_db,-3.78001797263738,0.35675
90,sinr_db,-3.7774916305883686,0.357
90,sinr_db,-3.7737656894701788,0.35725
90,sinr_db,-3.7705578201312773,0.3575
90,sinr_db,-3.7630999425046117,0.35775
90,sinr_db,-3.7589978086078757,0.358
90,sinr_db,-3.756996127983498,0.35825
90,sinr_db,-3.7548347353446894,0.3585
90,sinr_db,-3.75437863027643,0.35875
90,sinr_db,-3.744345008114393,0.359
90,sinr_db,-3.742204172218666,0.35925
90,sinr_db,-3.737086970554908,0.3595
90,sinr_db,-3.7356393479634504,0.35975
90,sinr_db,-3.731916785257673,0.36
90,sinr_db,-3.730412750917163,0.36025
90,sinr_db,-3.7230098491433066,0.3605
90,sinr_db,-3.7228779900248963,0.36075
90,sinr_db,-3.7190369571693753,0.361
90,sinr_db,-3.718613348775458,0.36125
90,sinr_db,-3.715795406396365,0.3615
90,sinr_db,-3.7135889403037488,0.36175
90,sinr_db,-3.7133908804494142,0.362
90,sinr_db,-3.7127694482571734,0.36225
90,sinr_db,-3.71139641022753,0.3625
90,sinr_db,-3.7089648531927626,0.36275
90,sinr_db,-3.708310693882905,0.363
90,sinr_db,-3.7035213014812647,0.36325
90,sinr_db,-3.701711450108129,0.3635
90,sinr_db,-3.6972002750767734,0.36375
90,sinr_db,-3.697067830035051,0.364
90,sinr_db,-3.6931466670501245,0.36425
90,sinr_db,-3.6909634437617567,0.3645
90,sinr_db,-3.6883358008226654,0.36475
90,sinr_db,-3.6869512338624677,0.365
90,sinr_db,-3.68676540347923,0.36525
90,sinr_db,-3.686443221208892,0.3655
90,sinr_db,-3.6854050206625932,0.36575
90,sinr_db,-3.682514389415105,0.366
90,sinr_db,-3.6741575650101694,0.36625
90,sinr_db,-3.6713808395972407,0.3665
90,sinr_db,-3.6647136003067793,0.36675
90,sinr_db,-3.663195743756943,0.367
90,sinr_db,-3.658373919734923,0.36725
90,sinr_db,-3.6468093437753337,0.3675
90,sinr_db,-3.6373865862496215,0.36775
90,sinr_db,-3.6305616672840744,0.368
90,sinr_db,-3.627538052237412,0.36825
90,sinr_db,-3.626576249587181,0.3685
90,sinr_db,-3.6253637005199755,0.36875
90,sinr_db,-3.6246737204361383,0.369
90,sinr_db,-3.6244054276048017,0.36925
90,sinr_db,-3.6218839595368846,0.3695
90,sinr_db,-3.620449351809679,0.36975
90,sinr_db,-3.620381501099194,0.37
90,sinr_db,-3.618165111163223,0.37025
90,sinr_db,-3.616681150138562,0.3705
90,sinr_db,-3.6159820271096677,0.37075
90,sinr_db,-3.6151402062225375,0.371
90,sinr_db,-3.612704259315151,0.37125
90,sinr_db,-3.6107721216192328,0.3715
90,sinr_db,-3.6106862497585017,0.37175
90,sinr_db,-3.6089511107135888,0.372
90,sinr_db,-3.60813413936018,0.37225
90,sinr_db,-3.606242147451339,0.3725
90,sinr_db,-3.605657790102144,0.37275
90,sinr_db,-3.6036690541978085,0.373
90,sinr_db,-3.6026704214096905,0.37325
90,sinr_db,-3.6008726440001486,0.3735
90,sinr_db,-3.596862736662261,0.37375
90,sinr_db,-3.596032146390677,0.374
90,sinr_db,-3.5957853971876332,0.37425
90,sinr_db,-3.585348605489051,0.3745
90,sinr_db,-3.584419170775223,0.37475
90,sinr_db,-3.5836480921811202,0.375
90,sinr_db,-3.582458837958274,0.37525
90,sinr_db,-3.5748433425887893,0.3755
90,sinr_db,-3.5687360994819888,0.37575
90,sinr_db,-3.5631721666555194,0.376
90,sinr_db,-3.562049248906038,0.37625
90,sinr_db,-3.5619788700701296,0.3765
90,sinr_db,-3.561829343504935,0.37675
90,sinr_db,-3.561698697365332,0.377
90,sinr_db,-3.560318122061816,0.37725
90,sinr_db,-3.556127755918393,0.3775
90,sinr_db,-3.5496373470409286,0.37775
90,sinr_db,-3.548284586597567,0.378
90,sinr_db,-3.547066873485708,0.37825
90,sinr_db,-3.545864645532907,0.3785
90,sinr_db,-3.5446961164964015,0.37875
90,sinr_db,-3.539674662752832,0.379
90,sinr_db,-3.539645491992418,0.37925
90,sinr_db,-3.531219488843156,0.3795
90,sinr_db,-3.530459418891242,0.37975
90,sinr_db,-3.528456160220908,0.38
90,sinr_db,-3.5208097760027366,0.38025
90,sinr_db,-3.5196957963687208,0.3805
90,sinr_db,-3.515524818824018,0.38075
90,sinr_db,-3.5108780319267145,0.381
90,sinr_db,-3.5089585941345725,0.38125
90,sinr_db,-3.5074223923361454,0.3815
90,sinr_db,-3.5005414814933573,0.38175
90,sinr_db,-3.500198357254389,0.382
90,sinr_db,-3.498541339028847,0.38225
90,sinr_db,-3.496725449139046,0.3825
90,sinr_db,-3.4935839946941587,0.38275
90,sinr_db,-3.493242176329703,0.383
90,sinr_db,-3.4879801430755992,0.38325
90,sinr_db,-3.4879716943838694,0.3835
90,sinr_db,-3.4824482940544597,0.38375
90,sinr_db,-3.478422447584477,0.384
90,sinr_db,-3.478211975138474,0.38425
90,sinr_db,-3.4638365187745377,0.3845
90,sinr_db,-3.4561833581516628,0.38475
90,sinr_db,-3.455157490372956,0.385
90,sinr_db,-3.44721727229359,0.38525
90,sinr_db,-3.442874751016858,0.3855
90,sinr_db,-3.4384021801931226,0.38575
90,sinr_db,-3.4296034758150107,0.386
90,sinr_db,-3.42651845012956,0.38625
90,sinr_db,-3.422211540030768,0.3865
90,sinr_db,-3.419302605251165,0.38675
90,sinr_db,-3.4136466919755653,0.387
90,sinr_db,-3.405131201481772,0.38725
90,sinr_db,-3.396494398093863,0.3875
90,sinr_db,-3.3798002289312974,0.38775
90,sinr_db,-3.3785400816930666,0.388
90,sinr_db,-3.3735247876219203,0.38825
90,sinr_db,-3.36536606420577,0.3885
90,sinr_db,-3.356940513548162,0.38875
90,sinr_db,-3.356704690610858,0.389
90,sinr_db,-3.351281665059569,0.38925
90,sinr_db,-3.3463978247989807,0.3895
90,sinr_db,-3.3421858043305166,0.38975
90,sinr_db,-3.3376788360006775,0.39
90,sinr_db,-3.333005668099239,0.39025
90,sinr_db,-3.330792418009421,0.3905
90,sinr_db,-3.329794157275421,0.39075
90,sinr_db,-3.324062848425613,0.391
90,sinr_db,-3.3170161901461115,0.39125
90,sinr_db,-3.3122393989939374,0.3915
90,sinr_db,-3.309980674901645,0.39175
90,sinr_db,-3.3082356698475635,0.392
90,sinr_db,-3.3053433909471455,0.39225
90,sinr_db,-3.3042169230468685,0.3925
90,sinr_db,-3.3026474078643058,0.39275
90,sinr_db,-3.2956125091294823,0.393
90,sinr_db,-3.2945761933158946,0.39325
90,sinr_db,-3.2886325852253955,0.3935
90,sinr_db,-3.288381428752753,0.39375
90,sinr_db,-3.2869906452843294,0.394
90,sinr_db,-3.282785552604305,0.39425
90,sinr_db,-3.281707002622047,0.3945
90,sinr_db,-3.2738407524759077,0.39475
90,sinr_db,-3.272821185816443,0.395
90,sinr_db,-3.2694758285298366,0.39525
90,sinr_db,-3.263770787323284,0.3955
90,sinr_db,-3.2631985738334257,0.39575
90,sinr_db,-3.2617581746770763,0.396
90,sinr_db,-3.260515335472855,0.39625
90,sinr_db,-3.2542841808679124,0.3965
90,sinr_db,-3.2538880382725885,0.39675
90,sinr_db,-3.252947201552327,0.397
90,sinr_db,-3.249525470637473,0.39725
90,sinr_db,-3.248839756247281,0.3975
90,sinr_db,-3.244642692776673,0.39775
90,sinr_db,-3.243431289167609,0.398
90,sinr_db,-3.243216960584632,0.39825
90,sinr_db,-3.2412126409703976,0.3985
90,sinr_db,-3.2392484875618033,0.39875
90,sinr_db,-3.2379420027977632,0.399
90,sinr_db,-3.236226051881004,0.39925
90,sinr_db,-3.234933345950988,0.3995
90,sinr_db,-3.230871420200881,0.39975
90,sinr_db,-3.229301412912569,0.4
90,sinr_db,-3.226171228639536,0.40025
90,sinr_db,-3.2256584520315643,0.4005
90,sinr_db,-3.220813079934799,0.40075
90,sinr_db,-3.219974027479446,0.401
90,sinr_db,-3.2182596552881897,0.40125
90,sinr_db,-3.21824769370122,0.4015
90,sinr_db,-3.214918419327446,0.40175
90,sinr_db,-3.214696349912634,0.402
90,sinr_db,-3.214421164474777,0.40225
90,sinr_db,-3.2142744842716917,0.4025
90,sinr_db,-3.2125939112069353,0.40275
90,sinr_db,-3.2124315887877146,0.403
90,sinr_db,-3.2089328605739813,0.40325
90,sinr_db,-3.2070965403167593,0.4035
90,sinr_db,-3.2069527453126745,0.40375
90,sinr_db,-3.2048064682196724,0.404
90,sinr_db,-3.2009110696489658,0.40425
90,sinr_db,-3.2007395181706437,0.4045
90,sinr_db,-3.200723029012326,0.40475
90,sinr_db,-3.198770429555662,0.405
90,sinr_db,-3.1966214318472645,0.40525
90,sinr_db,-3.1946854075645845,0.4055
90,sinr_db,-3.194548547202522,0.40575
90,sinr_db,-3.1941244638424275,0.406
90,sinr_db,-3.1928137551065365,0.40625
90,sinr_db,-3.1894478750332262,0.4065
90,sinr_db,-3.185588720498192,0.40675
90,sinr_db,-3.1854229955397644,0.407
90,sinr_db,-3.1819521074283754,0.40725
90,sinr_db,-3.1798637616705046,0.4075
90,sinr_db,-3.178377636580934,0.40775
90,sinr_db,-3.176178938290337,0.408
90,sinr_db,-3.1753806666187727,0.40825
90,sinr_db,-3.1715595760824513,0.4085
90,sinr_db,-3.1698858266706234,0.40875
90,sinr_db,-3.168568099822691,0.409
90,sinr_db,-3.1640036801000426,0.40925
90,sinr_db,-3.158328412504643,0.4095
90,sinr_db,-3.1580518100761497,0.40975
90,sinr_db,-3.143967238745169,0.41
90,sinr_db,-3.143095531876183,0.41025
90,sinr_db,-3.138730155968474,0.4105
90,sinr_db,-3.1319627382759894,0.41075
90,sinr_db,-3.125223889041056,0.411
90,sinr_db,-3.122180833440105,0.41125
90,sinr_db,-3.122086412888972,0.4115
90,sinr_db,-3.1199206941936626,0.41175
90,sinr_db,-3.118949243107295,0.412
90,sinr_db,-3.113594054893516,0.41225
90,sinr_db,-3.1075419862460225,0.4125
90,sinr_db,-3.1031674687821416,0.41275
90,sinr_db,-3.1005199336664493,0.413
90,sinr_db,-3.084233786801928,0.41325
90,sinr_db,-3.0821040830861985,0.4135
90,sinr_db,-3.0777204734263175,0.41375
90,sinr_db,-3.074363878270561,0.414
90,sinr_db,-3.071658553879531,0.41425
90,sinr_db,-3.0693380363287575,0.4145
90,sinr_db,-3.061212860725735,0.41475
90,sinr_db,-3.059921228536907,0.415
90,sinr_db,-3.055333052633971,0.41525
90,sinr_db,-3.047292267573567,0.4155
90,sinr_db,-3.038750057352753,0.41575
90,sinr_db,-3.0380954412103605,0.416
90,sinr_db,-3.037258629659514,0.41625
90,sinr_db,-3.036788515104263,0.4165
90,sinr_db,-3.035559924880312,0.41675
90,sinr_db,-3.032328203360425,0.417
90,sinr_db,-3.026562482896445,0.41725
90,sinr_db,-3.0196251215157788,0.4175
90,sinr_db,-3.0011756528357427,0.41775
90,sinr_db,-3.0006700856858832,0.418
90,sinr_db,-3.0006638965590082,0.41825
90,sinr_db,-3.000518697627599,0.4185
90,sinr_db,-2.9972844613143756,0.41875
90,sinr_db,-2.996063173307247,0.419
90,sinr_db,-2.9951830482608366,0.41925
90,sinr_db,-2.9913355206742622,0.4195
90,sinr_db,-2.9853229895812654,0.41975
90,sinr_db,-2.983200976067155,0.42
90,sinr_db,-2.97863660090857,0.42025
90,sinr_db,-2.975426381763719,0.4205
90,sinr_db,-2.9680684145320235,0.42075
90,sinr_db,-2.9579329800449394,0.421
90,sinr_db,-2.954671246245215,0.42125
90,sinr_db,-2.953777451678892,0.4215
90,sinr_db,-2.9532105697964766,0.42175
90,sinr_db,-2.9529383025329143,0.422
90,sinr_db,-2.9488320984304313,0.42225
90,sinr_db,-2.948294476551354,0.4225
90,sinr_db,-2.936835573465198,0.42275
90,sinr_db,-2.9331750339279905,0.423
90,sinr_db,-2.9326720521510263,0.42325
90,sinr_db,-2.9308880752336153,0.4235
90,sinr_db,-2.9300650968661217,0.42375
90,sinr_db,-2.927553992213616,0.424
90,sinr_db,-2.927549220272283,0.42425
90,sinr_db,-2.9238275373296716,0.4245
90,sinr_db,-2.919085578959252,0.42475
90,sinr_db,-2.9120786334150894,0.425
90,sinr_db,-2.908559175350228,0.42525
90,sinr_db,-2.906178681129182,0.4255
90,sinr_db,-2.9040531777530507,0.42575
90,sinr_db,-2.903866670306277,0.426
90,sinr_db,-2.9014096745213185,0.42625
90,sinr_db,-2.9006428965868625,0.4265
90,sinr_db,-2.8967856048268086,0.42675
90,sinr_db,-2.8931353493693583,0.427
90,sinr_db,-2.8870326516025284,0.42725
90,sinr_db,-2.886352966747659,0.4275
90,sinr_db,-2.882104331203721,0.42775
90,sinr_db,-2.8794081216568745,0.428
90,sinr_db,-2.878973012952854,0.42825
90,sinr_db,-2.8778743726414566,0.4285
90,sinr_db,-2.8752237826455964,0.42875
90,sinr_db,-2.874911359448071,0.429
90,sinr_db,-2.8689057676984953,0.42925
90,sinr_db,-2.861429728196862,0.4295
90,sinr_db,-2.8592304595182876,0.42975
90,sinr_db,-2.8584845380254427,0.43
90,sinr_db,-2.857748269539261,0.43025
90,sinr_db,-2.8553182252373355,0.4305
90,sinr_db,-2.854570406007062,0.43075
90,sinr_db,-2.850521353461319,0.431
90,sinr_db,-2.847902277869843,0.43125
90,sinr_db,-2.8470340032266255,0.4315
90,sinr_db,-2.8429727381007046,0.43175
90,sinr_db,-2.8392773748159668,0.432
90,sinr_db,-2.838356096466326,0.43225
90,sinr_db,-2.8175375652259915,0.4325
90,sinr_db,-2.815269336073025,0.43275
90,sinr_db,-2.8107048776864847,0.433
90,sinr_db,-2.805640953175026,0.43325
90,sinr_db,-2.8055488114621037,0.4335
90,sinr_db,-2.798489377944854,0.43375
90,sinr_db,-2.7984136103386885,0.434
90,sinr_db,-2.796823993623647,0.43425
90,sinr_db,-2.7951313257946704,0.4345
90,sinr_db,-2.793332187495759,0.43475
90,sinr_db,-2.789848012235929,0.435
90,sinr_db,-2.7898392522424253,0.43525
90,sinr_db,-2.7875263394033922,0.4355
90,sinr_db,-2.784809594004778,0.43575
90,sinr_db,-2.7826999849591423,0.436
90,sinr_db,-2.7815231585961984,0.43625
90,sinr_db,-2.773777566517877,0.4365
90,sinr_db,-2.772710075837556,0.43675
90,sinr_db,-2.7653690771967456,0.437
90,sinr_db,-2.762544931775662,0.43725
90,sinr_db,-2.7621572765234763,0.4375
90,sinr_db,-2.759365506075892,0.43775
90,sinr_db,-2.7591455274548187,0.438
90,sinr_db,-2.751355916031866,0.43825
90,sinr_db,-2.749272299377037,0.4385
90,sinr_db,-2.7461564099269333,0.43875
90,sinr_db,-2.7444163844772222,0.439
90,sinr_db,-2.741013410491244,0.43925
90,sinr_db,-2.7406963987964983,0.4395
90,sinr_db,-2.738701835758637,0.43975
90,sinr_db,-2.7374075385105194,0.44
90,sinr_db,-2.7348117237023732,0.44025
90,sinr_db,-2.731117762769362,0.4405
90,sinr_db,-2.728316528563228,0.44075
90,sinr_db,-2.7262325329085657,0.441
90,sinr_db,-2.7243393833595664,0.44125
90,sinr_db,-2.7160065365312476,0.4415
90,sinr_db,-2.7157933186334167,0.44175
90,sinr_db,-2.712391135338078,0.442
90,sinr_db,-2.706871278625415,0.44225
90,sinr_db,-2.706235532854792,0.4425
90,sinr_db,-2.704584528679419,0.44275
90,sinr_db,-2.7016848415041923,0.443
90,sinr_db,-2.701070305013831,0.44325
90,sinr_db,-2.6942599541399685,0.4435
90,sinr_db,-2.69077864304972,0.44375
90,sinr_db,-2.6876704420302095,0.444
90,sinr_db,-2.687071815474875,0.44425
90,sinr_db,-2.682639052759834,0.4445
90,sinr_db,-2.680207051347577,0.44475
90,sinr_db,-2.6740669812891404,0.445
90,sinr_db,-2.656354944028018,0.44525
90,sinr_db,-2.650280034519824,0.4455
90,sinr_db,-2.6499653601691464,0.44575
90,sinr_db,-2.648128050593236,0.446
90,sinr_db,-2.643679531271423,0.44625
90,sinr_db,-2.6429419261257845,0.4465
90,sinr_db,-2.632545987169262,0.44675
90,sinr_db,-2.6309294551325664,0.447
90,sinr_db,-2.6276689184099107,0.44725
90,sinr_db,-2.6242581135681298,0.4475
90,sinr_db,-2.622164502216002,0.44775
90,sinr_db,-2.6192882496719347,0.448
90,sinr_db,-2.618375659540036,0.44825
90,sinr_db,-2.6092227557633683,0.4485
90,sinr_db,-2.6006507720182026,0.44875
90,sinr_db,-2.594624797548425,0.449
90,sinr_db,-2.5919954212143708,0.44925
90,sinr_db,-2.5867872830921983,0.4495
90,sinr_db,-2.585609272972729,0.44975
90,sinr_db,-2.582719695442997,0.45
90,sinr_db,-2.582549202842082,0.45025
90,sinr_db,-2.5798522020130097,0.4505
90,sinr_db,-2.5759456362581195,0.45075
90,sinr_db,-2.571519503925977,0.451
90,sinr_db,-2.566313495425075,0.45125
90,sinr_db,-2.5657985516363335,0.4515
90,sinr_db,-2.561115186157412,0.45175
90,sinr_db,-2.5545214846170694,0.452
90,sinr_db,-2.553879653429406,0.45225
90,sinr_db,-2.5520201410996735,0.4525
90,sinr_db,-2.5518617067822316,0.45275
90,sinr_db,-2.5500005378958623,0.453
90,sinr_db,-2.5457621195160685,0.45325
90,sinr_db,-2.5438508736749768,0.4535
90,sinr_db,-2.543223480470769,0.45375
90,sinr_db,-2.5354448813947745,0.454
90,sinr_db,-2.52831486551768,0.45425
90,sinr_db,-2.527020803760788,0.4545
90,sinr_db,-2.522410886447452,0.45475
90,sinr_db,-2.5203972856445174,0.455
90,sinr_db,-2.5167632579803714,0.45525
90,sinr_db,-2.509653889478357,0.4555
90,sinr_db,-2.508033111820325,0.45575
90,sinr_db,-2.5079296967970715,0.456
90,sinr_db,-2.5073547052989937,0.45625
90,sinr_db,-2.5037709976409346,0.4565
90,sinr_db,-2.498547453460615,0.45675
90,sinr_db,-2.495893755568549,0.457
90,sinr_db,-2.4952601021263594,0.45725
90,sinr_db,-2.493667726103713,0.4575
90,sinr_db,-2.4920377239647427,0.45775
90,sinr_db,-2.4913608561614495,0.458
90,sinr_db,-2.489940727540902,0.45825
90,sinr_db,-2.4852348219851197,0.4585
90,sinr_db,-2.4836323983395383,0.45875
90,sinr_db,-2.482455828529511,0.459
90,sinr_db,-2.4792631339456275,0.45925
90,sinr_db,-2.4787387325977392,0.4595
90,sinr_db,-2.4769601138757427,0.45975
90,sinr_db,-2.474437841956522,0.46
90,sinr_db,-2.465600118883136,0.46025
90,sinr_db,-2.4646656021640316,0.4605
90,sinr_db,-2.4580389760048345,0.46075
90,sinr_db,-2.4575680067001744,0.461
90,sinr_db,-2.453208163389558,0.46125
90,sinr_db,-2.4523980480126446,0.4615
90,sinr_db,-2.4494787333686245,0.46175
90,sinr_db,-2.4475023456253724,0.462
90,sinr_db,-2.447266315672456,0.46225
90,sinr_db,-2.4431376082325547,0.4625
90,sinr_db,-2.4429645316573882,0.46275
90,sinr_db,-2.4336282234268545,0.463
90,sinr_db,-2.4180407228595895,0.46325
90,sinr_db,-2.4159454789546513,0.4635
90,sinr_db,-2.4155608343740234,0.46375
90,sinr_db,-2.414151106496244,0.464
90,sinr_db,-2.411988850457255,0.46425
90,sinr_db,-2.40448009733709,0.4645
90,sinr_db,-2.4038440363844273,0.46475
90,sinr_db,-2.403403187159378,0.465
90,sinr_db,-2.3990747915737622,0.46525
90,sinr_db,-2.3913169791996864,0.4655
90,sinr_db,-2.390834700538086,0.46575
90,sinr_db,-2.3900826139667375,0.466
90,sinr_db,-2.3884771713248707,0.46625
90,sinr_db,-2.3843862057975422,0.4665
90,sinr_db,-2.383716644182926,0.46675
90,sinr_db,-2.378722991392683,0.467
90,sinr_db,-2.377101673357798,0.46725
90,sinr_db,-2.376239048914535,0.4675
90,sinr_db,-2.366574763284728,0.46775
90,sinr_db,-2.3654889292287624,0.468
90,sinr_db,-2.3630194684583357,0.46825
90,sinr_db,-2.361720600089719,0.4685
90,sinr_db,-2.360500267998358,0.46875
90,sinr_db,-2.3601296509342755,0.469
90,sinr_db,-2.3569396062108896,0.46925
90,sinr_db,-2.352537956819287,0.4695
90,sinr_db,-2.352015327478499,0.46975
90,sinr_db,-2.3514269354819612,0.47
90,sinr_db,-2.3504331231569067,0.47025
90,sinr_db,-2.3489348015963265,0.4705
90,sinr_db,-2.3473678710635286,0.47075
90,sinr_db,-2.3457327478854446,0.471
90,sinr_db,-2.338997037094785,0.47125
90,sinr_db,-2.3356915697682705,0.4715
90,sinr_db,-2.3312691304995785,0.47175
90,sinr_db,-2.329707885459866,0.472
90,sinr_db,-2.324836864454886,0.47225
90,sinr_db,-2.3229078719071223,0.4725
90,sinr_db,-2.31846530250778,0.47275
90,sinr_db,-2.3118579791667946,0.473
90,sinr_db,-2.3106697570985375,0.47325
90,sinr_db,-2.3102448681928047,0.4735
90,sinr_db,-2.3032575522528336,0.47375
90,sinr_db,-2.3026869381549773,0.474
90,sinr_db,-2.3008957241820687,0.47425
90,sinr_db,-2.3006488799236475,0.4745
90,sinr_db,-2.3003849290785308,0.47475
90,sinr_db,-2.290527529649856,0.475
90,sinr_db,-2.2853780266164474,0.47525
90,sinr_db,-2.2849262487966793,0.4755
90,sinr_db,-2.2772629453702247,0.47575
90,sinr_db,-2.275798642654589,0.476
90,sinr_db,-2.2704030114094094,0.47625
90,sinr_db,-2.2700790187721194,0.4765
90,sinr_db,-2.265560452875324,0.47675
90,sinr_db,-2.2623144795616765,0.477
90,sinr_db,-2.2526979622886185,0.47725
90,sinr_db,-2.2470545443798913,0.4775
90,sinr_db,-2.238769752504091,0.47775
90,sinr_db,-2.2382955410745824,0.478
90,sinr_db,-2.226569170620541,0.47825
90,sinr_db,-2.223623188757509,0.4785
90,sinr_db,-2.220708641667919,0.47875
90,sinr_db,-2.2205455527659312,0.479
90,sinr_db,-2.2107316870275033,0.47925
90,sinr_db,-2.204034108257031,0.4795
90,sinr_db,-2.203670132356549,0.47975
90,sinr_db,-2.201005156564405,0.48
90,sinr_db,-2.1989027335158036,0.48025
90,sinr_db,-2.197478617031318,0.4805
90,sinr_db,-2.19456070704671,0.48075
90,sinr_db,-2.185970062846558,0.481
90,sinr_db,-2.1848508313656305,0.48125
90,sinr_db,-2.178754662415177,0.4815
90,sinr_db,-2.176597016660181,0.48175
90,sinr_db,-2.175481186752945,0.482
90,sinr_db,-2.174829990633271,0.48225
90,sinr_db,-2.16477803106626,0.4825
90,sinr_db,-2.162678928346166,0.48275
90,sinr_db,-2.159457792522645,0.483
90,sinr_db,-2.1562205609716627,0.48325
90,sinr_db,-2.154473709850596,0.4835
90,sinr_db,-2.150827846592988,0.48375
90,sinr_db,-2.149316312592744,0.484
90,sinr_db,-2.148329056364787,0.48425
90,sinr_db,-2.146691517594341,0.4845
90,sinr_db,-2.146222537100782,0.48475
90,sinr_db,-2.1379878474249776,0.485
90,sinr_db,-2.137363362059061,0.48525
90,sinr_db,-2.135755986228532,0.4855
90,sinr_db,-2.135699893942879,0.48575
90,sinr_db,-2.1292885220489612,0.486
90,sinr_db,-2.1282844642277263,0.48625
90,sinr_db,-2.1278338491641207,0.4865
90,sinr_db,-2.125202442063684,0.48675
90,sinr_db,-2.123254808880744,0.487
90,sinr_db,-2.1173030704155145,0.48725
90,sinr_db,-2.115961510118903,0.4875
90,sinr_db,-2.115266886185191,0.48775
90,sinr_db,-2.1135470047113945,0.488
90,sinr_db,-2.10933086272203,0.48825
90,sinr_db,-2.103753179771604,0.4885
90,sinr_db,-2.1032901098525145,0.48875
90,sinr_db,-2.09019415443027,0.489
90,sinr_db,-2.084723991528783,0.48925
90,sinr_db,-2.0836316748870414,0.4895
90,sinr_db,-2.0776679372919387,0.48975
90,sinr_db,-2.077158491378213,0.49
90,sinr_db,-2.072136676696,0.49025
90,sinr_db,-2.0716888935994944,0.4905
90,sinr_db,-2.070794674657915,0.49075
90,sinr_db,-2.070762676725155,0.491
90,sinr_db,-2.069111749444286,0.49125
90,sinr_db,-2.0654165667904305,0.4915
90,sinr_db,-2.057387585673796,0.49175
90,sinr_db,-2.043628271337833,0.492
90,sinr_db,-2.037505532678277,0.49225
90,sinr_db,-2.033834179153437,0.4925
90,sinr_db,-2.0312108512198597,0.49275
90,sinr_db,-2.0300836482957845,0.493
90,sinr_db,-2.022199006727125,0.49325
90,sinr_db,-2.013760170942391,0.4935
90,sinr_db,-2.006963144449736,0.49375
90,sinr_db,-2.0055856458110335,0.494
90,sinr_db,-2.00002923769959,0.49425
90,sinr_db,-1.9999968042147622,0.4945
90,sinr_db,-1.9990318286732318,0.49475
90,sinr_db,-1.9941896867559676,0.495
90,sinr_db,-1.9905217455743938,0.49525
90,sinr_db,-1.9902714083936714,0.4955
90,sinr_db,-1.9884440018239957,0.49575
90,sinr_db,-1.9839746139711245,0.496
90,sinr_db,-1.982211271207928,0.49625
90,sinr_db,-1.974701360169285,0.4965
