elevation_deg,metric,value_db,ecdf
90,snr_db,-18.90265640587339,0.10925
90,snr_db,-18.877761769127847,0.1095
90,snr_db,-18.875273675600305,0.10975
90,snr_db,-18.872977553836357,0.11
90,snr_db,-18.86102179940528,0.11025
90,snr_db,-18.853325526335574,0.1105
90,snr_db,-18.74295136454816,0.11075
90,snr_db,-18.742143426629447,0.111
90,snr_db,-18.73372451229879,0.11125
90,snr_db,-18.672417072842467,0.1115
90,snr_db,-18.663792305300053,0.11175
90,snr_db,-18.647382966472072,0.112
90,snr_db,-18.621496130411092,0.11225
90,snr_db,-18.59705187850238,0.1125
90,snr_db,-18.58927289014489,0.11275
90,snr_db,-18.577840534352866,0.113
90,snr_db,-18.55960288100871,0.11325
90,snr_db,-18.527468631382185,0.1135
90,snr_db,-18.43152190218566,0.11375
90,snr_db,-18.426152337945016,0.114
90,snr_db,-18.386491981783998,0.11425
90,snr_db,-18.3851714489481,0.1145
90,snr_db,-18.38215633217706,0.11475
90,snr_db,-18.35635370912006,0.115
90,snr_db,-18.329847773544486,0.11525
90,snr_db,-18.328571737400697,0.1155
90,snr_db,-18.318184378756175,0.11575
90,snr_db,-18.31232754817301,0.116
90,snr_db,-18.269967770241994,0.11625
90,snr_db,-18.23617600337574,0.1165
90,snr_db,-18.227933587607207,0.11675
90,snr_db,-18.20470764723886,0.117
90,snr_db,-18.176810830148725,0.11725
90,snr_db,-18.17232428592807,0.1175
90,snr_db,-18.163489856266004,0.11775
90,snr_db,-18.144062305968646,0.118
90,snr_db,-18.120277732179616,0.11825
90,snr_db,-18.044675981386852,0.1185
90,snr_db,-18.03457308855411,0.11875
90,snr_db,-18.006020781120252,0.119
90,snr_db,-17.994446688913794,0.11925
90,snr_db,-17.965234905645588,0.1195
90,snr_db,-17.9580611880181,0.11975
90,snr_db,-17.94052074966541,0.12
90,snr_db,-17.901375905643434,0.12025
90,snr_db,-17.900093800595812,0.1205
90,snr_db,-17.853741692638966,0.12075
90,snr_db,-17.813715404718987,0.121
90,snr_db,-17.80310177516267,0.12125
90,snr_db,-17.74567616681175,0.1215
90,snr_db,-17.710765589478005,0.12175
90,snr_db,-17.603556490487723,0.122
90,snr_db,-17.58860031054326,0.12225
90,snr_db,-17.498598860043398,0.1225
90,snr_db,-17.497259867120153,0.12275
90,snr_db,-17.482983388690315,0.123
90,snr_db,-17.435034735789433,0.12325
90,snr_db,-17.36883425164805,0.1235
90,snr_db,-17.353410628511078,0.12375
90,snr_db,-17.32860765409924,0.124
90,snr_db,-17.30935825491938,0.12425
90,snr_db,-17.285956923359652,0.1245
90,snr_db,-17.23703219238202,0.12475
90,snr_db,-17.22288365579619,0.125
90,snr_db,-17.220983822449494,0.12525
90,snr_db,-17.213659232574763,0.1255
90,snr_db,-17.156581009197033,0.12575
90,snr_db,-17.077792566160543,0.126
90,snr_db,-17.06370318881578,0.12625
90,snr_db,-17.051445880733954,0.1265
90,snr_db,-17.030988275513135,0.12675
90,snr_db,-16.97799501428696,0.127
90,snr_db,-16.85258537103687,0.12725
90,snr_db,-16.84501788084891,0.1275
90,snr_db,-16.8271693632069,0.12775
90,snr_db,-16.76987172391778,0.128
90,snr_db,-16.766682084734626,0.12825
90,snr_db,-16.766474888556353,0.1285
90,snr_db,-16.74922782555238,0.12875
90,snr_db,-16.74882446013829,0.129
90,snr_db,-16.74575120489291,0.12925
90,snr_db,-16.73757330717098,0.1295
90,snr_db,-16.730396724049783,0.12975
90,snr_db,-16.676906543789542,0.13
90,snr_db,-16.65512336739675,0.13025
90,snr_db,-16.65136988104457,0.1305
90,snr_db,-16.61579908286914,0.13075
90,snr_db,-16.56015458866768,0.131
90,snr_db,-16.555841523648922,0.13125
90,snr_db,-16.51776924471964,0.1315
90,snr_db,-16.47191641553563,0.13175
90,snr_db,-16.47161377585352,0.132
90,snr_db,-16.405375174743835,0.13225
90,snr_db,-16.34927027142244,0.1325
90,snr_db,-16.279186514555906,0.13275
90,snr_db,-16.267202947731946,0.133
90,snr_db,-16.20498497731433,0.13325
90,snr_db,-16.17447957028962,0.1335
90,snr_db,-16.161539700281573,0.13375
90,snr_db,-16.157632081074222,0.134
90,snr_db,-16.156008656703523,0.13425
90,snr_db,-16.1266004036057,0.1345
90,snr_db,-16.125362910398103,0.13475
90,snr_db,-16.112338463441862,0.135
90,snr_db,-16.04369590240569,0.13525
90,snr_db,-16.029900826860406,0.1355
90,snr_db,-16.004727698990465,0.13575
90,snr_db,-15.9968726594959,0.136
90,snr_db,-15.97473101339386,0.13625
90,snr_db,-15.942053861077458,0.1365
90,snr_db,-15.921776953806237,0.13675
90,snr_db,-15.89152696469707,0.137
90,snr_db,-15.876612265641851,0.13725
90,snr_db,-15.85262508974482,0.1375
90,snr_db,-15.84760820242243,0.13775
90,snr_db,-15.787906114274332,0.138
90,snr_db,-15.768611220584702,0.13825
90,snr_db,-15.763181173480156,0.1385
90,snr_db,-15.750798368147112,0.13875
90,snr_db,-15.742195196599448,0.139
90,snr_db,-15.661327668464917,0.13925
90,snr_db,-15.660309935229508,0.1395
90,snr_db,-15.557139992736715,0.13975
90,snr_db,-15.523211114344075,0.14
90,snr_db,-15.421035725459957,0.14025
90,snr_db,-15.420460323767674,0.1405
90,snr_db,-15.411526869046835,0.14075
90,snr_db,-15.394409267895835,0.141
90,snr_db,-15.384969129802277,0.14125
90,snr_db,-15.380319523310968,0.1415
90,snr_db,-15.316043082885214,0.14175
90,snr_db,-15.2822899463076,0.142
90,snr_db,-15.269896794213757,0.14225
90,snr_db,-15.233021855832003,0.1425
90,snr_db,-15.20886706231237,0.14275
90,snr_db,-15.208357283428198,0.143
90,snr_db,-15.184251215889608,0.14325
90,snr_db,-15.156321211933474,0.1435
90,snr_db,-15.155292428855287,0.14375
90,snr_db,-15.153719911883554,0.144
90,snr_db,-15.115224555864783,0.14425
90,snr_db,-15.09819837367469,0.1445
90,snr_db,-15.054589096754512,0.14475
90,snr_db,-15.044426213135495,0.145
90,snr_db,-15.035924806719532,0.14525
90,snr_db,-15.029429712966566,0.1455
90,snr_db,-15.029290967105544,0.14575
90,snr_db,-14.990502844965654,0.146
90,snr_db,-14.897017903160805,0.14625
90,snr_db,-14.888573097428878,0.1465
90,snr_db,-14.837965811042054,0.14675
90,snr_db,-14.83484565341989,0.147
90,snr_db,-14.821276807680729,0.14725
90,snr_db,-14.769553579067676,0.1475
90,snr_db,-14.751471456339946,0.14775
90,snr_db,-14.702671481606572,0.148
90,snr_db,-14.66661534470452,0.14825
90,snr_db,-14.66467552321878,0.1485
90,snr_db,-14.624639710675096,0.14875
90,snr_db,-14.609171944285404,0.149
90,snr_db,-14.578891996309942,0.14925
90,snr_db,-14.572917946536428,0.1495
90,snr_db,-14.522613359375178,0.14975
90,snr_db,-14.516406493626924,0.15
90,snr_db,-14.50462566975778,0.15025
90,snr_db,-14.503386607576033,0.1505
90,snr_db,-14.450012791714013,0.15075
90,snr_db,-14.403290546141324,0.151
90,snr_db,-14.40023445338906,0.15125
90,snr_db,-14.375729545396915,0.1515
90,snr_db,-14.372119949813316,0.15175
90,snr_db,-14.356590146460524,0.152
90,snr_db,-14.351805401625485,0.15225
90,snr_db,-14.296323664476285,0.1525
90,snr_db,-14.275037971987263,0.15275
90,snr_db,-14.249276966609237,0.153
90,snr_db,-14.238561591818327,0.15325
90,snr_db,-14.211950895058932,0.1535
90,snr_db,-14.205605446953228,0.15375
90,snr_db,-14.185596829168002,0.154
90,snr_db,-14.170475484660747,0.15425
90,snr_db,-14.16398433282511,0.1545
90,snr_db,-14.135779168832315,0.15475
90,snr_db,-14.128310397978666,0.155
90,snr_db,-14.107671979290606,0.15525
90,snr_db,-14.105386636844269,0.1555
90,snr_db,-14.02773253238512,0.15575
90,snr_db,-13.951917501094751,0.156
90,snr_db,-13.918960712199679,0.15625
90,snr_db,-13.879270272163449,0.1565
90,snr_db,-13.875381427011162,0.15675
90,snr_db,-13.862068004009059,0.157
90,snr_db,-13.858421808276045,0.15725
90,snr_db,-13.837996239983381,0.1575
90,snr_db,-13.825460198435309,0.15775
90,snr_db,-13.794715711994392,0.158
90,snr_db,-13.779714505417779,0.15825
90,snr_db,-13.733316500956626,0.1585
90,snr_db,-13.705719965344336,0.15875
90,snr_db,-13.703803446238654,0.159
90,snr_db,-13.701633231783752,0.15925
90,snr_db,-13.6606441113444,0.1595
90,snr_db,-13.60966273790189,0.15975
90,snr_db,-13.577107839327434,0.16
90,snr_db,-13.559469103238355,0.16025
90,snr_db,-13.512718300733352,0.1605
90,snr_db,-13.468554227687097,0.16075
90,snr_db,-13.370341071177144,0.161
90,snr_db,-13.345898296363004,0.16125
90,snr_db,-13.250210547996886,0.1615
90,snr_db,-13.247255731316102,0.16175
90,snr_db,-13.24441614692498,0.162
90,snr_db,-13.243866657645103,0.16225
90,snr_db,-13.22407115927163,0.1625
90,snr_db,-13.219377829060404,0.16275
90,snr_db,-13.215796977467257,0.163
90,snr_db,-13.15290769521447,0.16325
90,snr_db,-13.100309582579312,0.1635
90,snr_db,-13.072619173992994,0.16375
90,snr_db,-13.041390966705961,0.164
90,snr_db,-13.010203473811142,0.16425
90,snr_db,-12.992246786296288,0.1645
90,snr_db,-12.98511741171292,0.16475
90,snr_db,-12.981253612731827,0.165
90,snr_db,-12.978214814737559,0.16525
90,snr_db,-12.950943742666164,0.1655
90,snr_db,-12.936364921468302,0.16575
90,snr_db,-12.898093782447122,0.166
90,snr_db,-12.889929438820634,0.16625
90,snr_db,-12.878228988162288,0.1665
90,snr_db,-12.856600519024237,0.16675
90,snr_db,-12.848894671412705,0.167
90,snr_db,-12.787024579543909,0.16725
90,snr_db,-12.783563890007517,0.1675
