step,satellite_latitude,satellite_longitude,native_footprint_radius_m,footprint_radius_m,footprint_area_km2,country,iso3,overlap_fraction,effective_population,population_coverage_share,step_effective_population,step_devices_total,step_demodulators_total
737,-11.450363,138.935173,100000.0,500000.0,785398.1633974483,Australia,AUS,0.015682002281304647,280691.65700899885,1.0,280691.65700899885,281,2
738,-11.270647,138.947455,100000.0,500000.0,785398.1633974483,Australia,AUS,0.013784326051758996,246725.2109020006,1.0,246725.2109020006,247,1
739,-11.090925,138.959574,100000.0,500000.0,785398.1633974483,Australia,AUS,0.01195817560327542,214039.00246140745,1.0,214039.00246140745,214,1
740,-10.911197,138.971532,100000.0,500000.0,785398.1633974483,Australia,AUS,0.01020966191160492,182742.41184663528,1.0,182742.41184663528,183,1
741,-10.731463,138.983331,100000.0,500000.0,785398.1633974483,Australia,AUS,0.008545688423323284,152959.0036270339,1.0,152959.0036270339,153,1
742,-10.551723,138.994973,100000.0,500000.0,785398.1633974483,Australia,AUS,0.006974209942605475,124831.16058797723,1.0,124831.16058797723,125,1
743,-10.371978,139.006460,100000.0,500000.0,785398.1633974483,Australia,AUS,0.005504620706688568,98527.02988115606,1.0,98527.02988115606,99,1
744,-10.192227,139.017794,100000.0,500000.0,785398.1633974483,Australia,AUS,0.004148370638112038,74251.55330370695,1.0,74251.55330370695,74,1
745,-10.012471,139.028977,100000.0,500000.0,785398.1633974483,Australia,AUS,0.002920021609630533,52265.37335008541,1.0,52265.37335008541,52,1
746,-9.832709,139.040010,100000.0,500000.0,785398.1633974483,Australia,AUS,0.0018392633620031922,32920.91606006755,1.0,32920.91606006755,33,1
747,-9.652941,139.050897,100000.0,500000.0,785398.1633974483,Australia,AUS,0.0009354559711481202,16743.696492989126,1.0,16743.696492989126,17,1
748,-9.473168,139.061638,100000.0,500000.0,785398.1633974483,Australia,AUS,0.0002615529290717205,4681.527507760995,1.0,4681.527507760995,5,1
759,-7.495328,139.170688,100000.0,500000.0,785398.1633974483,Papua New Guinea,PNG,0.0003881914730054631,2972.7753467649854,1.0,2972.7753467649854,3,1
760,-7.315494,139.179818,100000.0,500000.0,785398.1633974483,Papua New Guinea,PNG,0.0013210220016071682,10116.403661593715,1.0,10116.403661593715,10,1
761,-7.135657,139.188823,100000.0,500000.0,785398.1633974483,Papua New Guinea,PNG,0.0024282405039090767,18595.49734606226,1.0,18595.49734606226,19,1
762,-6.955814,139.197707,100000.0,500000.0,785398.1633974483,Papua New Guinea,PNG,0.0035781034244659663,27401.162539904886,1.0,27401.162539904886,27,1
763,-6.775967,139.206469,100000.0,500000.0,785398.1633974483,Papua New Guinea,PNG,0.004689501885032736,35912.266399105196,1.0,35912.266399105196,36,1
764,-6.596115,139.215112,100000.0,500000.0,785398.1633974483,Papua New Guinea,PNG,0.005705301502632495,43691.27307607918,1.0,43691.27307607918,44,1
765,-6.416259,139.223637,100000.0,500000.0,785398.1633974483,Papua New Guinea,PNG,0.006583266783892765,50414.74261351898,1.0,50414.74261351898,50,1
766,-6.236399,139.232045,100000.0,500000.0,785398.1633974483,Papua New Guinea,PNG,0.007291925667845324,55841.66155939317,1.0,55841.66155939317,56,1
767,-6.056534,139.240338,100000.0,500000.0,785398.1633974483,Papua New Guinea,PNG,0.007808394959771549,59796.790111065,1.0,59796.790111065,60,1
768,-5.876665,139.248517,100000.0,500000.0,785398.1633974483,Papua New Guinea,PNG,0.008117153140940001,62161.26427630936,1.0,62161.26427630936,62,1
769,-5.696791,139.256583,100000.0,500000.0,785398.1633974483,Papua New Guinea,PNG,0.008209342558937906,62867.25203779975,1.0,62867.25203779975,63,1
770,-5.516913,139.264538,100000.0,500000.0,785398.1633974483,Papua New Guinea,PNG,0.008082411048560834,61895.2088812225,1.0,61895.2088812225,62,1
771,-5.337031,139.272384,100000.0,500000.0,785398.1633974483,Papua New Guinea,PNG,0.007740008848978599,59273.088385593146,1.0,59273.088385593146,59,1
772,-5.157145,139.280120,100000.0,500000.0,785398.1633974483,Papua New Guinea,PNG,0.0071921187379094765,55077.338792454364,1.0,55077.338792454364,55,1
773,-4.977255,139.287750,100000.0,500000.0,785398.1633974483,Papua New Guinea,PNG,0.006455449058276819,49435.91280912164,1.0,49435.91280912164,49,1
774,-4.797360,139.295273,100000.0,500000.0,785398.1633974483,Papua New Guinea,PNG,0.0055541851023056445,42534.021717862954,1.0,42534.021717862954,43,1
775,-4.617462,139.302691,100000.0,500000.0,785398.1633974483,Papua New Guinea,PNG,0.0045213111074862864,34624.25923817438,1.0,34624.25923817438,35,1
776,-4.437560,139.310006,100000.0,500000.0,785398.1633974483,Papua New Guinea,PNG,0.0034009742033115037,26044.70466162414,1.0,26044.70466162414,26,1
777,-4.257653,139.317218,100000.0,500000.0,785398.1633974483,Papua New Guinea,PNG,0.002253059061655653,17253.955583926792,1.0,17253.955583926792,17,1
778,-4.077743,139.324329,100000.0,500000.0,785398.1633974483,Papua New Guinea,PNG,0.0011635489322101408,8910.472849001377,1.0,8910.472849001377,9,1
779,-3.897829,139.331340,100000.0,500000.0,785398.1633974483,Papua New Guinea,PNG,0.000277240091906376,2123.108227940222,1.0,2123.108227940222,2,1
959,28.524394,139.678772,100000.0,500000.0,785398.1633974483,Japan,JPN,4.945805899600096e-05,3960.922841783231,1.0,3960.922841783231,4,1
960,28.704629,139.678170,100000.0,500000.0,785398.1633974483,Japan,JPN,0.00660131838365413,528676.4847325165,1.0,528676.4847325165,529,3
961,28.884864,139.677558,100000.0,500000.0,785398.1633974483,Japan,JPN,0.018055505931891615,1446002.2758144378,1.0,1446002.2758144378,1446,6
962,29.065099,139.676938,100000.0,500000.0,785398.1633974483,Japan,JPN,0.03269339538829572,2618299.6097647455,1.0,2618299.6097647455,2618,11
963,29.245335,139.676310,100000.0,500000.0,785398.1633974483,Japan,JPN,0.04984864383291333,3992203.4143246133,1.0,3992203.4143246133,3992,16
964,29.425571,139.675673,100000.0,500000.0,785398.1633974483,Japan,JPN,0.06912142387992737,5535692.913559803,1.0,5535692.913559803,5536,23
965,29.605807,139.675029,100000.0,500000.0,785398.1633974483,Japan,JPN,0.09023243366245044,7226399.798507838,1.0,7226399.798507838,7226,29
966,29.786044,139.674376,100000.0,500000.0,785398.1633974483,Japan,JPN,0.11296925531452912,9047312.265747037,1.0,9047312.265747037,9047,37
967,29.966282,139.673717,100000.0,500000.0,785398.1633974483,Japan,JPN,0.13716105469011805,10984748.80644014,1.0,10984748.80644014,10985,44
968,30.146519,139.673050,100000.0,500000.0,785398.1633974483,Japan,JPN,0.16266477306825491,13027252.348330798,1.0,13027252.348330798,13027,53
969,30.326757,139.672376,100000.0,500000.0,785398.1633974483,Japan,JPN,0.18935680256071105,15164923.568278385,1.0,15164923.568278385,15165,61
970,30.506995,139.671696,100000.0,500000.0,785398.1633974483,Japan,JPN,0.2171275777214892,17388987.753192045,1.0,17388987.753192045,17389,70
971,30.687234,139.671009,100000.0,500000.0,785398.1633974483,Japan,JPN,0.24587784089152506,19691495.70455912,1.0,19691495.70455912,19691,79
972,30.867473,139.670315,100000.0,500000.0,785398.1633974483,Japan,JPN,0.2755159213229514,22065105.833030544,1.0,22065105.833030544,22065,89
973,31.047712,139.669616,100000.0,500000.0,785398.1633974483,Japan,JPN,0.3059556502209508,24502917.181420173,1.0,24502917.181420173,24503,99
974,31.227951,139.668911,100000.0,500000.0,785398.1633974483,Japan,JPN,0.3371146807207839,26998334.87754506,1.0,26998334.87754506,26998,108
975,31.408191,139.668200,100000.0,500000.0,785398.1633974483,Japan,JPN,0.3689130624616965,29544955.976838656,1.0,29544955.976838656,29545,119
976,31.588431,139.667484,100000.0,500000.0,785398.1633974483,Japan,JPN,0.40127196621235955,32136467.322066132,1.0,32136467.322066132,32136,129
977,31.768671,139.666763,100000.0,500000.0,785398.1633974483,Japan,JPN,0.4341124802172404,34766549.14691802,1.0,34766549.14691802,34767,140
978,31.948911,139.666037,100000.0,500000.0,785398.1633974483,Japan,JPN,0.4673544143943482,37428779.30839297,1.0,37428779.30839297,37429,150
979,32.129152,139.665306,100000.0,500000.0,785398.1633974483,Japan,JPN,0.5009150553826739,40116533.58290451,1.0,40116533.58290451,40117,161
980,32.309393,139.664571,100000.0,500000.0,785398.1633974483,Japan,JPN,0.5347078169782772,42822877.5844308,1.0,42822877.5844308,42823,172
981,32.489634,139.663832,100000.0,500000.0,785398.1633974483,Japan,JPN,0.5686407279808703,45540445.66143997,1.0,45540445.66143997,45540,183
982,32.669875,139.663089,100000.0,500000.0,785398.1633974483,Japan,JPN,0.6026146936982681,48261301.666866355,1.0,48261301.666866355,48261,194
983,32.850116,139.662341,100000.0,500000.0,785398.1633974483,Japan,JPN,0.6365214590512215,50976775.83030565,1.0,50976775.83030565,50977,204
984,33.030358,139.661591,100000.0,500000.0,785398.1633974483,Japan,JPN,0.6702411915001881,53677271.18307982,1.0,53677271.18307982,53677,215
985,33.210600,139.660837,100000.0,500000.0,785398.1633974483,Japan,JPN,0.7036395930702699,56352032.27042217,1.0,56352032.27042217,56352,226
986,33.390841,139.660080,100000.0,500000.0,785398.1633974483,Japan,JPN,0.7365644470658274,58988868.58993738,1.0,58988868.58993738,58989,236
987,33.571083,139.659320,100000.0,500000.0,785398.1633974483,Japan,JPN,0.7688415155931422,61573826.03855018,1.0,61573826.03855018,61574,247
988,33.751325,139.658558,100000.0,500000.0,785398.1633974483,Japan,JPN,0.8002697460422187,64090803.01641015,1.0,64090803.01641015,64091,257
989,33.931568,139.657793,100000.0,500000.0,785398.1633974483,Japan,JPN,0.8306158505292037,66521116.31340707,1.0,66521116.31340707,66521,267
990,34.111810,139.657026,100000.0,500000.0,785398.1633974483,Japan,JPN,0.8596085501204476,68843040.14922123,1.0,68843040.14922123,68843,276
991,34.292052,139.656257,100000.0,500000.0,785398.1633974483,Japan,JPN,0.8869332249545228,71031377.72032039,1.0,71031377.72032039,71031,285
992,34.472295,139.655486,100000.0,500000.0,785398.1633974483,Japan,JPN,0.9122285391826226,73057190.9032491,1.0,73057190.9032491,73057,293
993,34.652538,139.654714,100000.0,500000.0,785398.1633974483,Japan,JPN,0.9350880277042372,74887927.33073539,1.0,74887927.33073539,74888,300
994,34.832780,139.653940,100000.0,500000.0,785398.1633974483,Japan,JPN,0.9550718224605528,76488359.50948706,1.0,76488359.50948706,76488,306
995,35.013023,139.653166,100000.0,500000.0,785398.1633974483,Japan,JPN,0.9717364907804934,77822974.46889198,1.0,77822974.46889198,77823,312
996,35.193266,139.652390,100000.0,500000.0,785398.1633974483,Japan,JPN,0.9846929501347079,78860611.95096329,1.0,78860611.95096329,78861,316
997,35.373508,139.651614,100000.0,500000.0,785398.1633974483,Japan,JPN,0.9936987827083421,79581857.56137164,1.0,79581857.56137164,79582,319
998,35.553751,139.650838,100000.0,500000.0,785398.1633974483,Japan,JPN,0.9987639795337608,79987511.44693054,1.0,79987511.44693054,79988,320
999,35.733994,139.650062,100000.0,500000.0,785398.1633974483,Japan,JPN,0.9999999999999999,80086499.99999999,1.0,80086499.99999999,80086,321
1000,35.914237,139.649285,100000.0,500000.0,785398.1633974483,Japan,JPN,0.9999999999999999,80086499.99999999,1.0,80086499.99999999,80086,321
1001,36.094479,139.648509,100000.0,500000.0,785398.1633974483,Japan,JPN,0.9999999999999999,80086499.99999999,1.0,80086499.99999999,80086,321
1002,36.274722,139.647733,100000.0,500000.0,785398.1633974483,Japan,JPN,0.9999999999999999,80086499.99999999,1.0,80086499.99999999,80086,321
1003,36.454965,139.646959,100000.0,500000.0,785398.1633974483,Japan,JPN,0.9991397368007933,80017604.53129673,1.0,80017604.53129673,80018,321
1004,36.635208,139.646185,100000.0,500000.0,785398.1633974483,Japan,JPN,0.9945660187323503,79651311.45920837,1.0,79651311.45920837,79651,319
1005,36.815450,139.645412,100000.0,500000.0,785398.1633974483,Japan,JPN,0.9860726489071812,78971107.19670497,1.0,78971107.19670497,78971,316
1006,36.995693,139.644641,100000.0,500000.0,785398.1633974483,Japan,JPN,0.9736137331835841,77973316.24260712,1.0,77973316.24260712,77973,312
1007,37.175935,139.643871,100000.0,500000.0,785398.1633974483,Japan,JPN,0.9574047165097183,76675192.82875556,1.0,76675192.82875556,76675,307
1008,37.356177,139.643103,100000.0,500000.0,785398.1633974483,Japan,JPN,0.9378217089082596,75106858.29048133,1.0,75106858.29048133,75107,301
1009,37.536420,139.642338,100000.0,500000.0,785398.1633974483,Japan,JPN,0.9153051068209842,73303582.43741876,1.0,73303582.43741876,73304,294
1010,37.716662,139.641574,100000.0,500000.0,785398.1633974483,Japan,JPN,0.8902974044073544,71300803.07806958,1.0,71300803.07806958,71301,286
1011,37.896904,139.640813,100000.0,500000.0,785398.1633974483,Japan,JPN,0.8632103153878922,69131492.92331243,1.0,69131492.92331243,69131,277
1012,38.077146,139.640055,100000.0,500000.0,785398.1633974483,Japan,JPN,0.8344112254194533,66825074.60455505,1.0,66825074.60455505,66825,268
1013,38.257388,139.639300,100000.0,500000.0,785398.1633974483,Japan,JPN,0.8042206471506099,64407216.858027324,1.0,64407216.858027324,64407,258
1014,38.437629,139.638549,100000.0,500000.0,785398.1633974483,Japan,JPN,0.772915162883179,61900070.19224371,1.0,61900070.19224371,61900,248
1015,38.617871,139.637800,100000.0,500000.0,785398.1633974483,Japan,JPN,0.7407326316191105,59322683.90216389,1.0,59322683.90216389,59323,238
1016,38.798112,139.637055,100000.0,500000.0,785398.1633974483,Japan,JPN,0.7078779471479636,56691467.214265384,1.0,56691467.214265384,56691,227
1017,38.978353,139.636315,100000.0,500000.0,785398.1633974483,Japan,JPN,0.6745285248732829,54020628.70726417,1.0,54020628.70726417,54021,217
1018,39.158594,139.635578,100000.0,500000.0,785398.1633974483,Japan,JPN,0.6408391828932105,51322567.2207771,1.0,51322567.2207771,51323,206
1019,39.338835,139.634846,100000.0,500000.0,785398.1633974483,Japan,JPN,0.6069463324972251,48608207.457539015,1.0,48608207.457539015,48608,195
1020,39.519075,139.634118,100000.0,500000.0,785398.1633974483,Japan,JPN,0.5729715108135477,45887282.90076919,1.0,45887282.90076919,45887,184
1021,39.699315,139.633395,100000.0,500000.0,785398.1633974483,Japan,JPN,0.5390243363514036,43168572.51320668,1.0,43168572.51320668,43169,173
1022,39.879555,139.632677,100000.0,500000.0,785398.1633974483,Japan,JPN,0.5052049815561562,40460098.755397104,1.0,40460098.755397104,40460,162
1023,40.059795,139.631964,100000.0,500000.0,785398.1633974483,Japan,JPN,0.4716062540094658,37769294.261729084,1.0,37769294.261729084,37769,152
1024,40.240035,139.631257,100000.0,500000.0,785398.1633974483,Japan,JPN,0.438315369321405,35103143.8251587,1.0,35103143.8251587,35103,141
1025,40.420274,139.630556,100000.0,500000.0,785398.1633974483,Japan,JPN,0.4054154889875111,32468307.55879831,1.0,32468307.55879831,32468,130
1026,40.600513,139.629860,100000.0,500000.0,785398.1633974483,Japan,JPN,0.3729870879250074,29871230.417106107,1.0,29871230.417106107,29871,120
1027,40.780751,139.629171,100000.0,500000.0,785398.1633974483,Japan,JPN,0.341109210265913,27318242.767961044,1.0,27318242.767961044,27318,110
1028,40.960990,139.628488,100000.0,500000.0,785398.1633974483,Japan,JPN,0.3098606690201515,24815656.469482366,1.0,24815656.469482366,24816,100
1029,41.141228,139.627812,100000.0,500000.0,785398.1633974483,Japan,JPN,0.27932124619983634,22369860.983783193,1.0,22369860.983783193,22370,90
1030,41.321465,139.627143,100000.0,500000.0,785398.1633974483,Japan,JPN,0.24957295610470184,19987424.549079206,1.0,19987424.549079206,19987,80
1031,41.501703,139.626480,100000.0,500000.0,785398.1633974483,Japan,JPN,0.22070144781363488,17675206.50032667,1.0,17675206.50032667,17675,71
1032,41.681940,139.625826,100000.0,500000.0,785398.1633974483,Japan,JPN,0.19279764736267757,15440488.785511076,1.0,15440488.785511076,15440,62
1033,41.862176,139.625178,100000.0,500000.0,785398.1633974483,Japan,JPN,0.1659597828413249,13291138.148521766,1.0,13291138.148521766,13291,54
1034,42.042413,139.624539,100000.0,500000.0,785398.1633974483,Japan,JPN,0.14029601073152503,11235816.46345028,1.0,11235816.46345028,11236,45
1035,42.222649,139.623907,100000.0,500000.0,785398.1633974483,Japan,JPN,0.11592799786239961,9284267.600807067,1.0,9284267.600807067,9284,38
1036,42.402884,139.623284,100000.0,500000.0,785398.1633974483,Japan,JPN,0.09299607266927462,7447729.973827862,1.0,7447729.973827862,7448,30
1037,42.583119,139.622670,100000.0,500000.0,785398.1633974483,Japan,JPN,0.07166708950486277,5739566.363631192,1.0,5739566.363631192,5740,23
1038,42.763354,139.622064,100000.0,500000.0,785398.1633974483,Japan,JPN,0.05214733914991728,4176297.8768298505,1.0,4176297.8768298505,4176,17
1039,42.943588,139.621467,100000.0,500000.0,785398.1633974483,Japan,JPN,0.03470586904064499,2779471.580923615,1.0,2779471.580923615,2779,12
1040,43.123822,139.620879,100000.0,500000.0,785398.1633974483,Japan,JPN,0.019722852921372384,1579534.2604874894,1.0,1579534.2604874894,1580,7
1041,43.304056,139.620301,100000.0,500000.0,785398.1633974483,Japan,JPN,0.007815945604348071,625951.7276426218,1.0,625951.7276426218,626,3
1042,43.484289,139.619733,100000.0,500000.0,785398.1633974483,Japan,JPN,0.00041460828116034404,33204.52610914789,1.0,33204.52610914789,33,1
1069,48.350364,139.608960,100000.0,500000.0,785398.1633974483,Russian Federation,RUS,2.6976140216587775e-05,2560.5323642717076,1.0,2560.5323642717076,3,1
1070,48.530580,139.608765,100000.0,500000.0,785398.1633974483,Russian Federation,RUS,0.00017970515829338513,17057.32807371159,1.0,17057.32807371159,17,1
1071,48.710794,139.608587,100000.0,500000.0,785398.1633974483,Russian Federation,RUS,0.0004021426244663056,38170.73890971145,1.0,38170.73890971145,38,1
1072,48.891008,139.608426,100000.0,500000.0,785398.1633974483,Russian Federation,RUS,0.0006744148500165806,64014.38591837715,1.0,64014.38591837715,64,1
1073,49.071222,139.608283,100000.0,500000.0,785398.1633974483,Russian Federation,RUS,0.0009866877230083864,93654.83082116419,1.0,93654.83082116419,94,1
1074,49.251434,139.608158,100000.0,500000.0,785398.1633974483,Russian Federation,RUS,0.0013326296558617882,126491.08938587777,1.0,126491.08938587777,126,1
1075,49.431645,139.608051,100000.0,500000.0,785398.1633974483,Russian Federation,RUS,0.0017076552347713608,162087.9214203295,1.0,162087.9214203295,162,1
1076,49.611856,139.607963,100000.0,500000.0,785398.1633974483,Russian Federation,RUS,0.0021082063920028374,200107.60078895243,1.0,200107.60078895243,200,1
1077,49.792066,139.607893,100000.0,500000.0,785398.1633974483,Russian Federation,RUS,0.00253139310219679,240275.8108768799,1.0,240275.8108768799,240,1
1078,49.972274,139.607843,100000.0,500000.0,785398.1633974483,Russian Federation,RUS,0.0029747902762973636,282362.3660843967,1.0,282362.3660843967,282,2
1079,50.152482,139.607812,100000.0,500000.0,785398.1633974483,Russian Federation,RUS,0.003436312812870977,326169.3518966535,1.0,326169.3518966535,326,2
1080,50.332690,139.607800,100000.0,500000.0,785398.1633974483,Russian Federation,RUS,0.003914133801325972,371523.360863251,1.0,371523.360863251,372,2
1081,50.512896,139.607809,100000.0,500000.0,785398.1633974483,Russian Federation,RUS,0.004406628356376497,418270.1614547988,1.0,418270.1614547988,418,2
1082,50.693101,139.607837,100000.0,500000.0,785398.1633974483,Russian Federation,RUS,0.004912333564696908,466270.8962629962,1.0,466270.8962629962,466,2
1083,50.873305,139.607886,100000.0,500000.0,785398.1633974483,Russian Federation,RUS,0.005429919029993311,515399.2861856264,1.0,515399.2861856264,515,3
1084,51.053509,139.607956,100000.0,500000.0,785398.1633974483,Russian Federation,RUS,0.005958164653780861,565539.5214132445,1.0,565539.5214132445,566,3
1085,51.233711,139.608047,100000.0,500000.0,785398.1633974483,Russian Federation,RUS,0.006495943512095102,616584.6361138264,1.0,616584.6361138264,617,3
1086,51.413912,139.608159,100000.0,500000.0,785398.1633974483,Russian Federation,RUS,0.007042208417134543,668435.232885236,1.0,668435.232885236,668,3
1087,51.594113,139.608293,100000.0,500000.0,785398.1633974483,Russian Federation,RUS,0.007595981204732219,720998.4659390479,1.0,720998.4659390479,721,3
1088,51.774312,139.608449,100000.0,500000.0,785398.1633974483,Russian Federation,RUS,0.008156344078395439,774187.2194905545,1.0,774187.2194905545,774,4
1089,51.954510,139.608627,100000.0,500000.0,785398.1633974483,Russian Federation,RUS,0.008722432532124345,827919.4360039493,1.0,827919.4360039493,828,4
1090,52.134708,139.608828,100000.0,500000.0,785398.1633974483,Russian Federation,RUS,0.00929342950395036,882117.5612554863,1.0,882117.5612554863,882,4
1091,52.314904,139.609052,100000.0,500000.0,785398.1633974483,Russian Federation,RUS,0.009868560502097888,936708.0817164937,1.0,936708.0817164937,937,4
1092,52.495099,139.609299,100000.0,500000.0,785398.1633974483,Russian Federation,RUS,0.010447089509267093,991621.1357944023,1.0,991621.1357944023,992,4
1093,52.675294,139.609569,100000.0,500000.0,785398.1633974483,Russian Federation,RUS,0.01102831551634494,1046790.1848181061,1.0,1046790.1848181061,1047,5
1094,52.855487,139.609863,100000.0,500000.0,785398.1633974483,Russian Federation,RUS,0.011611569570378354,1102151.732836266,1.0,1102151.732836266,1102,5
1095,53.035679,139.610182,100000.0,500000.0,785398.1633974483,Russian Federation,RUS,0.012196212246527088,1157645.0866590915,1.0,1157645.0866590915,1158,5
1096,53.215870,139.610524,100000.0,500000.0,785398.1633974483,Russian Federation,RUS,0.012781631472450341,1213212.1493525766,1.0,1213212.1493525766,1213,5
1097,53.396059,139.610892,100000.0,500000.0,785398.1633974483,Russian Federation,RUS,0.013367240647850945,1268797.2417486224,1.0,1268797.2417486224,1269,6
1098,53.576248,139.611285,100000.0,500000.0,785398.1633974483,Russian Federation,RUS,0.013952477012880844,1324346.9475766763,1.0,1324346.9475766763,1324,6
1099,53.756435,139.611703,100000.0,500000.0,785398.1633974483,Russian Federation,RUS,0.014536800227667488,1379809.9786346362,1.0,1379809.9786346362,1380,6
1100,53.936622,139.612147,100000.0,500000.0,785398.1633974483,Russian Federation,RUS,0.015119691131931772,1435137.0570537553,1.0,1435137.0570537553,1435,6
1101,54.116807,139.612616,100000.0,500000.0,785398.1633974483,Russian Federation,RUS,0.015700650658978795,1490280.8122163701,1.0,1490280.8122163701,1490,6
1102,54.296991,139.613113,100000.0,500000.0,785398.1633974483,Russian Federation,RUS,0.016279198882600487,1545195.6902894138,1.0,1545195.6902894138,1545,7
1103,54.477174,139.613636,100000.0,500000.0,785398.1633974483,Russian Federation,RUS,0.016854874178819566,1599837.874658483,1.0,1599837.874658483,1600,7
1104,54.657355,139.614186,100000.0,500000.0,785398.1633974483,Russian Federation,RUS,0.017427232487198102,1654165.2158124216,1.0,1654165.2158124216,1654,7
1105,54.837535,139.614763,100000.0,500000.0,785398.1633974483,Russian Federation,RUS,0.017995846658654474,1708137.169439142,1.0,1708137.169439142,1708,7
1106,55.017714,139.615369,100000.0,500000.0,785398.1633974483,Russian Federation,RUS,0.018560305878596056,1761714.7416702965,1.0,1761714.7416702965,1762,8
1107,55.197892,139.616002,100000.0,500000.0,785398.1633974483,Russian Federation,RUS,0.019120215155690568,1814860.4405562663,1.0,1814860.4405562663,1815,8
1108,55.378069,139.616664,100000.0,500000.0,785398.1633974483,Russian Federation,RUS,0.01967519486784856,1867538.2329715404,1.0,1867538.2329715404,1868,8
1109,55.558244,139.617354,100000.0,500000.0,785398.1633974483,Russian Federation,RUS,0.020224880358046926,1919713.5062509254,1.0,1919713.5062509254,1920,8
1110,55.738418,139.618074,100000.0,500000.0,785398.1633974483,Russian Federation,RUS,0.020768921573488457,1971353.033939144,1.0,1971353.033939144,1971,8
1111,55.918590,139.618823,100000.0,500000.0,785398.1633974483,Russian Federation,RUS,0.021306982742331622,2022424.9451065399,1.0,2022424.9451065399,2022,9
1112,56.098762,139.619602,100000.0,500000.0,785398.1633974483,Russian Federation,RUS,0.021838742082833578,2072898.6967413935,1.0,2072898.6967413935,2073,9
1113,56.278932,139.620411,100000.0,500000.0,785398.1633974483,Russian Federation,RUS,0.02236389154028299,2122745.0487800036,1.0,2122745.0487800036,2123,9
1114,56.459100,139.621251,100000.0,500000.0,785398.1633974483,Russian Federation,RUS,0.02288213654752953,2171936.041376529,1.0,2171936.041376529,2172,9
1115,56.639267,139.622122,100000.0,500000.0,785398.1633974483,Russian Federation,RUS,0.023393195805310515,2220444.9740519393,1.0,2220444.9740519393,2220,9
1116,56.819433,139.623024,100000.0,500000.0,785398.1633974483,Russian Federation,RUS,0.023896801078875807,2268246.3863899773,1.0,2268246.3863899773,2268,10
1117,56.999598,139.623957,100000.0,500000.0,785398.1633974483,Russian Federation,RUS,0.024392697007721176,2315316.039977349,1.0,2315316.039977349,2315,10
1118,57.179760,139.624923,100000.0,500000.0,785398.1633974483,Russian Federation,RUS,0.024880640925453144,2361630.901305582,1.0,2361630.901305582,2362,10
1119,57.359922,139.625921,100000.0,500000.0,785398.1633974483,Russian Federation,RUS,0.025360402687038326,2407169.125373808,1.0,2407169.125373808,2407,10
1120,57.540082,139.626952,100000.0,500000.0,785398.1633974483,Russian Federation,RUS,0.025831764500874713,2451910.039749236,1.0,2451910.039749236,2452,10
1121,57.720241,139.628016,100000.0,500000.0,785398.1633974483,Russian Federation,RUS,0.026294520763268683,2495834.1288559707,1.0,2495834.1288559707,2496,10
1122,57.900398,139.629114,100000.0,500000.0,785398.1633974483,Russian Federation,RUS,0.02674847789308995,2538923.018280726,1.0,2538923.018280726,2539,11
1123,58.080553,139.630246,100000.0,500000.0,785398.1633974483,Russian Federation,RUS,0.02719345416446538,2581159.458892387,1.0,2581159.458892387,2581,11
1124,58.260707,139.631412,100000.0,500000.0,785398.1633974483,Russian Federation,RUS,0.027629279535542138,2622527.3105884776,1.0,2622527.3105884776,2623,11
1125,58.440860,139.632613,100000.0,500000.0,785398.1633974483,Russian Federation,RUS,0.028055795471447906,2663011.525490831,1.0,2663011.525490831,2663,11
1126,58.621011,139.633848,100000.0,500000.0,785398.1633974483,Russian Federation,RUS,0.028472854759689945,2702598.1304235565,1.0,2702598.1304235565,2703,11
1127,58.801161,139.635120,100000.0,500000.0,785398.1633974483,Russian Federation,RUS,0.02888032131636951,2741274.208519222,1.0,2741274.208519222,2741,11
1128,58.981308,139.636427,100000.0,500000.0,785398.1633974483,Russian Federation,RUS,0.029278069981672237,2779027.8798071276,1.0,2779027.8798071276,2779,12
1129,59.161455,139.637771,100000.0,500000.0,785398.1633974483,Russian Federation,RUS,0.0296659863032403,2815848.2806513333,1.0,2815848.2806513333,2816,12
1130,59.341599,139.639152,100000.0,500000.0,785398.1633974483,Russian Federation,RUS,0.030043966306124256,2851725.541914854,1.0,2851725.541914854,2852,12
1131,59.521742,139.640570,100000.0,500000.0,785398.1633974483,Russian Federation,RUS,0.030411916248150792,2886650.765739555,1.0,2886650.765739555,2887,12
1132,59.701884,139.642025,100000.0,500000.0,785398.1633974483,Russian Federation,RUS,0.03076975235966927,2920616.0008433075,1.0,2920616.0008433075,2921,12
1133,59.882023,139.643519,100000.0,500000.0,785398.1633974483,Russian Federation,RUS,0.031117400566772653,2953614.2162485598,1.0,2953614.2162485598,2954,12
1134,60.062162,139.645051,100000.0,500000.0,785398.1633974483,Russian Federation,RUS,0.03145479619722749,2985639.273369676,1.0,2985639.273369676,2986,12
1135,60.242298,139.646622,100000.0,500000.0,785398.1633974483,Russian Federation,RUS,0.03178188366852048,3016685.8964028144,1.0,3016685.8964028144,3017,13
1136,60.422433,139.648232,100000.0,500000.0,785398.1633974483,Russian Federation,RUS,0.03209861615756054,3046749.640974572,1.0,3046749.640974572,3047,13
1137,60.602565,139.649882,100000.0,500000.0,785398.1633974483,Russian Federation,RUS,0.03240495525178016,3075826.8610250778,1.0,3075826.8610250778,3076,13
