step,satellite_latitude,satellite_longitude,native_footprint_radius_m,footprint_radius_m,footprint_area_km2,country,iso3,overlap_fraction,effective_population,population_coverage_share,step_effective_population,step_devices_total,step_demodulators_total
595,-36.828684,133.027943,100000.0,500000.0,785398.1633974483,Australia,AUS,0.10113028495464389,1810127.7342340525,1.0,1810127.7342340525,1810,8
596,-36.652277,133.139915,100000.0,500000.0,785398.1633974483,Australia,AUS,0.10193843962364335,1824592.8687935243,1.0,1824592.8687935243,1825,8
597,-36.475794,133.249511,100000.0,500000.0,785398.1633974483,Australia,AUS,0.10210552689350011,1827583.5584898978,1.0,1827583.5584898978,1828,8
598,-36.299235,133.356801,100000.0,500000.0,785398.1633974483,Australia,AUS,0.10210552689350011,1827583.5584898978,1.0,1827583.5584898978,1828,8
599,-36.122603,133.461851,100000.0,500000.0,785398.1633974483,Australia,AUS,0.10210552689350011,1827583.5584898978,1.0,1827583.5584898978,1828,8
600,-35.945901,133.564725,100000.0,500000.0,785398.1633974483,Australia,AUS,0.10210552689350011,1827583.5584898978,1.0,1827583.5584898978,1828,8
601,-35.769129,133.665483,100000.0,500000.0,785398.1633974483,Australia,AUS,0.10210552689350011,1827583.5584898978,1.0,1827583.5584898978,1828,8
602,-35.592291,133.764186,100000.0,500000.0,785398.1633974483,Australia,AUS,0.10210552689350011,1827583.5584898978,1.0,1827583.5584898978,1828,8
603,-35.415388,133.860890,100000.0,500000.0,785398.1633974483,Australia,AUS,0.10210552689350011,1827583.5584898978,1.0,1827583.5584898978,1828,8
604,-35.238421,133.955649,100000.0,500000.0,785398.1633974483,Australia,AUS,0.10210552689350011,1827583.5584898978,1.0,1827583.5584898978,1828,8
605,-35.061393,134.048518,100000.0,500000.0,785398.1633974483,Australia,AUS,0.10210552689350011,1827583.5584898978,1.0,1827583.5584898978,1828,8
606,-34.884304,134.139547,100000.0,500000.0,785398.1633974483,Australia,AUS,0.10210552689350011,1827583.5584898978,1.0,1827583.5584898978,1828,8
607,-34.707158,134.228786,100000.0,500000.0,785398.1633974483,Australia,AUS,0.10210552689350011,1827583.5584898978,1.0,1827583.5584898978,1828,8
608,-34.529955,134.316281,100000.0,500000.0,785398.1633974483,Australia,AUS,0.10210552689350011,1827583.5584898978,1.0,1827583.5584898978,1828,8
609,-34.352696,134.402080,100000.0,500000.0,785398.1633974483,Australia,AUS,0.10210552689350011,1827583.5584898978,1.0,1827583.5584898978,1828,8
610,-34.175384,134.486225,100000.0,500000.0,785398.1633974483,Australia,AUS,0.10210552689350011,1827583.5584898978,1.0,1827583.5584898978,1828,8
611,-33.998019,134.568761,100000.0,500000.0,785398.1633974483,Australia,AUS,0.10210552689350011,1827583.5584898978,1.0,1827583.5584898978,1828,8
612,-33.820603,134.649728,100000.0,500000.0,785398.1633974483,Australia,AUS,0.10210552689350011,1827583.5584898978,1.0,1827583.5584898978,1828,8
613,-33.643137,134.729166,100000.0,500000.0,785398.1633974483,Australia,AUS,0.10210552689350011,1827583.5584898978,1.0,1827583.5584898978,1828,8
614,-33.465623,134.807115,100000.0,500000.0,785398.1633974483,Australia,AUS,0.10210552689350011,1827583.5584898978,1.0,1827583.5584898978,1828,8
615,-33.288061,134.883611,100000.0,500000.0,785398.1633974483,Australia,AUS,0.10210552689350011,1827583.5584898978,1.0,1827583.5584898978,1828,8
616,-33.110453,134.958690,100000.0,500000.0,785398.1633974483,Australia,AUS,0.10210552689350011,1827583.5584898978,1.0,1827583.5584898978,1828,8
617,-32.932800,135.032388,100000.0,500000.0,785398.1633974483,Australia,AUS,0.10210552689350011,1827583.5584898978,1.0,1827583.5584898978,1828,8
618,-32.755103,135.104739,100000.0,500000.0,785398.1633974483,Australia,AUS,0.10210552689350011,1827583.5584898978,1.0,1827583.5584898978,1828,8
619,-32.577362,135.175775,100000.0,500000.0,785398.1633974483,Australia,AUS,0.10210552689350011,1827583.5584898978,1.0,1827583.5584898978,1828,8
620,-32.399580,135.245528,100000.0,500000.0,785398.1633974483,Australia,AUS,0.10210552689350011,1827583.5584898978,1.0,1827583.5584898978,1828,8
621,-32.221757,135.314028,100000.0,500000.0,785398.1633974483,Australia,AUS,0.10210552689350011,1827583.5584898978,1.0,1827583.5584898978,1828,8
622,-32.043894,135.381306,100000.0,500000.0,785398.1633974483,Australia,AUS,0.10210552689350011,1827583.5584898978,1.0,1827583.5584898978,1828,8
623,-31.865992,135.447391,100000.0,500000.0,785398.1633974483,Australia,AUS,0.10210552689350011,1827583.5584898978,1.0,1827583.5584898978,1828,8
624,-31.688052,135.512309,100000.0,500000.0,785398.1633974483,Australia,AUS,0.10210552689350011,1827583.5584898978,1.0,1827583.5584898978,1828,8
625,-31.510075,135.576089,100000.0,500000.0,785398.1633974483,Australia,AUS,0.10210552689350011,1827583.5584898978,1.0,1827583.5584898978,1828,8
626,-31.332061,135.638756,100000.0,500000.0,785398.1633974483,Australia,AUS,0.10210552689350011,1827583.5584898978,1.0,1827583.5584898978,1828,8
627,-31.154011,135.700337,100000.0,500000.0,785398.1633974483,Australia,AUS,0.10210552689350011,1827583.5584898978,1.0,1827583.5584898978,1828,8
628,-30.975927,135.760855,100000.0,500000.0,785398.1633974483,Australia,AUS,0.10210552689350011,1827583.5584898978,1.0,1827583.5584898978,1828,8
629,-30.797809,135.820335,100000.0,500000.0,785398.1633974483,Australia,AUS,0.10210552689350011,1827583.5584898978,1.0,1827583.5584898978,1828,8
630,-30.619657,135.878800,100000.0,500000.0,785398.1633974483,Australia,AUS,0.10210552689350011,1827583.5584898978,1.0,1827583.5584898978,1828,8
631,-30.441473,135.936273,100000.0,500000.0,785398.1633974483,Australia,AUS,0.10210552689350011,1827583.5584898978,1.0,1827583.5584898978,1828,8
632,-30.263256,135.992776,100000.0,500000.0,785398.1633974483,Australia,AUS,0.10210552689350011,1827583.5584898978,1.0,1827583.5584898978,1828,8
633,-30.085009,136.048329,100000.0,500000.0,785398.1633974483,Australia,AUS,0.10210552689350011,1827583.5584898978,1.0,1827583.5584898978,1828,8
634,-29.906731,136.102954,100000.0,500000.0,785398.1633974483,Australia,AUS,0.10210552689350011,1827583.5584898978,1.0,1827583.5584898978,1828,8
635,-29.728423,136.156670,100000.0,500000.0,785398.1633974483,Australia,AUS,0.10210552689350011,1827583.5584898978,1.0,1827583.5584898978,1828,8
636,-29.550086,136.209498,100000.0,500000.0,785398.1633974483,Australia,AUS,0.10210552689350011,1827583.5584898978,1.0,1827583.5584898978,1828,8
637,-29.371721,136.261456,100000.0,500000.0,785398.1633974483,Australia,AUS,0.10210552689350011,1827583.5584898978,1.0,1827583.5584898978,1828,8
638,-29.193327,136.312562,100000.0,500000.0,785398.1633974483,Australia,AUS,0.10210552689350011,1827583.5584898978,1.0,1827583.5584898978,1828,8
639,-29.014906,136.362835,100000.0,500000.0,785398.1633974483,Australia,AUS,0.10210552689350011,1827583.5584898978,1.0,1827583.5584898978,1828,8
640,-28.836457,136.412292,100000.0,500000.0,785398.1633974483,Australia,AUS,0.10210552689350011,1827583.5584898978,1.0,1827583.5584898978,1828,8
641,-28.657983,136.460950,100000.0,500000.0,785398.1633974483,Australia,AUS,0.10210552689350011,1827583.5584898978,1.0,1827583.5584898978,1828,8
642,-28.479482,136.508825,100000.0,500000.0,785398.1633974483,Australia,AUS,0.10210552689350011,1827583.5584898978,1.0,1827583.5584898978,1828,8
643,-28.300957,136.555934,100000.0,500000.0,785398.1633974483,Australia,AUS,0.10210552689350011,1827583.5584898978,1.0,1827583.5584898978,1828,8
644,-28.122406,136.602291,100000.0,500000.0,785398.1633974483,Australia,AUS,0.10210552689350011,1827583.5584898978,1.0,1827583.5584898978,1828,8
645,-27.943831,136.647914,100000.0,500000.0,785398.1633974483,Australia,AUS,0.10210552689350011,1827583.5584898978,1.0,1827583.5584898978,1828,8
646,-27.765232,136.692815,100000.0,500000.0,785398.1633974483,Australia,AUS,0.10210552689350011,1827583.5584898978,1.0,1827583.5584898978,1828,8
647,-27.586610,136.737010,100000.0,500000.0,785398.1633974483,Australia,AUS,0.10210552689350011,1827583.5584898978,1.0,1827583.5584898978,1828,8
648,-27.407965,136.780512,100000.0,500000.0,785398.1633974483,Australia,AUS,0.10210552689350011,1827583.5584898978,1.0,1827583.5584898978,1828,8
649,-27.229297,136.823336,100000.0,500000.0,785398.1633974483,Australia,AUS,0.10210552689350011,1827583.5584898978,1.0,1827583.5584898978,1828,8
650,-27.050607,136.865494,100000.0,500000.0,785398.1633974483,Australia,AUS,0.10210552689350011,1827583.5584898978,1.0,1827583.5584898978,1828,8
651,-26.871895,136.907000,100000.0,500000.0,785398.1633974483,Australia,AUS,0.10210552689350011,1827583.5584898978,1.0,1827583.5584898978,1828,8
652,-26.693163,136.947866,100000.0,500000.0,785398.1633974483,Australia,AUS,0.10210552689350011,1827583.5584898978,1.0,1827583.5584898978,1828,8
653,-26.514409,136.988105,100000.0,500000.0,785398.1633974483,Australia,AUS,0.10210552689350011,1827583.5584898978,1.0,1827583.5584898978,1828,8
654,-26.335635,137.027728,100000.0,500000.0,785398.1633974483,Australia,AUS,0.10210552689350011,1827583.5584898978,1.0,1827583.5584898978,1828,8
655,-26.156840,137.066747,100000.0,500000.0,785398.1633974483,Australia,AUS,0.10210552689350011,1827583.5584898978,1.0,1827583.5584898978,1828,8
656,-25.978026,137.105174,100000.0,500000.0,785398.1633974483,Australia,AUS,0.10210552689350011,1827583.5584898978,1.0,1827583.5584898978,1828,8
657,-25.799192,137.143020,100000.0,500000.0,785398.1633974483,Australia,AUS,0.10210552689350011,1827583.5584898978,1.0,1827583.5584898978,1828,8
658,-25.620340,137.180296,100000.0,500000.0,785398.1633974483,Australia,AUS,0.10210552689350011,1827583.5584898978,1.0,1827583.5584898978,1828,8
659,-25.441468,137.217012,100000.0,500000.0,785398.1633974483,Australia,AUS,0.10210552689350011,1827583.5584898978,1.0,1827583.5584898978,1828,8
660,-25.262579,137.253178,100000.0,500000.0,785398.1633974483,Australia,AUS,0.10210552689350011,1827583.5584898978,1.0,1827583.5584898978,1828,8
661,-25.083671,137.288805,100000.0,500000.0,785398.1633974483,Australia,AUS,0.10210552689350011,1827583.5584898978,1.0,1827583.5584898978,1828,8
662,-24.904745,137.323903,100000.0,500000.0,785398.1633974483,Australia,AUS,0.10210552689350011,1827583.5584898978,1.0,1827583.5584898978,1828,8
663,-24.725802,137.358481,100000.0,500000.0,785398.1633974483,Australia,AUS,0.10210552689350011,1827583.5584898978,1.0,1827583.5584898978,1828,8
664,-24.546842,137.392548,100000.0,500000.0,785398.1633974483,Australia,AUS,0.10210552689350011,1827583.5584898978,1.0,1827583.5584898978,1828,8
665,-24.367865,137.426115,100000.0,500000.0,785398.1633974483,Australia,AUS,0.10210552689350011,1827583.5584898978,1.0,1827583.5584898978,1828,8
666,-24.188872,137.459189,100000.0,500000.0,785398.1633974483,Australia,AUS,0.10210552689350011,1827583.5584898978,1.0,1827583.5584898978,1828,8
667,-24.009862,137.491779,100000.0,500000.0,785398.1633974483,Australia,AUS,0.10210552689350011,1827583.5584898978,1.0,1827583.5584898978,1828,8
668,-23.830836,137.523894,100000.0,500000.0,785398.1633974483,Australia,AUS,0.10210552689350011,1827583.5584898978,1.0,1827583.5584898978,1828,8
669,-23.651794,137.555543,100000.0,500000.0,785398.1633974483,Australia,AUS,0.10210552689350011,1827583.5584898978,1.0,1827583.5584898978,1828,8
670,-23.472737,137.586733,100000.0,500000.0,785398.1633974483,Australia,AUS,0.10210552689350011,1827583.5584898978,1.0,1827583.5584898978,1828,8
671,-23.293665,137.617472,100000.0,500000.0,785398.1633974483,Australia,AUS,0.10210552689350011,1827583.5584898978,1.0,1827583.5584898978,1828,8
672,-23.114578,137.647769,100000.0,500000.0,785398.1633974483,Australia,AUS,0.10210552689350011,1827583.5584898978,1.0,1827583.5584898978,1828,8
673,-22.935476,137.677630,100000.0,500000.0,785398.1633974483,Australia,AUS,0.10210552689350011,1827583.5584898978,1.0,1827583.5584898978,1828,8
674,-22.756359,137.707064,100000.0,500000.0,785398.1633974483,Australia,AUS,0.10210552689350011,1827583.5584898978,1.0,1827583.5584898978,1828,8
675,-22.577228,137.736077,100000.0,500000.0,785398.1633974483,Australia,AUS,0.10210552689350011,1827583.5584898978,1.0,1827583.5584898978,1828,8
676,-22.398083,137.764677,100000.0,500000.0,785398.1633974483,Australia,AUS,0.10210552689350011,1827583.5584898978,1.0,1827583.5584898978,1828,8
677,-22.218925,137.792871,100000.0,500000.0,785398.1633974483,Australia,AUS,0.10210552689350011,1827583.5584898978,1.0,1827583.5584898978,1828,8
678,-22.039752,137.820665,100000.0,500000.0,785398.1633974483,Australia,AUS,0.10210552689350011,1827583.5584898978,1.0,1827583.5584898978,1828,8
679,-21.860567,137.848066,100000.0,500000.0,785398.1633974483,Australia,AUS,0.10210552689350011,1827583.5584898978,1.0,1827583.5584898978,1828,8
680,-21.681368,137.875080,100000.0,500000.0,785398.1633974483,Australia,AUS,0.10210552689350011,1827583.5584898978,1.0,1827583.5584898978,1828,8
681,-21.502156,137.901715,100000.0,500000.0,785398.1633974483,Australia,AUS,0.10210552689350011,1827583.5584898978,1.0,1827583.5584898978,1828,8
682,-21.322932,137.927975,100000.0,500000.0,785398.1633974483,Australia,AUS,0.10210552689350011,1827583.5584898978,1.0,1827583.5584898978,1828,8
683,-21.143694,137.953868,100000.0,500000.0,785398.1633974483,Australia,AUS,0.10210552689350011,1827583.5584898978,1.0,1827583.5584898978,1828,8
684,-20.964445,137.979399,100000.0,500000.0,785398.1633974483,Australia,AUS,0.10210552689350011,1827583.5584898978,1.0,1827583.5584898978,1828,8
685,-20.785183,138.004575,100000.0,500000.0,785398.1633974483,Australia,AUS,0.10210552689350011,1827583.5584898978,1.0,1827583.5584898978,1828,8
686,-20.605909,138.029400,100000.0,500000.0,785398.1633974483,Australia,AUS,0.10210552689350011,1827583.5584898978,1.0,1827583.5584898978,1828,8
687,-20.426624,138.053880,100000.0,500000.0,785398.1633974483,Australia,AUS,0.10210552689350011,1827583.5584898978,1.0,1827583.5584898978,1828,8
688,-20.247327,138.078021,100000.0,500000.0,785398.1633974483,Australia,AUS,0.10210552689350011,1827583.5584898978,1.0,1827583.5584898978,1828,8
689,-20.068018,138.101829,100000.0,500000.0,785398.1633974483,Australia,AUS,0.10210552689350011,1827583.5584898978,1.0,1827583.5584898978,1828,8
690,-19.888698,138.125308,100000.0,500000.0,785398.1633974483,Australia,AUS,0.10210552689350011,1827583.5584898978,1.0,1827583.5584898978,1828,8
691,-19.709367,138.148464,100000.0,500000.0,785398.1633974483,Australia,AUS,0.10210552689350011,1827583.5584898978,1.0,1827583.5584898978,1828,8
692,-19.530024,138.171301,100000.0,500000.0,785398.1633974483,Australia,AUS,0.10210552689350011,1827583.5584898978,1.0,1827583.5584898978,1828,8
693,-19.350671,138.193825,100000.0,500000.0,785398.1633974483,Australia,AUS,0.10210552689350011,1827583.5584898978,1.0,1827583.5584898978,1828,8
694,-19.171308,138.216041,100000.0,500000.0,785398.1633974483,Australia,AUS,0.10210552689350011,1827583.5584898978,1.0,1827583.5584898978,1828,8
695,-18.991933,138.237953,100000.0,500000.0,785398.1633974483,Australia,AUS,0.10210552689350011,1827583.5584898978,1.0,1827583.5584898978,1828,8
696,-18.812549,138.259566,100000.0,500000.0,785398.1633974483,Australia,AUS,0.10210552689350011,1827583.5584898978,1.0,1827583.5584898978,1828,8
697,-18.633154,138.280884,100000.0,500000.0,785398.1633974483,Australia,AUS,0.1018579905026017,1823152.9125503718,1.0,1823152.9125503718,1823,8
698,-18.453749,138.301912,100000.0,500000.0,785398.1633974483,Australia,AUS,0.10104819874727057,1808658.475835036,1.0,1808658.475835036,1809,8
699,-18.274334,138.322655,100000.0,500000.0,785398.1633974483,Australia,AUS,0.09994146913881918,1788849.1579887122,1.0,1788849.1579887122,1789,8
700,-18.094910,138.343116,100000.0,500000.0,785398.1633974483,Australia,AUS,0.09861768225441958,1765154.738906024,1.0,1765154.738906024,1765,8
701,-17.915475,138.363300,100000.0,500000.0,785398.1633974483,Australia,AUS,0.0971200907841609,1738349.397102791,1.0,1738349.397102791,1738,7
702,-17.736031,138.383211,100000.0,500000.0,785398.1633974483,Australia,AUS,0.09547756216697034,1708949.829944613,1.0,1708949.829944613,1709,7
703,-17.556578,138.402854,100000.0,500000.0,785398.1633974483,Australia,AUS,0.09371141573629044,1677337.631498559,1.0,1677337.631498559,1677,7
704,-17.377116,138.422231,100000.0,500000.0,785398.1633974483,Australia,AUS,0.09183838723955029,1643812.354372319,1.0,1643812.354372319,1644,7
705,-17.197644,138.441347,100000.0,500000.0,785398.1633974483,Australia,AUS,0.08987216486523689,1608619.0030135994,1.0,1608619.0030135994,1609,7
706,-17.018163,138.460206,100000.0,500000.0,785398.1633974483,Australia,AUS,0.08782428061770327,1571963.988399291,1.0,1571963.988399291,1572,7
707,-16.838674,138.478811,100000.0,500000.0,785398.1633974483,Australia,AUS,0.0857046704541664,1534025.1539096697,1.0,1534025.1539096697,1534,7
708,-16.659175,138.497166,100000.0,500000.0,785398.1633974483,Australia,AUS,0.08352204784040204,1494958.4615898253,1.0,1494958.4615898253,1495,6
709,-16.479668,138.515276,100000.0,500000.0,785398.1633974483,Australia,AUS,0.08128416470428834,1454902.6629487865,1.0,1454902.6629487865,1455,6
710,-16.300152,138.533142,100000.0,500000.0,785398.1633974483,Australia,AUS,0.0789980006761617,1413982.6861665966,1.0,1413982.6861665966,1414,6
711,-16.120628,138.550770,100000.0,500000.0,785398.1633974483,Australia,AUS,0.07666990464096474,1372312.1697316794,1.0,1372312.1697316794,1372,6
712,-15.941096,138.568162,100000.0,500000.0,785398.1633974483,Australia,AUS,0.07430570343669399,1329995.4080308757,1.0,1329995.4080308757,1330,6
713,-15.761555,138.585321,100000.0,500000.0,785398.1633974483,Australia,AUS,0.07191078724462331,1287128.879746321,1.0,1287128.879746321,1287,6
714,-15.582007,138.602251,100000.0,500000.0,785398.1633974483,Australia,AUS,0.06949017803234356,1243802.4729152203,1.0,1243802.4729152203,1244,5
715,-15.402450,138.618955,100000.0,500000.0,785398.1633974483,Australia,AUS,0.06704858541898195,1200100.4848596246,1.0,1200100.4848596246,1200,5
716,-15.222885,138.635437,100000.0,500000.0,785398.1633974483,Australia,AUS,0.06459045304548114,1156102.4521665694,1.0,1156102.4521665694,1156,5
717,-15.043313,138.651699,100000.0,500000.0,785398.1633974483,Australia,AUS,0.06211999767839269,1111883.8506056252,1.0,1111883.8506056252,1112,5
718,-14.863732,138.667745,100000.0,500000.0,785398.1633974483,Australia,AUS,0.05964124269488126,1067516.6944759134,1.0,1067516.6944759134,1068,5
719,-14.684144,138.683577,100000.0,500000.0,785398.1633974483,Australia,AUS,0.05715804719403619,1023070.0576685437,1.0,1023070.0576685437,1023,5
720,-14.504549,138.699198,100000.0,500000.0,785398.1633974483,Australia,AUS,0.05467413169618246,978610.5336577556,1.0,978610.5336577556,979,4
721,-14.324946,138.714612,100000.0,500000.0,785398.1633974483,Australia,AUS,0.052193101190436055,934202.6480283769,1.0,934202.6480283769,934,4
722,-14.145336,138.729821,100000.0,500000.0,785398.1633974483,Australia,AUS,0.04971846614696932,889909.2345736872,1.0,889909.2345736872,890,4
723,-13.965719,138.744828,100000.0,500000.0,785398.1633974483,Australia,AUS,0.047253662008710125,845791.7841767182,1.0,845791.7841767182,846,4
724,-13.786094,138.759636,100000.0,500000.0,785398.1633974483,Australia,AUS,0.04480206760709283,801910.774433191,1.0,801910.774433191,802,4
725,-13.606463,138.774247,100000.0,500000.0,785398.1633974483,Australia,AUS,0.042367022901472665,758325.9871687264,1.0,758325.9871687264,758,4
726,-13.426824,138.788664,100000.0,500000.0,785398.1633974483,Australia,AUS,0.03995184641782079,715096.820573489,1.0,715096.820573489,715,3
727,-13.247179,138.802890,100000.0,500000.0,785398.1633974483,Australia,AUS,0.037559852757613796,672282.6025932411,1.0,672282.6025932411,672,3
728,-13.067526,138.816927,100000.0,500000.0,785398.1633974483,Australia,AUS,0.03519437056220454,629942.9124730411,1.0,629942.9124730411,630,3
729,-12.887867,138.830778,100000.0,500000.0,785398.1633974483,Australia,AUS,0.032858761353200434,588137.9179805713,1.0,588137.9179805713,588,3
730,-12.708202,138.844446,100000.0,500000.0,785398.1633974483,Australia,AUS,0.030556439729489022,546928.7369120526,1.0,546928.7369120526,547,3
731,-12.528530,138.857932,100000.0,500000.0,785398.1633974483,Australia,AUS,0.02829089549299797,506377.8331205149,1.0,506377.8331205149,506,3
732,-12.348851,138.871239,100000.0,500000.0,785398.1633974483,Australia,AUS,0.026065718408947086,466549.4596987548,1.0,466549.4596987548,467,2
733,-12.169166,138.884370,100000.0,500000.0,785398.1633974483,Australia,AUS,0.023884626498651994,427510.1653913241,1.0,427510.1653913241,428,2
734,-11.989474,138.897326,100000.0,500000.0,785398.1633974483,Australia,AUS,0.021751499039957583,389329.3852682315,1.0,389329.3852682315,389,2
735,-11.809777,138.910111,100000.0,500000.0,785398.1633974483,Australia,AUS,0.019670415853085713,352080.1439010739,1.0,352080.1439010739,352,2
736,-11.630073,138.922726,100000.0,500000.0,785398.1633974483,Australia,AUS,0.01764570504476409,315839.909933671,1.0,315839.909933671,316,2
