step,satellite_latitude,satellite_longitude,coverage_center_latitude,coverage_center_longitude,native_footprint_radius_m,footprint_radius_m,footprint_area_km2,covered_countries,covered_adult_population,estimated_devices_total,estimated_demodulators_total
0,35.676374,-28.249286,35.676374,-28.249286,100000.0,500000.0,785398.1633974483,0,0,0,0
1,35.496851,-28.250108,35.496851,-28.250108,100000.0,500000.0,785398.1633974483,0,0,0,0
2,35.317328,-28.250930,35.317328,-28.250930,100000.0,500000.0,785398.1633974483,0,0,0,0
3,35.137804,-28.251751,35.137804,-28.251751,100000.0,500000.0,785398.1633974483,0,0,0,0
4,34.958281,-28.252571,34.958281,-28.252571,100000.0,500000.0,785398.1633974483,0,0,0,0
5,34.778758,-28.253391,34.778758,-28.253391,100000.0,500000.0,785398.1633974483,0,0,0,0
6,34.599235,-28.254209,34.599235,-28.254209,100000.0,500000.0,785398.1633974483,0,0,0,0
7,34.419712,-28.255026,34.419712,-28.255026,100000.0,500000.0,785398.1633974483,0,0,0,0
8,34.240189,-28.255842,34.240189,-28.255842,100000.0,500000.0,785398.1633974483,0,0,0,0
9,34.060665,-28.256655,34.060665,-28.256655,100000.0,500000.0,785398.1633974483,0,0,0,0
10,33.881142,-28.257467,33.881142,-28.257467,100000.0,500000.0,785398.1633974483,0,0,0,0
11,33.701619,-28.258277,33.701619,-28.258277,100000.0,500000.0,785398.1633974483,0,0,0,0
12,33.522096,-28.259084,33.522096,-28.259084,100000.0,500000.0,785398.1633974483,0,0,0,0
13,33.342573,-28.259888,33.342573,-28.259888,100000.0,500000.0,785398.1633974483,0,0,0,0
14,33.163050,-28.260690,33.163050,-28.260690,100000.0,500000.0,785398.1633974483,0,0,0,0
15,32.983527,-28.261488,32.983527,-28.261488,100000.0,500000.0,785398.1633974483,0,0,0,0
16,32.804005,-28.262283,32.804005,-28.262283,100000.0,500000.0,785398.1633974483,0,0,0,0
17,32.624482,-28.263075,32.624482,-28.263075,100000.0,500000.0,785398.1633974483,0,0,0,0
18,32.444959,-28.263862,32.444959,-28.263862,100000.0,500000.0,785398.1633974483,0,0,0,0
19,32.265436,-28.264646,32.265436,-28.264646,100000.0,500000.0,785398.1633974483,0,0,0,0
20,32.085914,-28.265425,32.085914,-28.265425,100000.0,500000.0,785398.1633974483,0,0,0,0
21,31.906391,-28.266200,31.906391,-28.266200,100000.0,500000.0,785398.1633974483,0,0,0,0
22,31.726869,-28.266971,31.726869,-28.266971,100000.0,500000.0,785398.1633974483,0,0,0,0
23,31.547347,-28.267736,31.547347,-28.267736,100000.0,500000.0,785398.1633974483,0,0,0,0
24,31.367824,-28.268496,31.367824,-28.268496,100000.0,500000.0,785398.1633974483,0,0,0,0
25,31.188302,-28.269251,31.188302,-28.269251,100000.0,500000.0,785398.1633974483,0,0,0,0
26,31.008780,-28.270001,31.008780,-28.270001,100000.0,500000.0,785398.1633974483,0,0,0,0
27,30.829258,-28.270744,30.829258,-28.270744,100000.0,500000.0,785398.1633974483,0,0,0,0
28,30.649736,-28.271481,30.649736,-28.271481,100000.0,500000.0,785398.1633974483,0,0,0,0
29,30.470214,-28.272213,30.470214,-28.272213,100000.0,500000.0,785398.1633974483,0,0,0,0
30,30.290692,-28.272937,30.290692,-28.272937,100000.0,500000.0,785398.1633974483,0,0,0,0
31,30.111171,-28.273655,30.111171,-28.273655,100000.0,500000.0,785398.1633974483,0,0,0,0
32,29.931649,-28.274366,29.931649,-28.274366,100000.0,500000.0,785398.1633974483,0,0,0,0
33,29.752128,-28.275070,29.752128,-28.275070,100000.0,500000.0,785398.1633974483,0,0,0,0
34,29.572607,-28.275766,29.572607,-28.275766,100000.0,500000.0,785398.1633974483,0,0,0,0
35,29.393085,-28.276455,29.393085,-28.276455,100000.0,500000.0,785398.1633974483,0,0,0,0
36,29.213564,-28.277135,29.213564,-28.277135,100000.0,500000.0,785398.1633974483,0,0,0,0
37,29.034043,-28.277808,29.034043,-28.277808,100000.0,500000.0,785398.1633974483,0,0,0,0
38,28.854523,-28.278472,28.854523,-28.278472,100000.0,500000.0,785398.1633974483,0,0,0,0
39,28.675002,-28.279128,28.675002,-28.279128,100000.0,500000.0,785398.1633974483,0,0,0,0
40,28.495481,-28.279775,28.495481,-28.279775,100000.0,500000.0,785398.1633974483,0,0,0,0
41,28.315961,-28.280412,28.315961,-28.280412,100000.0,500000.0,785398.1633974483,0,0,0,0
42,28.136441,-28.281041,28.136441,-28.281041,100000.0,500000.0,785398.1633974483,0,0,0,0
43,27.956921,-28.281660,27.956921,-28.281660,100000.0,500000.0,785398.1633974483,0,0,0,0
44,27.777401,-28.282269,27.777401,-28.282269,100000.0,500000.0,785398.1633974483,0,0,0,0
45,27.597881,-28.282868,27.597881,-28.282868,100000.0,500000.0,785398.1633974483,0,0,0,0
46,27.418362,-28.283457,27.418362,-28.283457,100000.0,500000.0,785398.1633974483,0,0,0,0
47,27.238842,-28.284035,27.238842,-28.284035,100000.0,500000.0,785398.1633974483,0,0,0,0
48,27.059323,-28.284603,27.059323,-28.284603,100000.0,500000.0,785398.1633974483,0,0,0,0
49,26.879804,-28.285159,26.879804,-28.285159,100000.0,500000.0,785398.1633974483,0,0,0,0
50,26.700285,-28.285705,26.700285,-28.285705,100000.0,500000.0,785398.1633974483,0,0,0,0
51,26.520766,-28.286239,26.520766,-28.286239,100000.0,500000.0,785398.1633974483,0,0,0,0
52,26.341248,-28.286761,26.341248,-28.286761,100000.0,500000.0,785398.1633974483,0,0,0,0
53,26.161729,-28.287271,26.161729,-28.287271,100000.0,500000.0,785398.1633974483,0,0,0,0
54,25.982211,-28.287769,25.982211,-28.287769,100000.0,500000.0,785398.1633974483,0,0,0,0
55,25.802693,-28.288255,25.802693,-28.288255,100000.0,500000.0,785398.1633974483,0,0,0,0
56,25.623176,-28.288727,25.623176,-28.288727,100000.0,500000.0,785398.1633974483,0,0,0,0
57,25.443658,-28.289187,25.443658,-28.289187,100000.0,500000.0,785398.1633974483,0,0,0,0
58,25.264141,-28.289634,25.264141,-28.289634,100000.0,500000.0,785398.1633974483,0,0,0,0
59,25.084624,-28.290067,25.084624,-28.290067,100000.0,500000.0,785398.1633974483,0,0,0,0
60,24.905107,-28.290487,24.905107,-28.290487,100000.0,500000.0,785398.1633974483,0,0,0,0
61,24.725590,-28.290892,24.725590,-28.290892,100000.0,500000.0,785398.1633974483,0,0,0,0
62,24.546074,-28.291284,24.546074,-28.291284,100000.0,500000.0,785398.1633974483,0,0,0,0
63,24.366558,-28.291661,24.366558,-28.291661,100000.0,500000.0,785398.1633974483,0,0,0,0
64,24.187042,-28.292023,24.187042,-28.292023,100000.0,500000.0,785398.1633974483,0,0,0,0
65,24.007526,-28.292370,24.007526,-28.292370,100000.0,500000.0,785398.1633974483,0,0,0,0
66,23.828011,-28.292702,23.828011,-28.292702,100000.0,500000.0,785398.1633974483,0,0,0,0
67,23.648495,-28.293018,23.648495,-28.293018,100000.0,500000.0,785398.1633974483,0,0,0,0
68,23.468981,-28.293319,23.468981,-28.293319,100000.0,500000.0,785398.1633974483,0,0,0,0
69,23.289466,-28.293603,23.289466,-28.293603,100000.0,500000.0,785398.1633974483,0,0,0,0
70,23.109952,-28.293872,23.109952,-28.293872,100000.0,500000.0,785398.1633974483,0,0,0,0
71,22.930437,-28.294123,22.930437,-28.294123,100000.0,500000.0,785398.1633974483,0,0,0,0
72,22.750924,-28.294358,22.750924,-28.294358,100000.0,500000.0,785398.1633974483,0,0,0,0
73,22.571410,-28.294576,22.571410,-28.294576,100000.0,500000.0,785398.1633974483,0,0,0,0
74,22.391897,-28.294776,22.391897,-28.294776,100000.0,500000.0,785398.1633974483,0,0,0,0
75,22.212384,-28.294959,22.212384,-28.294959,100000.0,500000.0,785398.1633974483,0,0,0,0
76,22.032871,-28.295123,22.032871,-28.295123,100000.0,500000.0,785398.1633974483,0,0,0,0
77,21.853359,-28.295270,21.853359,-28.295270,100000.0,500000.0,785398.1633974483,0,0,0,0
78,21.673847,-28.295398,21.673847,-28.295398,100000.0,500000.0,785398.1633974483,0,0,0,0
79,21.494335,-28.295507,21.494335,-28.295507,100000.0,500000.0,785398.1633974483,0,0,0,0
80,21.314824,-28.295597,21.314824,-28.295597,100000.0,500000.0,785398.1633974483,0,0,0,0
81,21.135313,-28.295668,21.135313,-28.295668,100000.0,500000.0,785398.1633974483,0,0,0,0
82,20.955802,-28.295720,20.955802,-28.295720,100000.0,500000.0,785398.1633974483,0,0,0,0
83,20.776292,-28.295751,20.776292,-28.295751,100000.0,500000.0,785398.1633974483,0,0,0,0
84,20.596782,-28.295762,20.596782,-28.295762,100000.0,500000.0,785398.1633974483,0,0,0,0
85,20.417272,-28.295753,20.417272,-28.295753,100000.0,500000.0,785398.1633974483,0,0,0,0
86,20.237763,-28.295723,20.237763,-28.295723,100000.0,500000.0,785398.1633974483,0,0,0,0
87,20.058254,-28.295672,20.058254,-28.295672,100000.0,500000.0,785398.1633974483,0,0,0,0
88,19.878745,-28.295599,19.878745,-28.295599,100000.0,500000.0,785398.1633974483,0,0,0,0
89,19.699237,-28.295505,19.699237,-28.295505,100000.0,500000.0,785398.1633974483,0,0,0,0
90,19.519729,-28.295389,19.519729,-28.295389,100000.0,500000.0,785398.1633974483,0,0,0,0
91,19.340221,-28.295251,19.340221,-28.295251,100000.0,500000.0,785398.1633974483,0,0,0,0
92,19.160714,-28.295090,19.160714,-28.295090,100000.0,500000.0,785398.1633974483,0,0,0,0
93,18.981208,-28.294906,18.981208,-28.294906,100000.0,500000.0,785398.1633974483,0,0,0,0
94,18.801701,-28.294699,18.801701,-28.294699,100000.0,500000.0,785398.1633974483,0,0,0,0
95,18.622195,-28.294469,18.622195,-28.294469,100000.0,500000.0,785398.1633974483,0,0,0,0
96,18.442690,-28.294215,18.442690,-28.294215,100000.0,500000.0,785398.1633974483,0,0,0,0
97,18.263185,-28.293937,18.263185,-28.293937,100000.0,500000.0,785398.1633974483,0,0,0,0
98,18.083680,-28.293634,18.083680,-28.293634,100000.0,500000.0,785398.1633974483,0,0,0,0
99,17.904176,-28.293307,17.904176,-28.293307,100000.0,500000.0,785398.1633974483,0,0,0,0
100,17.724672,-28.292954,17.724672,-28.292954,100000.0,500000.0,785398.1633974483,0,0,0,0
101,17.545169,-28.292577,17.545169,-28.292577,100000.0,500000.0,785398.1633974483,0,0,0,0
102,17.365666,-28.292173,17.365666,-28.292173,100000.0,500000.0,785398.1633974483,0,0,0,0
103,17.186164,-28.291744,17.186164,-28.291744,100000.0,500000.0,785398.1633974483,0,0,0,0
104,17.006662,-28.291288,17.006662,-28.291288,100000.0,500000.0,785398.1633974483,0,0,0,0
105,16.827161,-28.290805,16.827161,-28.290805,100000.0,500000.0,785398.1633974483,0,0,0,0
106,16.647660,-28.290296,16.647660,-28.290296,100000.0,500000.0,785398.1633974483,0,0,0,0
107,16.468159,-28.289759,16.468159,-28.289759,100000.0,500000.0,785398.1633974483,0,0,0,0
108,16.288659,-28.289195,16.288659,-28.289195,100000.0,500000.0,785398.1633974483,0,0,0,0
109,16.109160,-28.288602,16.109160,-28.288602,100000.0,500000.0,785398.1633974483,0,0,0,0
110,15.929661,-28.287981,15.929661,-28.287981,100000.0,500000.0,785398.1633974483,0,0,0,0
111,15.750162,-28.287332,15.750162,-28.287332,100000.0,500000.0,785398.1633974483,0,0,0,0
112,15.570665,-28.286653,15.570665,-28.286653,100000.0,500000.0,785398.1633974483,0,0,0,0
113,15.391167,-28.285945,15.391167,-28.285945,100000.0,500000.0,785398.1633974483,0,0,0,0
114,15.211670,-28.285207,15.211670,-28.285207,100000.0,500000.0,785398.1633974483,0,0,0,0
115,15.032174,-28.284440,15.032174,-28.284440,100000.0,500000.0,785398.1633974483,0,0,0,0
116,14.852678,-28.283641,14.852678,-28.283641,100000.0,500000.0,785398.1633974483,0,0,0,0
117,14.673183,-28.282812,14.673183,-28.282812,100000.0,500000.0,785398.1633974483,0,0,0,0
118,14.493689,-28.281952,14.493689,-28.281952,100000.0,500000.0,785398.1633974483,0,0,0,0
119,14.314195,-28.281060,14.314195,-28.281060,100000.0,500000.0,785398.1633974483,0,0,0,0
120,14.134701,-28.280136,14.134701,-28.280136,100000.0,500000.0,785398.1633974483,0,0,0,0
121,13.955209,-28.279179,13.955209,-28.279179,100000.0,500000.0,785398.1633974483,0,0,0,0
122,13.775716,-28.278190,13.775716,-28.278190,100000.0,500000.0,785398.1633974483,0,0,0,0
123,13.596225,-28.277168,13.596225,-28.277168,100000.0,500000.0,785398.1633974483,0,0,0,0
124,13.416734,-28.276113,13.416734,-28.276113,100000.0,500000.0,785398.1633974483,0,0,0,0
125,13.237244,-28.275023,13.237244,-28.275023,100000.0,500000.0,785398.1633974483,0,0,0,0
126,13.057754,-28.273900,13.057754,-28.273900,100000.0,500000.0,785398.1633974483,0,0,0,0
127,12.878265,-28.272741,12.878265,-28.272741,100000.0,500000.0,785398.1633974483,0,0,0,0
128,12.698777,-28.271548,12.698777,-28.271548,100000.0,500000.0,785398.1633974483,0,0,0,0
129,12.519289,-28.270319,12.519289,-28.270319,100000.0,500000.0,785398.1633974483,0,0,0,0
130,12.339802,-28.269055,12.339802,-28.269055,100000.0,500000.0,785398.1633974483,0,0,0,0
131,12.160316,-28.267754,12.160316,-28.267754,100000.0,500000.0,785398.1633974483,0,0,0,0
132,11.980830,-28.266416,11.980830,-28.266416,100000.0,500000.0,785398.1633974483,0,0,0,0
133,11.801345,-28.265042,11.801345,-28.265042,100000.0,500000.0,785398.1633974483,0,0,0,0
134,11.621861,-28.263630,11.621861,-28.263630,100000.0,500000.0,785398.1633974483,0,0,0,0
135,11.442378,-28.262180,11.442378,-28.262180,100000.0,500000.0,785398.1633974483,0,0,0,0
136,11.262895,-28.260692,11.262895,-28.260692,100000.0,500000.0,785398.1633974483,0,0,0,0
137,11.083413,-28.259164,11.083413,-28.259164,100000.0,500000.0,785398.1633974483,0,0,0,0
138,10.903932,-28.257598,10.903932,-28.257598,100000.0,500000.0,785398.1633974483,0,0,0,0
139,10.724452,-28.255992,10.724452,-28.255992,100000.0,500000.0,785398.1633974483,0,0,0,0
140,10.544972,-28.254346,10.544972,-28.254346,100000.0,500000.0,785398.1633974483,0,0,0,0
141,10.365493,-28.252659,10.365493,-28.252659,100000.0,500000.0,785398.1633974483,0,0,0,0
142,10.186015,-28.250932,10.186015,-28.250932,100000.0,500000.0,785398.1633974483,0,0,0,0
143,10.006538,-28.249163,10.006538,-28.249163,100000.0,500000.0,785398.1633974483,0,0,0,0
144,9.827062,-28.247352,9.827062,-28.247352,100000.0,500000.0,785398.1633974483,0,0,0,0
145,9.647586,-28.245498,9.647586,-28.245498,100000.0,500000.0,785398.1633974483,0,0,0,0
146,9.468112,-28.243602,9.468112,-28.243602,100000.0,500000.0,785398.1633974483,0,0,0,0
147,9.288638,-28.241663,9.288638,-28.241663,100000.0,500000.0,785398.1633974483,0,0,0,0
148,9.109165,-28.239679,9.109165,-28.239679,100000.0,500000.0,785398.1633974483,0,0,0,0
149,8.929693,-28.237652,8.929693,-28.237652,100000.0,500000.0,785398.1633974483,0,0,0,0
150,8.750222,-28.235579,8.750222,-28.235579,100000.0,500000.0,785398.1633974483,0,0,0,0
151,8.570752,-28.233462,8.570752,-28.233462,100000.0,500000.0,785398.1633974483,0,0,0,0
152,8.391282,-28.231298,8.391282,-28.231298,100000.0,500000.0,785398.1633974483,0,0,0,0
153,8.211814,-28.229089,8.211814,-28.229089,100000.0,500000.0,785398.1633974483,0,0,0,0
154,8.032347,-28.226832,8.032347,-28.226832,100000.0,500000.0,785398.1633974483,0,0,0,0
155,7.852880,-28.224529,7.852880,-28.224529,100000.0,500000.0,785398.1633974483,0,0,0,0
156,7.673415,-28.222177,7.673415,-28.222177,100000.0,500000.0,785398.1633974483,0,0,0,0
157,7.493950,-28.219777,7.493950,-28.219777,100000.0,500000.0,785398.1633974483,0,0,0,0
158,7.314487,-28.217329,7.314487,-28.217329,100000.0,500000.0,785398.1633974483,0,0,0,0
159,7.135024,-28.214831,7.135024,-28.214831,100000.0,500000.0,785398.1633974483,0,0,0,0
160,6.955563,-28.212283,6.955563,-28.212283,100000.0,500000.0,785398.1633974483,0,0,0,0
161,6.776102,-28.209684,6.776102,-28.209684,100000.0,500000.0,785398.1633974483,0,0,0,0
162,6.596643,-28.207035,6.596643,-28.207035,100000.0,500000.0,785398.1633974483,0,0,0,0
163,6.417185,-28.204334,6.417185,-28.204334,100000.0,500000.0,785398.1633974483,0,0,0,0
164,6.237728,-28.201581,6.237728,-28.201581,100000.0,500000.0,785398.1633974483,0,0,0,0
165,6.058272,-28.198775,6.058272,-28.198775,100000.0,500000.0,785398.1633974483,0,0,0,0
166,5.878817,-28.195916,5.878817,-28.195916,100000.0,500000.0,785398.1633974483,0,0,0,0
167,5.699363,-28.193003,5.699363,-28.193003,100000.0,500000.0,785398.1633974483,0,0,0,0
168,5.519910,-28.190035,5.519910,-28.190035,100000.0,500000.0,785398.1633974483,0,0,0,0
169,5.340459,-28.187013,5.340459,-28.187013,100000.0,500000.0,785398.1633974483,0,0,0,0
170,5.161008,-28.183935,5.161008,-28.183935,100000.0,500000.0,785398.1633974483,0,0,0,0
171,4.981559,-28.180800,4.981559,-28.180800,100000.0,500000.0,785398.1633974483,0,0,0,0
172,4.802111,-28.177609,4.802111,-28.177609,100000.0,500000.0,785398.1633974483,0,0,0,0
173,4.622665,-28.174360,4.622665,-28.174360,100000.0,500000.0,785398.1633974483,0,0,0,0
174,4.443219,-28.171053,4.443219,-28.171053,100000.0,500000.0,785398.1633974483,0,0,0,0
175,4.263775,-28.167688,4.263775,-28.167688,100000.0,500000.0,785398.1633974483,0,0,0,0
176,4.084332,-28.164263,4.084332,-28.164263,100000.0,500000.0,785398.1633974483,0,0,0,0
177,3.904890,-28.160778,3.904890,-28.160778,100000.0,500000.0,785398.1633974483,0,0,0,0
178,3.725450,-28.157232,3.725450,-28.157232,100000.0,500000.0,785398.1633974483,0,0,0,0
179,3.546011,-28.153625,3.546011,-28.153625,100000.0,500000.0,785398.1633974483,0,0,0,0
180,3.366573,-28.149956,3.366573,-28.149956,100000.0,500000.0,785398.1633974483,0,0,0,0
181,3.187137,-28.146224,3.187137,-28.146224,100000.0,500000.0,785398.1633974483,0,0,0,0
182,3.007702,-28.142429,3.007702,-28.142429,100000.0,500000.0,785398.1633974483,0,0,0,0
183,2.828269,-28.138570,2.828269,-28.138570,100000.0,500000.0,785398.1633974483,0,0,0,0
184,2.648837,-28.134645,2.648837,-28.134645,100000.0,500000.0,785398.1633974483,0,0,0,0
185,2.469406,-28.130656,2.469406,-28.130656,100000.0,500000.0,785398.1633974483,0,0,0,0
186,2.289977,-28.126600,2.289977,-28.126600,100000.0,500000.0,785398.1633974483,0,0,0,0
187,2.110550,-28.122477,2.110550,-28.122477,100000.0,500000.0,785398.1633974483,0,0,0,0
188,1.931123,-28.118287,1.931123,-28.118287,100000.0,500000.0,785398.1633974483,0,0,0,0
189,1.751699,-28.114028,1.751699,-28.114028,100000.0,500000.0,785398.1633974483,0,0,0,0
190,1.572276,-28.109700,1.572276,-28.109700,100000.0,500000.0,785398.1633974483,0,0,0,0
191,1.392854,-28.105302,1.392854,-28.105302,100000.0,500000.0,785398.1633974483,0,0,0,0
192,1.213434,-28.100833,1.213434,-28.100833,100000.0,500000.0,785398.1633974483,0,0,0,0
193,1.034016,-28.096293,1.034016,-28.096293,100000.0,500000.0,785398.1633974483,0,0,0,0
194,0.854599,-28.091681,0.854599,-28.091681,100000.0,500000.0,785398.1633974483,0,0,0,0
195,0.675184,-28.086995,0.675184,-28.086995,100000.0,500000.0,785398.1633974483,0,0,0,0
196,0.495771,-28.082235,0.495771,-28.082235,100000.0,500000.0,785398.1633974483,0,0,0,0
197,0.316359,-28.077401,0.316359,-28.077401,100000.0,500000.0,785398.1633974483,0,0,0,0
198,0.136949,-28.072491,0.136949,-28.072491,100000.0,500000.0,785398.1633974483,0,0,0,0
199,-0.042459,-28.067505,-0.042459,-28.067505,100000.0,500000.0,785398.1633974483,0,0,0,0
200,-0.221865,-28.062442,-0.221865,-28.062442,100000.0,500000.0,785398.1633974483,0,0,0,0
201,-0.401270,-28.057300,-0.401270,-28.057300,100000.0,500000.0,785398.1633974483,0,0,0,0
202,-0.580673,-28.052080,-0.580673,-28.052080,100000.0,500000.0,785398.1633974483,0,0,0,0
203,-0.760073,-28.046779,-0.760073,-28.046779,100000.0,500000.0,785398.1633974483,0,0,0,0
204,-0.939473,-28.041398,-0.939473,-28.041398,100000.0,500000.0,785398.1633974483,0,0,0,0
205,-1.118870,-28.035935,-1.118870,-28.035935,100000.0,500000.0,785398.1633974483,0,0,0,0
206,-1.298265,-28.030390,-1.298265,-28.030390,100000.0,500000.0,785398.1633974483,0,0,0,0
207,-1.477658,-28.024761,-1.477658,-28.024761,100000.0,500000.0,785398.1633974483,0,0,0,0
208,-1.657050,-28.019047,-1.657050,-28.019047,100000.0,500000.0,785398.1633974483,0,0,0,0
209,-1.836439,-28.013248,-1.836439,-28.013248,100000.0,500000.0,785398.1633974483,0,0,0,0
210,-2.015826,-28.007363,-2.015826,-28.007363,100000.0,500000.0,785398.1633974483,0,0,0,0
211,-2.195211,-28.001390,-2.195211,-28.001390,100000.0,500000.0,785398.1633974483,0,0,0,0
212,-2.374595,-27.995329,-2.374595,-27.995329,100000.0,500000.0,785398.1633974483,0,0,0,0
213,-2.553976,-27.989179,-2.553976,-27.989179,100000.0,500000.0,785398.1633974483,0,0,0,0
214,-2.733354,-27.982938,-2.733354,-27.982938,100000.0,500000.0,785398.1633974483,0,0,0,0
215,-2.912731,-27.976606,-2.912731,-27.976606,100000.0,500000.0,785398.1633974483,0,0,0,0
216,-3.092106,-27.970181,-3.092106,-27.970181,100000.0,500000.0,785398.1633974483,0,0,0,0
217,-3.271478,-27.963663,-3.271478,-27.963663,100000.0,500000.0,785398.1633974483,0,0,0,0
218,-3.450848,-27.957050,-3.450848,-27.957050,100000.0,500000.0,785398.1633974483,0,0,0,0
219,-3.630216,-27.950341,-3.630216,-27.950341,100000.0,500000.0,785398.1633974483,0,0,0,0
220,-3.809581,-27.943536,-3.809581,-27.943536,100000.0,500000.0,785398.1633974483,0,0,0,0
221,-3.988944,-27.936632,-3.988944,-27.936632,100000.0,500000.0,785398.1633974483,0,0,0,0
222,-4.168305,-27.929630,-4.168305,-27.929630,100000.0,500000.0,785398.1633974483,0,0,0,0
223,-4.347663,-27.922527,-4.347663,-27.922527,100000.0,500000.0,785398.1633974483,0,0,0,0
224,-4.527018,-27.915323,-4.527018,-27.915323,100000.0,500000.0,785398.1633974483,0,0,0,0
225,-4.706372,-27.908016,-4.706372,-27.908016,100000.0,500000.0,785398.1633974483,0,0,0,0
226,-4.885722,-27.900606,-4.885722,-27.900606,100000.0,500000.0,785398.1633974483,0,0,0,0
227,-5.065070,-27.893090,-5.065070,-27.893090,100000.0,500000.0,785398.1633974483,0,0,0,0
228,-5.244416,-27.885469,-5.244416,-27.885469,100000.0,500000.0,785398.1633974483,0,0,0,0
229,-5.423759,-27.877740,-5.423759,-27.877740,100000.0,500000.0,785398.1633974483,0,0,0,0
230,-5.603099,-27.869902,-5.603099,-27.869902,100000.0,500000.0,785398.1633974483,0,0,0,0
231,-5.782436,-27.861954,-5.782436,-27.861954,100000.0,500000.0,785398.1633974483,0,0,0,0
232,-5.961771,-27.853894,-5.961771,-27.853894,100000.0,500000.0,785398.1633974483,0,0,0,0
233,-6.141103,-27.845722,-6.141103,-27.845722,100000.0,500000.0,785398.1633974483,0,0,0,0
234,-6.320432,-27.837436,-6.320432,-27.837436,100000.0,500000.0,785398.1633974483,0,0,0,0
235,-6.499758,-27.829035,-6.499758,-27.829035,100000.0,500000.0,785398.1633974483,0,0,0,0
236,-6.679081,-27.820517,-6.679081,-27.820517,100000.0,500000.0,785398.1633974483,0,0,0,0
237,-6.858402,-27.811880,-6.858402,-27.811880,100000.0,500000.0,785398.1633974483,0,0,0,0
238,-7.037719,-27.803124,-7.037719,-27.803124,100000.0,500000.0,785398.1633974483,0,0,0,0
239,-7.217033,-27.794247,-7.217033,-27.794247,100000.0,500000.0,785398.1633974483,0,0,0,0
240,-7.396344,-27.785248,-7.396344,-27.785248,100000.0,500000.0,785398.1633974483,0,0,0,0
241,-7.575652,-27.776124,-7.575652,-27.776124,100000.0,500000.0,785398.1633974483,0,0,0,0
242,-7.754957,-27.766875,-7.754957,-27.766875,100000.0,500000.0,785398.1633974483,0,0,0,0
243,-7.934259,-27.757499,-7.934259,-27.757499,100000.0,500000.0,785398.1633974483,0,0,0,0
244,-8.113557,-27.747994,-8.113557,-27.747994,100000.0,500000.0,785398.1633974483,0,0,0,0
245,-8.292852,-27.738359,-8.292852,-27.738359,100000.0,500000.0,785398.1633974483,0,0,0,0
246,-8.472144,-27.728592,-8.472144,-27.728592,100000.0,500000.0,785398.1633974483,0,0,0,0
247,-8.651432,-27.718692,-8.651432,-27.718692,100000.0,500000.0,785398.1633974483,0,0,0,0
248,-8.830717,-27.708656,-8.830717,-27.708656,100000.0,500000.0,785398.1633974483,0,0,0,0
249,-9.009998,-27.698484,-9.009998,-27.698484,100000.0,500000.0,785398.1633974483,0,0,0,0
250,-9.189276,-27.688174,-9.189276,-27.688174,100000.0,500000.0,785398.1633974483,0,0,0,0
251,-9.368550,-27.677723,-9.368550,-27.677723,100000.0,500000.0,785398.1633974483,0,0,0,0
252,-9.547821,-27.667130,-9.547821,-27.667130,100000.0,500000.0,785398.1633974483,0,0,0,0
253,-9.727087,-27.656393,-9.727087,-27.656393,100000.0,500000.0,785398.1633974483,0,0,0,0
254,-9.906350,-27.645511,-9.906350,-27.645511,100000.0,500000.0,785398.1633974483,0,0,0,0
255,-10.085609,-27.634481,-10.085609,-27.634481,100000.0,500000.0,785398.1633974483,0,0,0,0
256,-10.264864,-27.623302,-10.264864,-27.623302,100000.0,500000.0,785398.1633974483,0,0,0,0
257,-10.444116,-27.611972,-10.444116,-27.611972,100000.0,500000.0,785398.1633974483,0,0,0,0
258,-10.623363,-27.600489,-10.623363,-27.600489,100000.0,500000.0,785398.1633974483,0,0,0,0
259,-10.802606,-27.588850,-10.802606,-27.588850,100000.0,500000.0,785398.1633974483,0,0,0,0
260,-10.981845,-27.577055,-10.981845,-27.577055,100000.0,500000.0,785398.1633974483,0,0,0,0
261,-11.161080,-27.565100,-11.161080,-27.565100,100000.0,500000.0,785398.1633974483,0,0,0,0
262,-11.340310,-27.552984,-11.340310,-27.552984,100000.0,500000.0,785398.1633974483,0,0,0,0
263,-11.519537,-27.540704,-11.519537,-27.540704,100000.0,500000.0,785398.1633974483,0,0,0,0
264,-11.698758,-27.528260,-11.698758,-27.528260,100000.0,500000.0,785398.1633974483,0,0,0,0
265,-11.877976,-27.515647,-11.877976,-27.515647,100000.0,500000.0,785398.1633974483,0,0,0,0
266,-12.057189,-27.502865,-12.057189,-27.502865,100000.0,500000.0,785398.1633974483,0,0,0,0
267,-12.236397,-27.489910,-12.236397,-27.489910,100000.0,500000.0,785398.1633974483,0,0,0,0
268,-12.415601,-27.476782,-12.415601,-27.476782,100000.0,500000.0,785398.1633974483,0,0,0,0
269,-12.594799,-27.463476,-12.594799,-27.463476,100000.0,500000.0,785398.1633974483,0,0,0,0
270,-12.773994,-27.449992,-12.773994,-27.449992,100000.0,500000.0,785398.1633974483,0,0,0,0
271,-12.953183,-27.436326,-12.953183,-27.436326,100000.0,500000.0,785398.1633974483,0,0,0,0
272,-13.132367,-27.422476,-13.132367,-27.422476,100000.0,500000.0,785398.1633974483,0,0,0,0
273,-13.311546,-27.408440,-13.311546,-27.408440,100000.0,500000.0,785398.1633974483,0,0,0,0
