step,satellite_latitude,satellite_longitude,elevation_deg,footprint_radius_m,footprint_area_km2,countries_used,estimated_devices_total,estimated_demodulators_total,sent_packets_sum,decoded_payload_sum,collision_rate,busy_demodulators,idle_demodulators,demod_utilization,baseline_circuit_power_w,per_idle_demodulator_power_w,per_busy_demodulator_power_w,total_power_w,power_formula_check_w
419,-39.30435,-19.764953,90.0,500000.0,785398.1633974483,0,0,1000,0,0.0,0.0,0,1000,0.0,35.0,0.12,0.8,155.0,155.0
420,-39.479067,-19.606697,90.0,500000.0,785398.1633974483,0,0,1000,0,0.0,0.0,0,1000,0.0,35.0,0.12,0.8,155.0,155.0
421,-39.653658,-19.444477,90.0,500000.0,785398.1633974483,0,0,1000,0,0.0,0.0,0,1000,0.0,35.0,0.12,0.8,155.0,155.0
422,-39.828116,-19.27815,90.0,500000.0,785398.1633974483,0,0,1000,0,0.0,0.0,0,1000,0.0,35.0,0.12,0.8,155.0,155.0
423,-40.002437,-19.107571,90.0,500000.0,785398.1633974483,0,0,1000,0,0.0,0.0,0,1000,0.0,35.0,0.12,0.8,155.0,155.0
424,-40.176617,-18.932585,90.0,500000.0,785398.1633974483,0,0,1000,0,0.0,0.0,0,1000,0.0,35.0,0.12,0.8,155.0,155.0
425,-40.350649,-18.753032,90.0,500000.0,785398.1633974483,0,0,1000,0,0.0,0.0,0,1000,0.0,35.0,0.12,0.8,155.0,155.0
426,-40.524528,-18.568742,90.0,500000.0,785398.1633974483,0,0,1000,0,0.0,0.0,0,1000,0.0,35.0,0.12,0.8,155.0,155.0
427,-40.698249,-18.379539,90.0,500000.0,785398.1633974483,0,0,1000,0,0.0,0.0,0,1000,0.0,35.0,0.12,0.8,155.0,155.0
428,-40.871804,-18.185237,90.0,500000.0,785398.1633974483,0,0,1000,0,0.0,0.0,0,1000,0.0,35.0,0.12,0.8,155.0,155.0
429,-41.045188,-17.985642,90.0,500000.0,785398.1633974483,0,0,1000,0,0.0,0.0,0,1000,0.0,35.0,0.12,0.8,155.0,155.0
430,-41.218394,-17.780548,90.0,500000.0,785398.1633974483,0,0,1000,0,0.0,0.0,0,1000,0.0,35.0,0.12,0.8,155.0,155.0
431,-41.391414,-17.56974,90.0,500000.0,785398.1633974483,0,0,1000,0,0.0,0.0,0,1000,0.0,35.0,0.12,0.8,155.0,155.0
432,-41.564241,-17.352993,90.0,500000.0,785398.1633974483,0,0,1000,0,0.0,0.0,0,1000,0.0,35.0,0.12,0.8,155.0,155.0
433,-41.736867,-17.130069,90.0,500000.0,785398.1633974483,0,0,1000,0,0.0,0.0,0,1000,0.0,35.0,0.12,0.8,155.0,155.0
434,-41.909283,-16.900718,90.0,500000.0,785398.1633974483,0,0,1000,0,0.0,0.0,0,1000,0.0,35.0,0.12,0.8,155.0,155.0
435,-42.081481,-16.664676,90.0,500000.0,785398.1633974483,0,0,1000,0,0.0,0.0,0,1000,0.0,35.0,0.12,0.8,155.0,155.0
436,-42.25345,-16.421666,90.0,500000.0,785398.1633974483,0,0,1000,0,0.0,0.0,0,1000,0.0,35.0,0.12,0.8,155.0,155.0
437,-42.425182,-16.171395,90.0,500000.0,785398.1633974483,0,0,1000,0,0.0,0.0,0,1000,0.0,35.0,0.12,0.8,155.0,155.0
438,-42.596666,-15.913557,90.0,500000.0,785398.1633974483,0,0,1000,0,0.0,0.0,0,1000,0.0,35.0,0.12,0.8,155.0,155.0
439,-42.76789,-15.647824,90.0,500000.0,785398.1633974483,0,0,1000,0,0.0,0.0,0,1000,0.0,35.0,0.12,0.8,155.0,155.0
440,-42.938842,-15.373853,90.0,500000.0,785398.1633974483,0,0,1000,0,0.0,0.0,0,1000,0.0,35.0,0.12,0.8,155.0,155.0
441,-43.109511,-15.091283,90.0,500000.0,785398.1633974483,0,0,1000,0,0.0,0.0,0,1000,0.0,35.0,0.12,0.8,155.0,155.0
442,-43.279884,-14.799729,90.0,500000.0,785398.1633974483,0,0,1000,0,0.0,0.0,0,1000,0.0,35.0,0.12,0.8,155.0,155.0
443,-43.449945,-14.498785,90.0,500000.0,785398.1633974483,0,0,1000,0,0.0,0.0,0,1000,0.0,35.0,0.12,0.8,155.0,155.0
444,-43.61968,-14.188023,90.0,500000.0,785398.1633974483,0,0,1000,0,0.0,0.0,0,1000,0.0,35.0,0.12,0.8,155.0,155.0
445,-43.789074,-13.866987,90.0,500000.0,785398.1633974483,0,0,1000,0,0.0,0.0,0,1000,0.0,35.0,0.12,0.8,155.0,155.0
446,-43.95811,-13.535198,90.0,500000.0,785398.1633974483,0,0,1000,0,0.0,0.0,0,1000,0.0,35.0,0.12,0.8,155.0,155.0
447,-44.126769,-13.192143,90.0,500000.0,785398.1633974483,0,0,1000,0,0.0,0.0,0,1000,0.0,35.0,0.12,0.8,155.0,155.0
448,-44.295033,-12.837282,90.0,500000.0,785398.1633974483,0,0,1000,0,0.0,0.0,0,1000,0.0,35.0,0.12,0.8,155.0,155.0
449,-44.462881,-12.47004,90.0,500000.0,785398.1633974483,0,0,1000,0,0.0,0.0,0,1000,0.0,35.0,0.12,0.8,155.0,155.0
450,-44.630292,-12.089807,90.0,500000.0,785398.1633974483,0,0,1000,0,0.0,0.0,0,1000,0.0,35.0,0.12,0.8,155.0,155.0
451,-44.797243,-11.695934,90.0,500000.0,785398.1633974483,0,0,1000,0,0.0,0.0,0,1000,0.0,35.0,0.12,0.8,155.0,155.0
452,-44.963708,-11.287733,90.0,500000.0,785398.1633974483,0,0,1000,0,0.0,0.0,0,1000,0.0,35.0,0.12,0.8,155.0,155.0
453,-45.129662,-10.86447,90.0,500000.0,785398.1633974483,0,0,1000,0,0.0,0.0,0,1000,0.0,35.0,0.12,0.8,155.0,155.0
454,-45.295076,-10.425364,90.0,500000.0,785398.1633974483,0,0,1000,0,0.0,0.0,0,1000,0.0,35.0,0.12,0.8,155.0,155.0
455,-45.45992,-9.969585,90.0,500000.0,785398.1633974483,0,0,1000,0,0.0,0.0,0,1000,0.0,35.0,0.12,0.8,155.0,155.0
456,-45.624162,-9.496248,90.0,500000.0,785398.1633974483,0,0,1000,0,0.0,0.0,0,1000,0.0,35.0,0.12,0.8,155.0,155.0
457,-45.787766,-9.004407,90.0,500000.0,785398.1633974483,0,0,1000,0,0.0,0.0,0,1000,0.0,35.0,0.12,0.8,155.0,155.0
458,-45.950695,-8.493059,90.0,500000.0,785398.1633974483,0,0,1000,0,0.0,0.0,0,1000,0.0,35.0,0.12,0.8,155.0,155.0
459,-46.11291,-7.961128,90.0,500000.0,785398.1633974483,0,0,1000,0,0.0,0.0,0,1000,0.0,35.0,0.12,0.8,155.0,155.0
460,-46.274365,-7.40747,90.0,500000.0,785398.1633974483,0,0,1000,0,0.0,0.0,0,1000,0.0,35.0,0.12,0.8,155.0,155.0
461,-46.435016,-6.830861,90.0,500000.0,785398.1633974483,0,0,1000,0,0.0,0.0,0,1000,0.0,35.0,0.12,0.8,155.0,155.0
462,-46.594812,-6.229997,90.0,500000.0,785398.1633974483,0,0,1000,0,0.0,0.0,0,1000,0.0,35.0,0.12,0.8,155.0,155.0
463,-46.753697,-5.603482,90.0,500000.0,785398.1633974483,0,0,1000,0,0.0,0.0,0,1000,0.0,35.0,0.12,0.8,155.0,155.0
464,-46.911615,-4.949829,90.0,500000.0,785398.1633974483,0,0,1000,0,0.0,0.0,0,1000,0.0,35.0,0.12,0.8,155.0,155.0
465,-47.068501,-4.267448,90.0,500000.0,785398.1633974483,0,0,1000,0,0.0,0.0,0,1000,0.0,35.0,0.12,0.8,155.0,155.0
466,-47.224288,-3.554641,90.0,500000.0,785398.1633974483,0,0,1000,0,0.0,0.0,0,1000,0.0,35.0,0.12,0.8,155.0,155.0
467,-47.3789,-2.809597,90.0,500000.0,785398.1633974483,0,0,1000,0,0.0,0.0,0,1000,0.0,35.0,0.12,0.8,155.0,155.0
468,-47.532258,-2.030384,90.0,500000.0,785398.1633974483,0,0,1000,0,0.0,0.0,0,1000,0.0,35.0,0.12,0.8,155.0,155.0
469,-47.684274,-1.214941,90.0,500000.0,785398.1633974483,0,0,1000,0,0.0,0.0,0,1000,0.0,35.0,0.12,0.8,155.0,155.0
470,-47.834855,-0.361076,90.0,500000.0,785398.1633974483,0,0,1000,0,0.0,0.0,0,1000,0.0,35.0,0.12,0.8,155.0,155.0
471,-47.983898,0.533545,90.0,500000.0,785398.1633974483,0,0,1000,0,0.0,0.0,0,1000,0.0,35.0,0.12,0.8,155.0,155.0
472,-48.131292,1.4714,90.0,500000.0,785398.1633974483,0,0,1000,0,0.0,0.0,0,1000,0.0,35.0,0.12,0.8,155.0,155.0
473,-48.276916,2.455115,90.0,500000.0,785398.1633974483,0,0,1000,0,0.0,0.0,0,1000,0.0,35.0,0.12,0.8,155.0,155.0
474,-48.420638,3.487468,90.0,500000.0,785398.1633974483,0,0,1000,0,0.0,0.0,0,1000,0.0,35.0,0.12,0.8,155.0,155.0
475,-48.562318,4.571385,90.0,500000.0,785398.1633974483,0,0,1000,0,0.0,0.0,0,1000,0.0,35.0,0.12,0.8,155.0,155.0
476,-48.701799,5.70994,90.0,500000.0,785398.1633974483,0,0,1000,0,0.0,0.0,0,1000,0.0,35.0,0.12,0.8,155.0,155.0
477,-48.838914,6.906348,90.0,500000.0,785398.1633974483,0,0,1000,0,0.0,0.0,0,1000,0.0,35.0,0.12,0.8,155.0,155.0
478,-48.973482,8.163948,90.0,500000.0,785398.1633974483,0,0,1000,0,0.0,0.0,0,1000,0.0,35.0,0.12,0.8,155.0,155.0
479,-49.105305,9.48619,90.0,500000.0,785398.1633974483,0,0,1000,0,0.0,0.0,0,1000,0.0,35.0,0.12,0.8,155.0,155.0
480,-49.234169,10.876605,90.0,500000.0,785398.1633974483,0,0,1000,0,0.0,0.0,0,1000,0.0,35.0,0.12,0.8,155.0,155.0
481,-49.359844,12.338769,90.0,500000.0,785398.1633974483,0,0,1000,0,0.0,0.0,0,1000,0.0,35.0,0.12,0.8,155.0,155.0
482,-49.482082,13.876255,90.0,500000.0,785398.1633974483,0,0,1000,0,0.0,0.0,0,1000,0.0,35.0,0.12,0.8,155.0,155.0
483,-49.600615,15.492572,90.0,500000.0,785398.1633974483,0,0,1000,0,0.0,0.0,0,1000,0.0,35.0,0.12,0.8,155.0,155.0
484,-49.715158,17.191088,90.0,500000.0,785398.1633974483,0,0,1000,0,0.0,0.0,0,1000,0.0,35.0,0.12,0.8,155.0,155.0
485,-49.825406,18.974935,90.0,500000.0,785398.1633974483,0,0,1000,0,0.0,0.0,0,1000,0.0,35.0,0.12,0.8,155.0,155.0
486,-49.931034,20.8469,90.0,500000.0,785398.1633974483,0,0,1000,0,0.0,0.0,0,1000,0.0,35.0,0.12,0.8,155.0,155.0
487,-50.031702,22.809287,90.0,500000.0,785398.1633974483,0,0,1000,0,0.0,0.0,0,1000,0.0,35.0,0.12,0.8,155.0,155.0
488,-50.127054,24.863773,90.0,500000.0,785398.1633974483,0,0,1000,0,0.0,0.0,0,1000,0.0,35.0,0.12,0.8,155.0,155.0
489,-50.216717,27.011241,90.0,500000.0,785398.1633974483,0,0,1000,0,0.0,0.0,0,1000,0.0,35.0,0.12,0.8,155.0,155.0
490,-50.300312,29.251602,90.0,500000.0,785398.1633974483,0,0,1000,0,0.0,0.0,0,1000,0.0,35.0,0.12,0.8,155.0,155.0
491,-50.377453,31.583618,90.0,500000.0,785398.1633974483,0,0,1000,0,0.0,0.0,0,1000,0.0,35.0,0.12,0.8,155.0,155.0
492,-50.447755,34.004728,90.0,500000.0,785398.1633974483,0,0,1000,0,0.0,0.0,0,1000,0.0,35.0,0.12,0.8,155.0,155.0
493,-50.510839,36.510894,90.0,500000.0,785398.1633974483,0,0,1000,0,0.0,0.0,0,1000,0.0,35.0,0.12,0.8,155.0,155.0
494,-50.566341,39.096487,90.0,500000.0,785398.1633974483,0,0,1000,0,0.0,0.0,0,1000,0.0,35.0,0.12,0.8,155.0,155.0
495,-50.61392,41.754223,90.0,500000.0,785398.1633974483,0,0,1000,0,0.0,0.0,0,1000,0.0,35.0,0.12,0.8,155.0,155.0
496,-50.65327,44.475164,90.0,500000.0,785398.1633974483,0,0,1000,0,0.0,0.0,0,1000,0.0,35.0,0.12,0.8,155.0,155.0
497,-50.684122,47.248805,90.0,500000.0,785398.1633974483,0,0,1000,0,0.0,0.0,0,1000,0.0,35.0,0.12,0.8,155.0,155.0
498,-50.706258,50.063246,90.0,500000.0,785398.1633974483,0,0,1000,0,0.0,0.0,0,1000,0.0,35.0,0.12,0.8,155.0,155.0
499,-50.719519,52.905449,90.0,500000.0,785398.1633974483,0,0,1000,0,0.0,0.0,0,1000,0.0,35.0,0.12,0.8,155.0,155.0
500,-50.723805,55.761577,90.0,500000.0,785398.1633974483,0,0,1000,0,0.0,0.0,0,1000,0.0,35.0,0.12,0.8,155.0,155.0
501,-50.719086,58.617378,90.0,500000.0,785398.1633974483,0,0,1000,0,0.0,0.0,0,1000,0.0,35.0,0.12,0.8,155.0,155.0
502,-50.705395,61.458612,90.0,500000.0,785398.1633974483,0,0,1000,0,0.0,0.0,0,1000,0.0,35.0,0.12,0.8,155.0,155.0
503,-50.682833,64.271469,90.0,500000.0,785398.1633974483,0,0,1000,0,0.0,0.0,0,1000,0.0,35.0,0.12,0.8,155.0,155.0
504,-50.651565,67.042955,90.0,500000.0,785398.1633974483,0,0,1000,0,0.0,0.0,0,1000,0.0,35.0,0.12,0.8,155.0,155.0
505,-50.61181,69.761231,90.0,500000.0,785398.1633974483,0,0,1000,0,0.0,0.0,0,1000,0.0,35.0,0.12,0.8,155.0,155.0
506,-50.563837,72.41586,90.0,500000.0,785398.1633974483,0,0,1000,0,0.0,0.0,0,1000,0.0,35.0,0.12,0.8,155.0,155.0
507,-50.507955,74.997977,90.0,500000.0,785398.1633974483,0,0,1000,0,0.0,0.0,0,1000,0.0,35.0,0.12,0.8,155.0,155.0
508,-50.444507,77.500375,90.0,500000.0,785398.1633974483,0,0,1000,0,0.0,0.0,0,1000,0.0,35.0,0.12,0.8,155.0,155.0
509,-50.373857,79.917498,90.0,500000.0,785398.1633974483,0,0,1000,0,0.0,0.0,0,1000,0.0,35.0,0.12,0.8,155.0,155.0
510,-50.296383,82.24538,90.0,500000.0,785398.1633974483,0,0,1000,0,0.0,0.0,0,1000,0.0,35.0,0.12,0.8,155.0,155.0
511,-50.212472,84.481523,90.0,500000.0,785398.1633974483,0,0,1000,0,0.0,0.0,0,1000,0.0,35.0,0.12,0.8,155.0,155.0
512,-50.122508,86.624744,90.0,500000.0,785398.1633974483,0,0,1000,0,0.0,0.0,0,1000,0.0,35.0,0.12,0.8,155.0,155.0
513,-50.026872,88.675005,90.0,500000.0,785398.1633974483,0,0,1000,0,0.0,0.0,0,1000,0.0,35.0,0.12,0.8,155.0,155.0
514,-49.925934,90.633227,90.0,500000.0,785398.1633974483,0,0,1000,0,0.0,0.0,0,1000,0.0,35.0,0.12,0.8,155.0,155.0
515,-49.82005,92.501119,90.0,500000.0,785398.1633974483,0,0,1000,0,0.0,0.0,0,1000,0.0,35.0,0.12,0.8,155.0,155.0
516,-49.70956,94.281012,90.0,500000.0,785398.1633974483,0,0,1000,0,0.0,0.0,0,1000,0.0,35.0,0.12,0.8,155.0,155.0
517,-49.594788,95.97571,90.0,500000.0,785398.1633974483,0,0,1000,0,0.0,0.0,0,1000,0.0,35.0,0.12,0.8,155.0,155.0
518,-49.476036,97.588358,90.0,500000.0,785398.1633974483,0,0,1000,0,0.0,0.0,0,1000,0.0,35.0,0.12,0.8,155.0,155.0
519,-49.353591,99.122333,90.0,500000.0,785398.1633974483,0,0,1000,0,0.0,0.0,0,1000,0.0,35.0,0.12,0.8,155.0,155.0
520,-49.227718,100.581147,90.0,500000.0,785398.1633974483,0,0,1000,0,0.0,0.0,0,1000,0.0,35.0,0.12,0.8,155.0,155.0
521,-49.098665,101.968376,90.0,500000.0,785398.1633974483,0,0,1000,0,0.0,0.0,0,1000,0.0,35.0,0.12,0.8,155.0,155.0
522,-48.966661,103.287595,90.0,500000.0,785398.1633974483,0,0,1000,0,0.0,0.0,0,1000,0.0,35.0,0.12,0.8,155.0,155.0
523,-48.83192,104.542331,90.0,500000.0,785398.1633974483,0,0,1000,0,0.0,0.0,0,1000,0.0,35.0,0.12,0.8,155.0,155.0
524,-48.694638,105.736029,90.0,500000.0,785398.1633974483,0,0,1000,0,0.0,0.0,0,1000,0.0,35.0,0.12,0.8,155.0,155.0
525,-48.554995,106.872025,90.0,500000.0,785398.1633974483,0,0,1000,0,0.0,0.0,0,1000,0.0,35.0,0.12,0.8,155.0,155.0
526,-48.41316,107.953525,90.0,500000.0,785398.1633974483,0,0,1000,0,0.0,0.0,0,1000,0.0,35.0,0.12,0.8,155.0,155.0
527,-48.269286,108.983598,90.0,500000.0,785398.1633974483,0,0,1000,0,0.0,0.0,0,1000,0.0,35.0,0.12,0.8,155.0,155.0
528,-48.123515,109.965164,90.0,500000.0,785398.1633974483,0,0,1000,0,0.0,0.0,0,1000,0.0,35.0,0.12,0.8,155.0,155.0
529,-47.975978,110.900992,90.0,500000.0,785398.1633974483,0,0,1000,0,0.0,0.0,0,1000,0.0,35.0,0.12,0.8,155.0,155.0
530,-47.826794,111.793703,90.0,500000.0,785398.1633974483,0,0,1000,0,0.0,0.0,0,1000,0.0,35.0,0.12,0.8,155.0,155.0
531,-47.676076,112.645767,90.0,500000.0,785398.1633974483,0,0,1000,0,0.0,0.0,0,1000,0.0,35.0,0.12,0.8,155.0,155.0
532,-47.523923,113.459512,90.0,500000.0,785398.1633974483,0,0,1000,0,0.0,0.0,0,1000,0.0,35.0,0.12,0.8,155.0,155.0
533,-47.370432,114.237124,90.0,500000.0,785398.1633974483,0,0,1000,0,0.0,0.0,0,1000,0.0,35.0,0.12,0.8,155.0,155.0
534,-47.215688,114.980658,90.0,500000.0,785398.1633974483,0,0,1000,0,0.0,0.0,0,1000,0.0,35.0,0.12,0.8,155.0,155.0
535,-47.059771,115.69204,90.0,500000.0,785398.1633974483,0,0,1000,0,0.0,0.0,0,1000,0.0,35.0,0.12,0.8,155.0,155.0
536,-46.902755,116.373077,90.0,500000.0,785398.1633974483,0,0,1000,0,0.0,0.0,0,1000,0.0,35.0,0.12,0.8,155.0,155.0
537,-46.744708,117.02546,90.0,500000.0,785398.1633974483,0,0,1000,0,0.0,0.0,0,1000,0.0,35.0,0.12,0.8,155.0,155.0
538,-46.585694,117.650774,90.0,500000.0,785398.1633974483,0,0,1000,0,0.0,0.0,0,1000,0.0,35.0,0.12,0.8,155.0,155.0
539,-46.425771,118.250504,90.0,500000.0,785398.1633974483,0,0,1000,0,0.0,0.0,0,1000,0.0,35.0,0.12,0.8,155.0,155.0
540,-46.264993,118.82604,90.0,500000.0,785398.1633974483,0,0,1000,0,0.0,0.0,0,1000,0.0,35.0,0.12,0.8,155.0,155.0
541,-46.103409,119.378683,90.0,500000.0,785398.1633974483,0,0,1000,0,0.0,0.0,0,1000,0.0,35.0,0.12,0.8,155.0,155.0
542,-45.941067,119.909652,90.0,500000.0,785398.1633974483,0,0,1000,0,0.0,0.0,0,1000,0.0,35.0,0.12,0.8,155.0,155.0
543,-45.77801,120.42009,90.0,500000.0,785398.1633974483,0,0,1000,0,0.0,0.0,0,1000,0.0,35.0,0.12,0.8,155.0,155.0
544,-45.614277,120.911066,90.0,500000.0,785398.1633974483,0,0,1000,0,0.0,0.0,0,1000,0.0,35.0,0.12,0.8,155.0,155.0
545,-45.449906,121.383585,90.0,500000.0,785398.1633974483,0,0,1000,0,0.0,0.0,0,1000,0.0,35.0,0.12,0.8,155.0,155.0
546,-45.284932,121.838586,90.0,500000.0,785398.1633974483,0,0,1000,0,0.0,0.0,0,1000,0.0,35.0,0.12,0.8,155.0,155.0
547,-45.119387,122.276953,90.0,500000.0,785398.1633974483,0,0,1000,0,0.0,0.0,0,1000,0.0,35.0,0.12,0.8,155.0,155.0
548,-44.953301,122.699515,90.0,500000.0,785398.1633974483,0,0,1000,0,0.0,0.0,0,1000,0.0,35.0,0.12,0.8,155.0,155.0
549,-44.786703,123.107049,90.0,500000.0,785398.1633974483,0,0,1000,0,0.0,0.0,0,1000,0.0,35.0,0.12,0.8,155.0,155.0
550,-44.619619,123.500286,90.0,500000.0,785398.1633974483,0,0,1000,0,0.0,0.0,0,1000,0.0,35.0,0.12,0.8,155.0,155.0
551,-44.452073,123.879915,90.0,500000.0,785398.1633974483,0,0,1000,0,0.0,0.0,0,1000,0.0,35.0,0.12,0.8,155.0,155.0
552,-44.284089,124.246581,90.0,500000.0,785398.1633974483,0,0,1000,0,0.0,0.0,0,1000,0.0,35.0,0.12,0.8,155.0,155.0
553,-44.115688,124.600893,90.0,500000.0,785398.1633974483,1,7,1000,10,10.0,0.0,1,999,4e-05,35.0,0.12,0.8,155.68,155.68
554,-43.94689,124.943425,90.0,500000.0,785398.1633974483,1,27,1000,10,10.0,0.0,1,999,4e-05,35.0,0.12,0.8,155.68,155.68
555,-43.777715,125.274715,90.0,500000.0,785398.1633974483,1,54,1000,10,10.0,0.0,1,999,4e-05,35.0,0.12,0.8,155.68,155.68
556,-43.608179,125.595274,90.0,500000.0,785398.1633974483,1,86,1000,10,10.0,0.0,1,999,4e-05,35.0,0.12,0.8,155.68,155.68
557,-43.438301,125.90558,90.0,500000.0,785398.1633974483,1,121,1000,10,10.0,0.0,1,999,4e-05,35.0,0.12,0.8,155.68,155.68
558,-43.268095,126.206089,90.0,500000.0,785398.1633974483,1,160,1000,10,10.0,0.0,1,999,4e-05,35.0,0.12,0.8,155.68,155.68
559,-43.097577,126.497227,90.0,500000.0,785398.1633974483,1,201,1000,10,10.0,0.0,1,999,4e-05,35.0,0.12,0.8,155.68,155.68
560,-42.926761,126.779399,90.0,500000.0,785398.1633974483,1,244,1000,10,10.0,0.0,1,999,4e-05,35.0,0.12,0.8,155.68,155.68
561,-42.755659,127.052988,90.0,500000.0,785398.1633974483,1,288,1000,255,254.8,0.0007843137254901489,2,998,0.00102,35.0,0.12,0.8,156.35999999999999,156.35999999999999
562,-42.584284,127.318356,90.0,500000.0,785398.1633974483,1,334,1000,10,10.0,0.0,1,999,4e-05,35.0,0.12,0.8,155.68,155.68
563,-42.412648,127.575845,90.0,500000.0,785398.1633974483,1,381,1000,15,15.0,0.0,1,999,6e-05,35.0,0.12,0.8,155.68,155.68
564,-42.240762,127.82578,90.0,500000.0,785398.1633974483,1,430,1000,10,10.0,0.0,1,999,4e-05,35.0,0.12,0.8,155.68,155.68
565,-42.068636,128.068468,90.0,500000.0,785398.1633974483,1,479,1000,255,254.2,0.0031372549019608176,2,998,0.00102,35.0,0.12,0.8,156.35999999999999,156.35999999999999
566,-41.896281,128.304201,90.0,500000.0,785398.1633974483,1,528,1000,40,40.0,0.0,1,999,0.00016,35.0,0.12,0.8,155.68,155.68
567,-41.723705,128.533256,90.0,500000.0,785398.1633974483,1,578,1000,95,95.0,0.0,1,999,0.00038,35.0,0.12,0.8,155.68,155.68
568,-41.550918,128.755896,90.0,500000.0,785398.1633974483,1,629,1000,255,254.8,0.0007843137254901489,2,998,0.00102,35.0,0.12,0.8,156.35999999999999,156.35999999999999
569,-41.377927,128.97237,90.0,500000.0,785398.1633974483,1,680,1000,10,10.0,0.0,1,999,4e-05,35.0,0.12,0.8,155.68,155.68
570,-41.204742,129.182914,90.0,500000.0,785398.1633974483,1,731,1000,686,569.4,0.16997084548104957,3,997,0.002744,35.0,0.12,0.8,157.04000000000002,157.04
571,-41.03137,129.387756,90.0,500000.0,785398.1633974483,1,783,1000,686,569.4,0.16997084548104957,3,997,0.002744,35.0,0.12,0.8,157.04000000000002,157.04
572,-40.857817,129.587108,90.0,500000.0,785398.1633974483,1,834,1000,95,94.8,0.002105263157894721,1,999,0.00038,35.0,0.12,0.8,155.68,155.68
573,-40.684091,129.781176,90.0,500000.0,785398.1633974483,1,886,1000,167,167.0,0.0,1,999,0.000668,35.0,0.12,0.8,155.68,155.68
574,-40.510197,129.970153,90.0,500000.0,785398.1633974483,1,937,1000,10,10.0,0.0,1,999,4e-05,35.0,0.12,0.8,155.68,155.68
575,-40.336143,130.154226,90.0,500000.0,785398.1633974483,1,988,1000,15,15.0,0.0,1,999,6e-05,35.0,0.12,0.8,155.68,155.68
576,-40.161935,130.33357,90.0,500000.0,785398.1633974483,1,1039,1000,390,388.8,0.003076923076923088,2,998,0.00156,35.0,0.12,0.8,156.35999999999999,156.35999999999999
577,-39.987577,130.508354,90.0,500000.0,785398.1633974483,1,1089,1000,10,10.0,0.0,1,999,4e-05,35.0,0.12,0.8,155.68,155.68
578,-39.813075,130.678739,90.0,500000.0,785398.1633974483,1,1139,1000,10,10.0,0.0,1,999,4e-05,35.0,0.12,0.8,155.68,155.68
579,-39.638434,130.844878,90.0,500000.0,785398.1633974483,1,1189,1000,255,254.8,0.0007843137254901489,2,998,0.00102,35.0,0.12,0.8,156.35999999999999,156.35999999999999
580,-39.46366,131.006918,90.0,500000.0,785398.1633974483,1,1238,1000,255,254.8,0.0007843137254901489,2,998,0.00102,35.0,0.12,0.8,156.35999999999999,156.35999999999999
581,-39.288756,131.164999,90.0,500000.0,785398.1633974483,1,1286,1000,390,388.8,0.003076923076923088,2,998,0.00156,35.0,0.12,0.8,156.35999999999999,156.35999999999999
582,-39.113727,131.319254,90.0,500000.0,785398.1633974483,1,1333,1000,686,569.4,0.16997084548104957,3,997,0.002744,35.0,0.12,0.8,157.04000000000002,157.04
583,-38.938578,131.469812,90.0,500000.0,785398.1633974483,1,1380,1000,390,389.0,0.002564102564102555,2,998,0.00156,35.0,0.12,0.8,156.35999999999999,156.35999999999999
584,-38.763312,131.616795,90.0,500000.0,785398.1633974483,1,1425,1000,10,10.0,0.0,1,999,4e-05,35.0,0.12,0.8,155.68,155.68
585,-38.587933,131.76032,90.0,500000.0,785398.1633974483,1,1470,1000,40,40.0,0.0,1,999,0.00016,35.0,0.12,0.8,155.68,155.68
586,-38.412445,131.9005,90.0,500000.0,785398.1633974483,1,1513,1000,686,569.4,0.16997084548104957,3,997,0.002744,35.0,0.12,0.8,157.04000000000002,157.04
587,-38.236852,132.037442,90.0,500000.0,785398.1633974483,1,1555,1000,15,15.0,0.0,1,999,6e-05,35.0,0.12,0.8,155.68,155.68
588,-38.061156,132.171249,90.0,500000.0,785398.1633974483,1,1595,1000,15,15.0,0.0,1,999,6e-05,35.0,0.12,0.8,155.68,155.68
589,-37.885362,132.30202,90.0,500000.0,785398.1633974483,1,1633,1000,167,167.0,0.0,1,999,0.000668,35.0,0.12,0.8,155.68,155.68
590,-37.709472,132.429851,90.0,500000.0,785398.1633974483,1,1670,1000,1048,567.4,0.458587786259542,5,995,0.004192,35.0,0.12,0.8,158.39999999999998,158.39999999999998
591,-37.533489,132.554831,90.0,500000.0,785398.1633974483,1,1704,1000,167,167.0,0.0,1,999,0.000668,35.0,0.12,0.8,155.68,155.68
592,-37.357416,132.677048,90.0,500000.0,785398.1633974483,1,1736,1000,10,10.0,0.0,1,999,4e-05,35.0,0.12,0.8,155.68,155.68
593,-37.181255,132.796586,90.0,500000.0,785398.1633974483,1,1764,1000,1599,1574.7,0.015196998123827354,7,993,0.006396,35.0,0.12,0.8,159.76,159.76
594,-37.005011,132.913525,90.0,500000.0,785398.1633974483,1,1789,1000,167,167.0,0.0,1,999,0.000668,35.0,0.12,0.8,155.68,155.68
595,-36.828684,133.027943,90.0,500000.0,785398.1633974483,1,1810,1000,686,569.4,0.16997084548104957,3,997,0.002744,35.0,0.12,0.8,157.04000000000002,157.04
596,-36.652277,133.139915,90.0,500000.0,785398.1633974483,1,1825,1000,1048,567.4,0.458587786259542,5,995,0.004192,35.0,0.12,0.8,158.39999999999998,158.39999999999998
