step,satellite_latitude,satellite_longitude,elevation_deg,footprint_radius_m,footprint_area_km2,countries_used,estimated_devices_total,estimated_demodulators_total,sent_packets_sum,decoded_payload_sum,collision_rate,busy_demodulators,idle_demodulators,demod_utilization,baseline_circuit_power_w,per_idle_demodulator_power_w,per_busy_demodulator_power_w,total_power_w,power_formula_check_w
1014,38.437629,139.638549,60.112487173357465,500000.0,785398.1633974483,1,61900,1000,1048,567.4,0.458587786259542,5,995,0.004192,35.0,0.12,0.8,158.39999999999998,158.39999999999998
1015,38.617871,139.6378,58.47657011758042,500000.0,785398.1633974483,1,59323,1000,686,684.4,0.0023323615160349975,3,997,0.002744,35.0,0.12,0.8,157.04000000000002,157.04
1016,38.798112,139.637055,56.88731257394767,500000.0,785398.1633974483,1,56691,1000,686,569.4,0.16997084548104957,3,997,0.002744,35.0,0.12,0.8,157.04000000000002,157.04
1017,38.978353,139.636315,55.344586079125804,500000.0,785398.1633974483,1,54021,1000,1048,567.4,0.458587786259542,5,995,0.004192,35.0,0.12,0.8,158.39999999999998,158.39999999999998
1018,39.158594,139.635578,53.848031331119955,500000.0,785398.1633974483,1,51323,1000,686,569.4,0.16997084548104957,3,997,0.002744,35.0,0.12,0.8,157.04000000000002,157.04
1019,39.338835,139.634846,52.3970894490777,500000.0,785398.1633974483,1,48608,1000,390,388.8,0.003076923076923088,2,998,0.00156,35.0,0.12,0.8,156.35999999999999,156.35999999999999
1020,39.519075,139.634118,50.99103182535072,500000.0,785398.1633974483,1,45887,1000,95,95.0,0.0,1,999,0.00038,35.0,0.12,0.8,155.68,155.68
1021,39.699315,139.633395,49.62898811617279,500000.0,785398.1633974483,1,43169,1000,1599,530.1,0.6684803001876172,7,993,0.006396,35.0,0.12,0.8,159.76,159.76
1022,39.879555,139.632677,48.30997206963778,500000.0,785398.1633974483,1,40460,1000,95,95.0,0.0,1,999,0.00038,35.0,0.12,0.8,155.68,155.68
1023,40.059795,139.631964,47.032905018980216,500000.0,785398.1633974483,1,37769,1000,167,167.0,0.0,1,999,0.000668,35.0,0.12,0.8,155.68,155.68
1024,40.240035,139.631257,45.796636974836815,500000.0,785398.1633974483,1,35103,1000,686,569.4,0.16997084548104957,3,997,0.002744,35.0,0.12,0.8,157.04000000000002,157.04
1025,40.420274,139.630556,44.59996533319557,500000.0,785398.1633974483,1,32468,1000,10,10.0,0.0,1,999,4e-05,35.0,0.12,0.8,155.68,155.68
1026,40.600513,139.62986,43.4416512781695,500000.0,785398.1633974483,1,29871,1000,95,95.0,0.0,1,999,0.00038,35.0,0.12,0.8,155.68,155.68
1027,40.780751,139.629171,42.32043400321328,500000.0,785398.1633974483,1,27318,1000,686,569.4,0.16997084548104957,3,997,0.002744,35.0,0.12,0.8,157.04000000000002,157.04
1028,40.96099,139.628488,41.23504290377812,500000.0,785398.1633974483,1,24816,1000,10,10.0,0.0,1,999,4e-05,35.0,0.12,0.8,155.68,155.68
1029,41.141228,139.627812,40.18420791150618,500000.0,785398.1633974483,1,22370,1000,40,40.0,0.0,1,999,0.00016,35.0,0.12,0.8,155.68,155.68
1030,41.321465,139.627143,39.166668147520824,500000.0,785398.1633974483,1,19987,1000,686,569.4,0.16997084548104957,3,997,0.002744,35.0,0.12,0.8,157.04000000000002,157.04
1031,41.501703,139.62648,38.18117907249288,500000.0,785398.1633974483,1,17675,1000,40,40.0,0.0,1,999,0.00016,35.0,0.12,0.8,155.68,155.68
1032,41.68194,139.625826,37.226518305951714,500000.0,785398.1633974483,1,15440,1000,255,254.8,0.0007843137254901489,2,998,0.00102,35.0,0.12,0.8,156.35999999999999,156.35999999999999
1033,41.862176,139.625178,36.301490278399285,500000.0,785398.1633974483,1,13291,1000,686,569.4,0.16997084548104957,3,997,0.002744,35.0,0.12,0.8,157.04000000000002,157.04
1034,42.042413,139.624539,35.40492986850313,500000.0,785398.1633974483,1,11236,1000,15,15.0,0.0,1,999,6e-05,35.0,0.12,0.8,155.68,155.68
1035,42.222649,139.623907,34.53570516502481,500000.0,785398.1633974483,1,9284,1000,167,167.0,0.0,1,999,0.000668,35.0,0.12,0.8,155.68,155.68
1036,42.402884,139.623284,33.69271947996134,500000.0,785398.1633974483,1,7448,1000,686,684.4,0.0023323615160349975,3,997,0.002744,35.0,0.12,0.8,157.04000000000002,157.04
1037,42.583119,139.62267,32.87491272622344,500000.0,785398.1633974483,1,5740,1000,255,254.2,0.0031372549019608176,2,998,0.00102,35.0,0.12,0.8,156.35999999999999,156.35999999999999
1038,42.763354,139.622064,32.0812622604401,500000.0,785398.1633974483,1,4176,1000,95,95.0,0.0,1,999,0.00038,35.0,0.12,0.8,155.68,155.68
1039,42.943588,139.621467,31.31078327944863,500000.0,785398.1633974483,1,2779,1000,1599,530.1,0.6684803001876172,7,993,0.006396,35.0,0.12,0.8,159.76,159.76
1040,43.123822,139.620879,30.562528847858033,500000.0,785398.1633974483,1,1580,1000,40,40.0,0.0,1,999,0.00016,35.0,0.12,0.8,155.68,155.68
1041,43.304056,139.620301,29.83558962385561,500000.0,785398.1633974483,1,626,1000,255,254.2,0.0031372549019608176,2,998,0.00102,35.0,0.12,0.8,156.35999999999999,156.35999999999999
1042,43.484289,139.619733,29.12909334119132,500000.0,785398.1633974483,1,33,1000,10,10.0,0.0,1,999,4e-05,35.0,0.12,0.8,155.68,155.68
1043,43.664521,139.619174,28.442204097009835,500000.0,785398.1633974483,0,0,1000,0,0.0,0.0,0,1000,0.0,35.0,0.12,0.8,155.0,155.0
1044,43.844753,139.618626,27.77412148786763,500000.0,785398.1633974483,0,0,1000,0,0.0,0.0,0,1000,0.0,35.0,0.12,0.8,155.0,155.0
1045,44.024985,139.618088,27.124079629813565,500000.0,785398.1633974483,0,0,1000,0,0.0,0.0,0,1000,0.0,35.0,0.12,0.8,155.0,155.0
1046,44.205216,139.617561,26.491346092764132,500000.0,785398.1633974483,0,0,1000,0,0.0,0.0,0,1000,0.0,35.0,0.12,0.8,155.0,155.0
1047,44.385446,139.617045,25.875220774487047,500000.0,785398.1633974483,0,0,1000,0,0.0,0.0,0,1000,0.0,35.0,0.12,0.8,155.0,155.0
1048,44.565676,139.61654,25.275034735256952,500000.0,785398.1633974483,0,0,1000,0,0.0,0.0,0,1000,0.0,35.0,0.12,0.8,155.0,155.0
1049,44.745905,139.616046,24.690149010584065,500000.0,785398.1633974483,0,0,1000,0,0.0,0.0,0,1000,0.0,35.0,0.12,0.8,155.0,155.0
1050,44.926134,139.615564,24.11995341627906,500000.0,785398.1633974483,0,0,1000,0,0.0,0.0,0,1000,0.0,35.0,0.12,0.8,155.0,155.0
1051,45.106363,139.615094,23.563865357438857,500000.0,785398.1633974483,0,0,1000,0,0.0,0.0,0,1000,0.0,35.0,0.12,0.8,155.0,155.0
1052,45.28659,139.614636,23.021328650662724,500000.0,785398.1633974483,0,0,1000,0,0.0,0.0,0,1000,0.0,35.0,0.12,0.8,155.0,155.0
1053,45.466818,139.614191,22.49181236688139,500000.0,785398.1633974483,0,0,1000,0,0.0,0.0,0,1000,0.0,35.0,0.12,0.8,155.0,155.0
1054,45.647044,139.613758,21.974809700559405,500000.0,785398.1633974483,0,0,1000,0,0.0,0.0,0,1000,0.0,35.0,0.12,0.8,155.0,155.0
1055,45.82727,139.613338,21.469836869669876,500000.0,785398.1633974483,0,0,1000,0,0.0,0.0,0,1000,0.0,35.0,0.12,0.8,155.0,155.0
1056,46.007496,139.612932,20.976432049703675,500000.0,785398.1633974483,0,0,1000,0,0.0,0.0,0,1000,0.0,35.0,0.12,0.8,155.0,155.0
1057,46.18772,139.612538,20.494154344029795,500000.0,785398.1633974483,0,0,1000,0,0.0,0.0,0,1000,0.0,35.0,0.12,0.8,155.0,155.0
1058,46.367944,139.612159,20.022582792145556,500000.0,785398.1633974483,0,0,1000,0,0.0,0.0,0,1000,0.0,35.0,0.12,0.8,155.0,155.0
1059,46.548168,139.611793,19.56131541671178,500000.0,785398.1633974483,0,0,1000,0,0.0,0.0,0,1000,0.0,35.0,0.12,0.8,155.0,155.0
1060,46.728391,139.611441,19.109968309747046,500000.0,785398.1633974483,0,0,1000,0,0.0,0.0,0,1000,0.0,35.0,0.12,0.8,155.0,155.0
1061,46.908613,139.611104,18.668174757934196,500000.0,785398.1633974483,0,0,1000,0,0.0,0.0,0,1000,0.0,35.0,0.12,0.8,155.0,155.0
1062,47.088834,139.610782,18.235584406650617,500000.0,785398.1633974483,0,0,1000,0,0.0,0.0,0,1000,0.0,35.0,0.12,0.8,155.0,155.0
1063,47.269055,139.610475,17.8118624620717,500000.0,785398.1633974483,0,0,1000,0,0.0,0.0,0,1000,0.0,35.0,0.12,0.8,155.0,155.0
1064,47.449275,139.610183,17.396688930484544,500000.0,785398.1633974483,0,0,1000,0,0.0,0.0,0,1000,0.0,35.0,0.12,0.8,155.0,155.0
1065,47.629494,139.609906,16.989757893793154,500000.0,785398.1633974483,0,0,1000,0,0.0,0.0,0,1000,0.0,35.0,0.12,0.8,155.0,155.0
1066,47.809713,139.609645,16.59077682007964,500000.0,785398.1633974483,0,0,1000,0,0.0,0.0,0,1000,0.0,35.0,0.12,0.8,155.0,155.0
1067,47.989931,139.6094,16.19946590800012,500000.0,785398.1633974483,0,0,1000,0,0.0,0.0,0,1000,0.0,35.0,0.12,0.8,155.0,155.0
1068,48.170148,139.609172,15.815557463742039,500000.0,785398.1633974483,0,0,1000,0,0.0,0.0,0,1000,0.0,35.0,0.12,0.8,155.0,155.0
1069,48.350364,139.60896,15.438795309233939,500000.0,785398.1633974483,1,3,1000,10,10.0,0.0,1,999,4e-05,35.0,0.12,0.8,155.68,155.68
1070,48.53058,139.608765,15.068934220287929,500000.0,785398.1633974483,1,17,1000,10,10.0,0.0,1,999,4e-05,35.0,0.12,0.8,155.68,155.68
1071,48.710794,139.608587,14.705739393353156,500000.0,785398.1633974483,1,38,1000,10,10.0,0.0,1,999,4e-05,35.0,0.12,0.8,155.68,155.68
1072,48.891008,139.608426,14.348985939574476,500000.0,785398.1633974483,1,64,1000,10,10.0,0.0,1,999,4e-05,35.0,0.12,0.8,155.68,155.68
1073,49.071222,139.608283,13.998458404870888,500000.0,785398.1633974483,1,94,1000,10,10.0,0.0,1,999,4e-05,35.0,0.12,0.8,155.68,155.68
1074,49.251434,139.608158,13.653950314778484,500000.0,785398.1633974483,1,126,1000,40,40.0,0.0,1,999,0.00016,35.0,0.12,0.8,155.68,155.68
1075,49.431645,139.608051,13.315263742838795,500000.0,785398.1633974483,1,162,1000,10,10.0,0.0,1,999,4e-05,35.0,0.12,0.8,155.68,155.68
1076,49.611856,139.607963,12.982208901351044,500000.0,785398.1633974483,1,200,1000,15,15.0,0.0,1,999,6e-05,35.0,0.12,0.8,155.68,155.68
1077,49.792066,139.607893,12.65460375335087,500000.0,785398.1633974483,1,240,1000,10,10.0,0.0,1,999,4e-05,35.0,0.12,0.8,155.68,155.68
1078,49.972274,139.607843,12.332273644720374,500000.0,785398.1633974483,1,282,1000,15,15.0,0.0,1,999,6e-05,35.0,0.12,0.8,155.68,155.68
1079,50.152482,139.607812,12.015050955380843,500000.0,785398.1633974483,1,326,1000,40,40.0,0.0,1,999,0.00016,35.0,0.12,0.8,155.68,155.68
1080,50.33269,139.6078,11.702774768564183,500000.0,785398.1633974483,1,372,1000,10,10.0,0.0,1,999,4e-05,35.0,0.12,0.8,155.68,155.68
1081,50.512896,139.607809,11.395290557205584,500000.0,785398.1633974483,1,418,1000,390,388.8,0.003076923076923088,2,998,0.00156,35.0,0.12,0.8,156.35999999999999,156.35999999999999
1082,50.693101,139.607837,11.092449886543648,500000.0,785398.1633974483,1,466,1000,95,94.8,0.002105263157894721,1,999,0.00038,35.0,0.12,0.8,155.68,155.68
1083,50.873305,139.607886,10.794110132059444,500000.0,785398.1633974483,1,515,1000,95,95.0,0.0,1,999,0.00038,35.0,0.12,0.8,155.68,155.68
1084,51.053509,139.607956,10.500134211929492,500000.0,785398.1633974483,1,566,1000,15,15.0,0.0,1,999,6e-05,35.0,0.12,0.8,155.68,155.68
1085,51.233711,139.608047,10.210390333207584,500000.0,785398.1633974483,1,617,1000,167,167.0,0.0,1,999,0.000668,35.0,0.12,0.8,155.68,155.68
1086,51.413912,139.608159,9.924751750993664,500000.0,785398.1633974483,1,668,1000,167,167.0,0.0,1,999,0.000668,35.0,0.12,0.8,155.68,155.68
1087,51.594113,139.608293,9.643096539884255,500000.0,785398.1633974483,1,721,1000,255,254.8,0.0007843137254901489,2,998,0.00102,35.0,0.12,0.8,156.35999999999999,156.35999999999999
1088,51.774312,139.608449,9.365307377038476,500000.0,785398.1633974483,1,774,1000,390,388.8,0.003076923076923088,2,998,0.00156,35.0,0.12,0.8,156.35999999999999,156.35999999999999
1089,51.95451,139.608627,9.091271336228289,500000.0,785398.1633974483,1,828,1000,255,254.8,0.0007843137254901489,2,998,0.00102,35.0,0.12,0.8,156.35999999999999,156.35999999999999
1090,52.134708,139.608828,8.820879692276378,500000.0,785398.1633974483,1,882,1000,95,95.0,0.0,1,999,0.00038,35.0,0.12,0.8,155.68,155.68
1091,52.314904,139.609052,8.55402773531793,500000.0,785398.1633974483,1,937,1000,167,167.0,0.0,1,999,0.000668,35.0,0.12,0.8,155.68,155.68
1092,52.495099,139.609299,8.290614594353059,500000.0,785398.1633974483,1,992,1000,95,94.8,0.002105263157894721,1,999,0.00038,35.0,0.12,0.8,155.68,155.68
1093,52.675294,139.609569,8.0305430695866,500000.0,785398.1633974483,1,1047,1000,15,15.0,0.0,1,999,6e-05,35.0,0.12,0.8,155.68,155.68
1094,52.855487,139.609863,7.773719473080291,500000.0,785398.1633974483,1,1102,1000,167,167.0,0.0,1,999,0.000668,35.0,0.12,0.8,155.68,155.68
1095,53.035679,139.610182,7.520053477267851,500000.0,785398.1633974483,1,1158,1000,95,95.0,0.0,1,999,0.00038,35.0,0.12,0.8,155.68,155.68
1096,53.21587,139.610524,7.269457970910395,500000.0,785398.1633974483,1,1213,1000,167,167.0,0.0,1,999,0.000668,35.0,0.12,0.8,155.68,155.68
1097,53.396059,139.610892,7.021848922091522,500000.0,785398.1633974483,1,1269,1000,686,569.4,0.16997084548104957,3,997,0.002744,35.0,0.12,0.8,157.04000000000002,157.04
1098,53.576248,139.611285,6.777145247875239,500000.0,785398.1633974483,1,1324,1000,40,40.0,0.0,1,999,0.00016,35.0,0.12,0.8,155.68,155.68
1099,53.756435,139.611703,6.53526869027084,500000.0,785398.1633974483,1,1380,1000,10,10.0,0.0,1,999,4e-05,35.0,0.12,0.8,155.68,155.68
1100,53.936622,139.612147,6.2961436981685495,500000.0,785398.1633974483,1,1435,1000,10,10.0,0.0,1,999,4e-05,35.0,0.12,0.8,155.68,155.68
1101,54.116807,139.612616,6.059697314929167,500000.0,785398.1633974483,1,1490,1000,10,10.0,0.0,1,999,4e-05,35.0,0.12,0.8,155.68,155.68
1102,54.296991,139.613113,5.8258590713286935,500000.0,785398.1633974483,1,1545,1000,1599,1574.7,0.015196998123827354,7,993,0.006396,35.0,0.12,0.8,159.76,159.76
1103,54.477174,139.613636,5.5945608835754115,500000.0,785398.1633974483,1,1600,1000,95,95.0,0.0,1,999,0.00038,35.0,0.12,0.8,155.68,155.68
1104,54.657355,139.614186,5.365736956133617,500000.0,785398.1633974483,1,1654,1000,10,10.0,0.0,1,999,4e-05,35.0,0.12,0.8,155.68,155.68
1105,54.837535,139.614763,5.139323689102042,500000.0,785398.1633974483,1,1708,1000,390,389.0,0.002564102564102555,2,998,0.00156,35.0,0.12,0.8,156.35999999999999,156.35999999999999
1106,55.017714,139.615369,4.915259589910164,500000.0,785398.1633974483,1,1762,1000,1599,530.1,0.6684803001876172,7,993,0.006396,35.0,0.12,0.8,159.76,159.76
1107,55.197892,139.616002,4.693485189108543,500000.0,785398.1633974483,1,1815,1000,1599,530.1,0.6684803001876172,7,993,0.006396,35.0,0.12,0.8,159.76,159.76
1108,55.378069,139.616664,4.473942960041114,500000.0,785398.1633974483,1,1868,1000,255,254.8,0.0007843137254901489,2,998,0.00102,35.0,0.12,0.8,156.35999999999999,156.35999999999999
1109,55.558244,139.617354,4.256577242200564,500000.0,785398.1633974483,1,1920,1000,95,95.0,0.0,1,999,0.00038,35.0,0.12,0.8,155.68,155.68
1110,55.738418,139.618074,4.041334168078009,500000.0,785398.1633974483,1,1971,1000,95,95.0,0.0,1,999,0.00038,35.0,0.12,0.8,155.68,155.68
1111,55.91859,139.618823,3.828161593328417,500000.0,785398.1633974483,1,2022,1000,15,15.0,0.0,1,999,6e-05,35.0,0.12,0.8,155.68,155.68
1112,56.098762,139.619602,3.617009030084432,500000.0,785398.1633974483,1,2073,1000,1599,530.1,0.6684803001876172,7,993,0.006396,35.0,0.12,0.8,159.76,159.76
1113,56.278932,139.620411,3.407827583259291,500000.0,785398.1633974483,1,2123,1000,167,167.0,0.0,1,999,0.000668,35.0,0.12,0.8,155.68,155.68
1114,56.4591,139.621251,3.200569889687813,500000.0,785398.1633974483,1,2172,1000,167,167.0,0.0,1,999,0.000668,35.0,0.12,0.8,155.68,155.68
1115,56.639267,139.622122,2.995190059965381,500000.0,785398.1633974483,1,2220,1000,255,254.8,0.0007843137254901489,2,998,0.00102,35.0,0.12,0.8,156.35999999999999,156.35999999999999
1116,56.819433,139.623024,2.7916436228486248,500000.0,785398.1633974483,1,2268,1000,686,569.4,0.16997084548104957,3,997,0.002744,35.0,0.12,0.8,157.04000000000002,157.04
1117,56.999598,139.623957,2.5898874720922436,500000.0,785398.1633974483,1,2315,1000,390,388.8,0.003076923076923088,2,998,0.00156,35.0,0.12,0.8,156.35999999999999,156.35999999999999
1118,57.17976,139.624923,2.3898798156018017,500000.0,785398.1633974483,1,2362,1000,390,388.8,0.003076923076923088,2,998,0.00156,35.0,0.12,0.8,156.35999999999999,156.35999999999999
1119,57.359922,139.625921,2.191580126787784,500000.0,785398.1633974483,1,2407,1000,10,10.0,0.0,1,999,4e-05,35.0,0.12,0.8,155.68,155.68
1120,57.540082,139.626952,1.99494909801561,500000.0,785398.1633974483,1,2452,1000,10,10.0,0.0,1,999,4e-05,35.0,0.12,0.8,155.68,155.68
1121,57.720241,139.628016,1.7999485960472157,500000.0,785398.1633974483,1,2496,1000,1599,1574.7,0.015196998123827354,7,993,0.006396,35.0,0.12,0.8,159.76,159.76
1122,57.900398,139.629114,1.606541619380863,500000.0,785398.1633974483,1,2539,1000,255,254.8,0.0007843137254901489,2,998,0.00102,35.0,0.12,0.8,156.35999999999999,156.35999999999999
1123,58.080553,139.630246,1.4146922573951315,500000.0,785398.1633974483,1,2581,1000,1048,1041.2,0.0064885496183205715,5,995,0.004192,35.0,0.12,0.8,158.39999999999998,158.39999999999998
1124,58.260707,139.631412,1.2243656512133327,500000.0,785398.1633974483,1,2623,1000,255,254.8,0.0007843137254901489,2,998,0.00102,35.0,0.12,0.8,156.35999999999999,156.35999999999999
1125,58.44086,139.632613,1.035527956204703,500000.0,785398.1633974483,1,2663,1000,1599,530.1,0.6684803001876172,7,993,0.006396,35.0,0.12,0.8,159.76,159.76
1126,58.621011,139.633848,0.8481463060455496,500000.0,785398.1633974483,1,2703,1000,10,10.0,0.0,1,999,4e-05,35.0,0.12,0.8,155.68,155.68
1127,58.801161,139.63512,0.662188778267705,500000.0,785398.1633974483,1,2741,1000,255,254.8,0.0007843137254901489,2,998,0.00102,35.0,0.12,0.8,156.35999999999999,156.35999999999999
1128,58.981308,139.636427,0.47762436122289387,500000.0,785398.1633974483,1,2779,1000,10,10.0,0.0,1,999,4e-05,35.0,0.12,0.8,155.68,155.68
1129,59.161455,139.637771,0.294422922398752,500000.0,785398.1633974483,1,2816,1000,1599,530.1,0.6684803001876172,7,993,0.006396,35.0,0.12,0.8,159.76,159.76
1130,59.341599,139.639152,0.11255517802271697,500000.0,785398.1633974483,1,2852,1000,40,40.0,0.0,1,999,0.00016,35.0,0.12,0.8,155.68,155.68
1131,59.521742,139.64057,0.06800733610492671,500000.0,785398.1633974483,1,2887,1000,1048,1041.2,0.0064885496183205715,5,995,0.004192,35.0,0.12,0.8,158.39999999999998,158.39999999999998
1132,59.701884,139.642025,0.24729229260577767,500000.0,785398.1633974483,1,2921,1000,10,10.0,0.0,1,999,4e-05,35.0,0.12,0.8,155.68,155.68
1133,59.882023,139.643519,0.42532659939882933,500000.0,785398.1633974483,1,2954,1000,1599,530.1,0.6684803001876172,7,993,0.006396,35.0,0.12,0.8,159.76,159.76
1134,60.062162,139.645051,0.6021364255076378,500000.0,785398.1633974483,1,2986,1000,390,389.0,0.002564102564102555,2,998,0.00156,35.0,0.12,0.8,156.35999999999999,156.35999999999999
1135,60.242298,139.646622,0.7777472258481453,500000.0,785398.1633974483,1,3017,1000,167,167.0,0.0,1,999,0.000668,35.0,0.12,0.8,155.68,155.68
1136,60.422433,139.648232,0.9521837650415819,500000.0,785398.1633974483,1,3047,1000,10,10.0,0.0,1,999,4e-05,35.0,0.12,0.8,155.68,155.68
1137,60.602565,139.649882,1.1254701402972103,500000.0,785398.1633974483,1,3076,1000,167,167.0,0.0,1,999,0.000668,35.0,0.12,0.8,155.68,155.68
1138,60.782697,139.651573,1.2976298034058118,500000.0,785398.1633974483,1,3104,1000,255,254.8,0.0007843137254901489,2,998,0.00102,35.0,0.12,0.8,156.35999999999999,156.35999999999999
1139,60.962826,139.653304,1.4686855818830509,500000.0,785398.1633974483,1,3131,1000,10,10.0,0.0,1,999,4e-05,35.0,0.12,0.8,155.68,155.68
1140,61.142954,139.655076,1.6386596993006322,500000.0,785398.1633974483,1,3157,1000,40,40.0,0.0,1,999,0.00016,35.0,0.12,0.8,155.68,155.68
1141,61.323079,139.65689,1.807573794840124,500000.0,785398.1633974483,1,3182,1000,95,95.0,0.0,1,999,0.00038,35.0,0.12,0.8,155.68,155.68
1142,61.503203,139.658746,1.9754489421039239,500000.0,785398.1633974483,1,3206,1000,10,10.0,0.0,1,999,4e-05,35.0,0.12,0.8,155.68,155.68
1143,61.683326,139.660644,2.1423056672153677,500000.0,785398.1633974483,1,3229,1000,10,10.0,0.0,1,999,4e-05,35.0,0.12,0.8,155.68,155.68
1144,61.863446,139.662586,2.3081639662380553,500000.0,785398.1633974483,1,3252,1000,686,569.4,0.16997084548104957,3,997,0.002744,35.0,0.12,0.8,157.04000000000002,157.04
1145,62.043564,139.664571,2.4730433219447434,500000.0,785398.1633974483,1,3273,1000,255,254.8,0.0007843137254901489,2,998,0.00102,35.0,0.12,0.8,156.35999999999999,156.35999999999999
1146,62.223681,139.6666,2.6369627199620993,500000.0,785398.1633974483,1,3293,1000,167,167.0,0.0,1,999,0.000668,35.0,0.12,0.8,155.68,155.68
1147,62.403796,139.668673,2.7999406643191946,500000.0,785398.1633974483,1,3312,1000,390,388.8,0.003076923076923088,2,998,0.00156,35.0,0.12,0.8,156.35999999999999,156.35999999999999
1148,62.583908,139.670792,2.961995192423757,500000.0,785398.1633974483,1,3330,1000,40,40.0,0.0,1,999,0.00016,35.0,0.12,0.8,155.68,155.68
1149,62.764019,139.672956,3.1231438894910752,500000.0,785398.1633974483,1,3347,1000,15,15.0,0.0,1,999,6e-05,35.0,0.12,0.8,155.68,155.68
1150,62.944128,139.675166,3.2834039024478727,500000.0,785398.1633974483,1,3364,1000,255,254.8,0.0007843137254901489,2,998,0.00102,35.0,0.12,0.8,156.35999999999999,156.35999999999999
1151,63.124235,139.677422,3.442791953333142,500000.0,785398.1633974483,1,3379,1000,390,388.8,0.003076923076923088,2,998,0.00156,35.0,0.12,0.8,156.35999999999999,156.35999999999999
1152,63.30434,139.679725,3.6013243522166647,500000.0,785398.1633974483,1,3393,1000,686,569.4,0.16997084548104957,3,997,0.002744,35.0,0.12,0.8,157.04000000000002,157.04
1153,63.484442,139.682076,3.7590170096555937,500000.0,785398.1633974483,1,3406,1000,255,254.8,0.0007843137254901489,2,998,0.00102,35.0,0.12,0.8,156.35999999999999,156.35999999999999
1154,63.664543,139.684474,3.915885448706831,500000.0,785398.1633974483,1,3419,1000,15,15.0,0.0,1,999,6e-05,35.0,0.12,0.8,155.68,155.68
1155,63.844642,139.686922,4.071944816514701,500000.0,785398.1633974483,1,3430,1000,255,254.8,0.0007843137254901489,2,998,0.00102,35.0,0.12,0.8,156.35999999999999,156.35999999999999
1156,64.024738,139.689418,4.227209895490063,500000.0,785398.1633974483,1,3441,1000,40,40.0,0.0,1,999,0.00016,35.0,0.12,0.8,155.68,155.68
1157,64.204833,139.691964,4.38169511409771,500000.0,785398.1633974483,1,3450,1000,1599,1574.7,0.015196998123827354,7,993,0.006396,35.0,0.12,0.8,159.76,159.76
1158,64.384925,139.69456,4.5354145572680125,500000.0,785398.1633974483,1,3458,1000,167,167.0,0.0,1,999,0.000668,35.0,0.12,0.8,155.68,155.68
1159,64.565016,139.697207,4.688381976447147,500000.0,785398.1633974483,1,3466,1000,1599,530.1,0.6684803001876172,7,993,0.006396,35.0,0.12,0.8,159.76,159.76
1160,64.745104,139.699905,4.840610799301231,500000.0,785398.1633974483,1,3473,1000,15,15.0,0.0,1,999,6e-05,35.0,0.12,0.8,155.68,155.68
1161,64.92519,139.702655,4.992114139086908,500000.0,785398.1633974483,1,3478,1000,40,40.0,0.0,1,999,0.00016,35.0,0.12,0.8,155.68,155.68
1162,65.105273,139.705457,5.142904803702436,500000.0,785398.1633974483,1,3483,1000,10,10.0,0.0,1,999,4e-05,35.0,0.12,0.8,155.68,155.68
1163,65.285355,139.708312,5.292995304431258,500000.0,785398.1633974483,1,3487,1000,10,10.0,0.0,1,999,4e-05,35.0,0.12,0.8,155.68,155.68
1164,65.465434,139.711221,5.442397864390159,500000.0,785398.1633974483,1,3490,1000,686,684.4,0.0023323615160349975,3,997,0.002744,35.0,0.12,0.8,157.04000000000002,157.04
1165,65.645511,139.714184,5.59112442669354,500000.0,785398.1633974483,1,3491,1000,40,40.0,0.0,1,999,0.00016,35.0,0.12,0.8,155.68,155.68
1166,65.825585,139.717201,5.739186662344679,500000.0,785398.1633974483,1,3492,1000,686,684.4,0.0023323615160349975,3,997,0.002744,35.0,0.12,0.8,157.04000000000002,157.04
1167,66.005658,139.720274,5.886595977864289,500000.0,785398.1633974483,1,3492,1000,95,95.0,0.0,1,999,0.00038,35.0,0.12,0.8,155.68,155.68
1168,66.185728,139.723403,6.033363522666775,500000.0,785398.1633974483,1,3492,1000,390,388.8,0.003076923076923088,2,998,0.00156,35.0,0.12,0.8,156.35999999999999,156.35999999999999
1169,66.365795,139.726588,6.17950019619343,500000.0,785398.1633974483,1,3490,1000,95,95.0,0.0,1,999,0.00038,35.0,0.12,0.8,155.68,155.68
1170,66.545861,139.72983,6.32501665481189,500000.0,785398.1633974483,1,3487,1000,95,95.0,0.0,1,999,0.00038,35.0,0.12,0.8,155.68,155.68
1171,66.725924,139.733131,6.469923318490544,500000.0,785398.1633974483,1,3483,1000,390,389.0,0.002564102564102555,2,998,0.00156,35.0,0.12,0.8,156.35999999999999,156.35999999999999
1172,66.905984,139.736489,6.614230377256661,500000.0,785398.1633974483,1,3479,1000,390,388.8,0.003076923076923088,2,998,0.00156,35.0,0.12,0.8,156.35999999999999,156.35999999999999
1173,67.086042,139.739907,6.757947797445752,500000.0,785398.1633974483,1,3473,1000,1048,567.4,0.458587786259542,5,995,0.004192,35.0,0.12,0.8,158.39999999999998,158.39999999999998
1174,67.266098,139.743384,6.901085327750394,500000.0,785398.1633974483,1,3466,1000,40,40.0,0.0,1,999,0.00016,35.0,0.12,0.8,155.68,155.68
1175,67.446151,139.746922,7.043652505075585,500000.0,785398.1633974483,1,3459,1000,10,10.0,0.0,1,999,4e-05,35.0,0.12,0.8,155.68,155.68
