step,orbit_index,orbit_timestamp_s,center_elevation_deg,center_slant_range_km,user_positions_count,user_distance_min_km,user_distance_max_km,user_distance_mean_km,elevation_impact_range_ratio,elevation_impact_fspl_delta_db,sample_user_positions_local_m,elev_90deg_num_users,elev_90deg_distance_km,elev_55deg_num_users,elev_55deg_distance_km,elev_25deg_num_users,elev_25deg_distance_km,elev_90deg_busy,elev_90deg_idle,elev_90deg_sleep,elev_90deg_energy_model_w,elev_55deg_busy,elev_55deg_idle,elev_55deg_sleep,elev_55deg_energy_model_w,elev_25deg_busy,elev_25deg_idle,elev_25deg_sleep,elev_25deg_energy_model_w
46,2942,46.0,59.221044663701825,680.1333646736962,237,638.3906426333758,734.770442498235,682.0121215288742,1.1366868692147905,1.1128168627681496,-74391.4|47114.7|-608.6;53679.0|-4254.1|-227.6;46800.8|-29199.3|-238.8;-35443.6|-42227.5|-238.5;-48043.2|31455.5|-258.8;-57133.0|-72870.4|-672.9,79,604.6955058614238,79,716.0766788204311,79,1210.3723492164304,20,152,65,3.37,27,147,63,4.025,77,112,48,8.71
47,2943,47.0,58.66037360046169,683.7063646070826,237,639.3290648994641,739.676842492126,684.926028206743,1.1415433803445718,1.1498483995087876,-64149.5|5385.4|-325.2;40948.6|-23888.7|-176.4;34427.3|-37966.3|-206.1;-97087.5|-12266.4|-751.6;25268.6|62084.3|-352.6;27414.0|-14638.5|-75.8,79,604.5433568218751,79,714.9903892763433,79,1210.960780769227,20,152,65,3.37,27,147,63,4.025,77,112,48,8.71
48,2944,48.0,58.105252792392534,687.3369593001688,237,642.1173987116581,743.0674379046443,688.7437178883306,1.147906196480551,1.1981280048742236,-50435.8|59897.7|-481.2;-5011.6|-55519.4|-243.9;-59338.9|-34384.9|-369.1;74720.2|-9944.6|-445.9;11201.3|-53303.2|-232.8;-63949.4|66739.6|-670.5,79,604.7517227047633,79,718.9006800971287,79,1218.7234189245469,20,152,65,3.37,27,147,63,4.025,78,111,48,8.801
49,2945,49.0,57.555681421215134,691.0242366932007,237,645.442339808441,749.0742706151788,692.6652260464681,1.1544420434107803,1.247442697273701,74185.3|38728.2|-549.7;3155.5|29441.6|-68.8;-6680.0|41478.8|-138.5;-66012.4|50531.7|-542.4;-1572.7|-40135.3|-126.6;-20571.4|-22553.0|-73.1,79,603.971714608458,79,719.7740960402025,79,1211.4962266057814,19,153,65,3.2790000000000004,27,147,63,4.025,77,112,48,8.71
50,2946,50.0,57.011655057394506,694.7672899757956,237,650.0435514608761,751.3462754301573,700.3297525155516,1.1672162541925861,1.34302653481888,1224.2|-62430.9|-306.0;-79877.3|-51451.2|-708.5;23117.6|76237.3|-498.1;-26923.6|-76058.3|-510.9;85019.2|-46576.0|-737.6;-27384.1|25347.2|-109.3,79,604.5223101280134,79,717.7445022828163,79,1226.105415848418,20,152,65,3.37,27,147,63,4.025,79,111,47,8.901
51,2947,51.0,56.47316581727098,698.5652181783529,237,650.6813410913195,756.9163662047688,703.0633422708672,1.171772237118112,1.3768640804748253,-3952.4|-11230.5|-11.1;24626.3|-62098.1|-350.2;15671.6|-70963.7|-414.5;38953.4|63277.0|-433.3;26569.6|-50839.2|-258.3;95739.4|-6937.5|-723.2,79,604.4905023896234,79,724.2973998366865,79,1219.2700099081155,20,152,65,3.37,28,146,63,4.1160000000000005,78,111,48,8.801
52,2948,52.0,55.940202519346215,702.4171267261167,237,654.1619910124325,758.2005177897473,704.7646364488559,1.1746077274147597,1.3978570723582533,65114.3|-56458.5|-582.9;45421.0|-1095.0|-162.0;-29010.1|-43286.9|-213.1;28409.0|92273.2|-731.6;-74798.8|30911.3|-514.1;-53085.0|-66258.5|-565.7,79,604.1585199161041,79,723.1415467621614,79,1213.3228217711799,19,153,65,3.2790000000000004,28,146,63,4.1160000000000005,77,112,48,8.71
53,2949,53.0,55.41275083928208,706.3221279566417,237,656.3697624731044,765.0668899755192,708.5862780756364,1.1809771301260605,1.444829749794034,26049.5|61651.4|-351.6;-21909.6|-19154.1|-66.5;84701.8|19621.8|-593.3;73948.5|24119.7|-474.8;75826.9|3235.6|-452.1;63617.6|-32623.7|-401.2,79,604.3798126082672,79,720.7999879581398,79,1216.5860097421016,19,153,65,3.2790000000000004,28,146,63,4.1160000000000005,77,112,48,8.71
54,2950,54.0,54.89079346320652,710.2793416014658,237,660.6536943309611,769.8899856492109,711.4710290948307,1.1857850484913843,1.4801194008902336,39708.8|-32695.1|-207.6;48888.6|-14475.7|-204.0;64829.2|-14485.8|-346.3;-10523.7|69809.4|-391.2;14034.6|-66151.0|-358.9;47913.6|27972.1|-241.6,79,604.3808960437635,79,718.9732078632929,79,1214.4356012034123,19,153,65,3.2790000000000004,27,147,63,4.025,77,112,48,8.71
55,2951,55.0,54.37431023896089,714.2878952329283,237,664.5059109432946,774.7194254111242,717.9554408954608,1.1965924014924347,1.5589248138380198,49607.9|-26853.0|-249.7;-15635.6|72809.4|-435.2;-66715.9|15592.6|-368.4;-12391.3|7544.7|-16.5;-1131.3|-89496.3|-628.7;-36551.5|33758.8|-194.3,79,604.4340681165623,79,723.76610094715,79,1214.1850232245215,20,152,65,3.37,28,146,63,4.1160000000000005,77,112,48,8.71
56,2952,56.0,53.86327832495662,718.3469246770785,237,666.5979343455218,778.6941574514888,723.151090370536,1.2052518172842268,1.621555899735063,-3629.7|-23179.0|-43.2;-32891.5|19248.9|-114.0;62714.0|-71626.3|-711.3;-35432.3|-75295.1|-543.5;73301.5|59566.1|-700.2;-981.6|-79684.9|-498.4,79,604.8806924975588,79,721.1687857632585,79,1220.8030817662864,20,152,65,3.37,28,146,63,4.1160000000000005,78,111,48,8.801
57,2953,57.0,53.357672336345075,722.4555743936867,237,669.6715995016909,783.2736793088831,725.0179138819826,1.2083631898033045,1.6439497390292115,-57945.9|-38312.3|-378.7;64310.5|-10619.3|-333.4;-38984.8|56993.4|-374.2;-16257.8|-2720.4|-21.3;-44248.4|-42474.6|-295.3;-48812.5|-42834.2|-331.0,79,604.2738924583688,79,723.1794333057953,79,1212.134293437829,19,153,65,3.2790000000000004,28,146,63,4.1160000000000005,77,112,48,8.71
58,2954,58.0,52.8574644882383,726.6129978244395,237,673.5726548363862,787.424037241797,730.8146735941626,1.218024455990271,1.7131201665117795,7819.1|39382.1|-126.5;25806.3|57230.2|-309.3;-9834.6|-82766.2|-545.2;-30186.8|-91857.8|-733.8;4063.0|-15519.9|-20.2;17447.9|-60312.8|-309.4,79,604.2186052149768,79,719.3203473426868,79,1219.6715690338424,19,153,65,3.2790000000000004,27,147,63,4.025,78,111,48,8.801
59,2955,59.0,52.36262473575026,730.818357710395,237,678.3628392518735,792.1385540727221,733.7010463930573,1.222835077321762,1.7473577615125784,22852.5|5422.7|-43.3;29946.9|-73218.3|-491.1;42038.8|18303.2|-165.0;-57481.8|-26242.2|-313.4;-82506.5|-9288.6|-541.0;20701.4|-18065.5|-59.2,79,604.0800199780997,79,722.6162338714169,79,1211.1054856706205,19,153,65,3.2790000000000004,28,146,63,4.1160000000000005,77,112,48,8.71
60,2956,60.0,51.87312091065912,735.0708263798415,237,680.8795423132696,798.1415676632986,738.3742436455194,1.230623739409199,1.8025057722476803,73270.1|53266.8|-644.0;60308.1|20195.6|-317.5;2136.5|-41429.5|-135.1;-79842.0|-22141.0|-538.8;-37236.8|-41129.8|-241.6;-46337.4|-55589.0|-411.0,79,604.3182713396676,79,725.246405227568,79,1212.9973252386276,19,153,65,3.2790000000000004,28,146,63,4.1160000000000005,77,112,48,8.71
