nodes,10.000000,11.000000,12.000000,13.000000,14.000000,16.000000,17.000000,19.000000,20.000000,22.000000,24.000000,26.000000,29.000000,32.000000,35.000000,38.000000,41.000000,45.000000,49.000000,54.000000,59.000000,64.000000,70.000000,77.000000,84.000000,92.000000,100.000000,109.000000,119.000000,130.000000,143.000000,156.000000,170.000000,186.000000,203.000000,222.000000,242.000000,265.000000,289.000000,316.000000,346.000000,378.000000,412.000000,451.000000,492.000000,538.000000,588.000000,642.000000,702.000000,767.000000,838.000000,915.000000,1000.000000,1093.000000,1194.000000,1304.000000,1425.000000,1557.000000,1701.000000,1859.000000,2031.000000,2219.000000,2424.000000,2649.000000,2894.000000,3162.000000,3455.000000,3775.000000,4125.000000,4507.000000,4924.000000,5380.000000,5878.000000,6422.000000,7017.000000,7667.000000,8377.000000,9152.000000,10000.000000
driver-CR1-58p-dec_payld-base-tx_power_mw,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000
driver-CR1-58p-dec_payld-base-attenuation_linear,5.129741e-16,5.129926e-16,5.129897e-16,5.129894e-16,5.129718e-16,5.129835e-16,5.129791e-16,5.129725e-16,5.129638e-16,5.129696e-16,5.129702e-16,5.129705e-16,5.129695e-16,5.129708e-16,5.129749e-16,5.129795e-16,5.129789e-16,5.129765e-16,5.129783e-16,5.129783e-16,5.129792e-16,5.129812e-16,5.129815e-16,5.129773e-16,5.129759e-16,5.129775e-16,5.129741e-16,5.129741e-16,5.129774e-16,5.129755e-16,5.129721e-16,5.129751e-16,5.129783e-16,5.129794e-16,5.129792e-16,5.129801e-16,5.129770e-16,5.129776e-16,5.129766e-16,5.129781e-16,5.129771e-16,5.129781e-16,5.129779e-16,5.129781e-16,5.129781e-16,5.129793e-16,5.129782e-16,5.129786e-16,5.129786e-16,5.129797e-16,5.129784e-16,5.129792e-16,5.129795e-16,5.129785e-16,5.129784e-16,5.129796e-16,5.129792e-16,5.129788e-16,5.129785e-16,5.129786e-16,5.129783e-16,5.129783e-16,5.129784e-16,5.129777e-16,5.129774e-16,5.129769e-16,5.129770e-16,5.129766e-16,5.129765e-16,5.129772e-16,5.129769e-16,5.129771e-16,5.129771e-16,5.129771e-16,5.129771e-16,5.129773e-16,5.129776e-16,5.129771e-16,5.129773e-16
driver-CR1-58p-dec_payld-base-attenuation_db,150.000000,150.000000,150.000000,150.000000,150.000000,150.000000,150.000000,150.000000,150.000000,150.000000,150.000000,150.000000,150.000000,150.000000,150.000000,150.000000,150.000000,150.000000,150.000000,150.000000,150.000000,150.000000,150.000000,150.000000,150.000000,150.000000,150.000000,150.000000,150.000000,150.000000,150.000000,150.000000,150.000000,150.000000,150.000000,150.000000,150.000000,150.000000,150.000000,150.000000,150.000000,150.000000,150.000000,150.000000,150.000000,150.000000,150.000000,150.000000,150.000000,150.000000,150.000000,150.000000,150.000000,150.000000,150.000000,150.000000,150.000000,150.000000,150.000000,150.000000,150.000000,150.000000,150.000000,150.000000,150.000000,150.000000,150.000000,150.000000,150.000000,150.000000,150.000000,150.000000,150.000000,150.000000,150.000000,150.000000,150.000000,150.000000,150.000000
driver-CR1-58p-dec_payld-base-rx_power_mw,1.659952e-10,1.660012e-10,1.660002e-10,1.660001e-10,1.659944e-10,1.659982e-10,1.659968e-10,1.659947e-10,1.659918e-10,1.659937e-10,1.659939e-10,1.659940e-10,1.659937e-10,1.659941e-10,1.659954e-10,1.659969e-10,1.659967e-10,1.659959e-10,1.659965e-10,1.659965e-10,1.659968e-10,1.659975e-10,1.659976e-10,1.659962e-10,1.659958e-10,1.659963e-10,1.659952e-10,1.659952e-10,1.659962e-10,1.659956e-10,1.659945e-10,1.659955e-10,1.659965e-10,1.659969e-10,1.659968e-10,1.659971e-10,1.659961e-10,1.659963e-10,1.659960e-10,1.659965e-10,1.659961e-10,1.659964e-10,1.659964e-10,1.659965e-10,1.659964e-10,1.659968e-10,1.659965e-10,1.659966e-10,1.659966e-10,1.659970e-10,1.659966e-10,1.659968e-10,1.659969e-10,1.659966e-10,1.659966e-10,1.659970e-10,1.659968e-10,1.659967e-10,1.659966e-10,1.659966e-10,1.659965e-10,1.659965e-10,1.659966e-10,1.659963e-10,1.659962e-10,1.659961e-10,1.659961e-10,1.659960e-10,1.659960e-10,1.659962e-10,1.659961e-10,1.659961e-10,1.659961e-10,1.659961e-10,1.659961e-10,1.659962e-10,1.659963e-10,1.659961e-10,1.659962e-10
driver-CR1-58p-dec_payld-base-rx_power_dbm,-97.799046,-97.798889,-97.798914,-97.798916,-97.799065,-97.798966,-97.799003,-97.799059,-97.799133,-97.799084,-97.799079,-97.799076,-97.799085,-97.799074,-97.799038,-97.799000,-97.799005,-97.799025,-97.799010,-97.799010,-97.799003,-97.798985,-97.798983,-97.799019,-97.799030,-97.799017,-97.799045,-97.799046,-97.799018,-97.799034,-97.799063,-97.799037,-97.799010,-97.799001,-97.799003,-97.798995,-97.799021,-97.799016,-97.799024,-97.799011,-97.799020,-97.799012,-97.799014,-97.799011,-97.799012,-97.799002,-97.799011,-97.799007,-97.799007,-97.798999,-97.799009,-97.799002,-97.799000,-97.799008,-97.799009,-97.798999,-97.799003,-97.799005,-97.799008,-97.799008,-97.799010,-97.799010,-97.799009,-97.799015,-97.799018,-97.799022,-97.799021,-97.799024,-97.799025,-97.799019,-97.799022,-97.799020,-97.799020,-97.799020,-97.799020,-97.799018,-97.799016,-97.799020,-97.799019
driver-CR1-58p-dec_payld-base-noise_power_mw,9.642320e-12,9.642315e-12,9.642033e-12,9.642269e-12,9.642057e-12,9.642533e-12,9.642217e-12,9.642420e-12,9.642290e-12,9.642611e-12,9.642393e-12,9.642142e-12,9.642270e-12,9.642182e-12,9.642424e-12,9.642270e-12,9.642146e-12,9.642208e-12,9.642174e-12,9.642695e-12,9.642431e-12,9.642320e-12,9.642010e-12,9.642129e-12,9.642186e-12,9.642442e-12,9.641905e-12,9.642493e-12,9.642366e-12,9.642542e-12,9.642267e-12,9.642799e-12,9.642115e-12,9.642167e-12,9.642386e-12,9.642442e-12,9.642247e-12,9.642256e-12,9.642462e-12,9.642152e-12,9.642691e-12,9.642658e-12,9.642473e-12,9.642663e-12,9.642341e-12,9.642231e-12,9.642591e-12,9.642384e-12,9.642387e-12,9.642556e-12,9.642340e-12,9.642069e-12,9.642348e-12,9.642368e-12,9.642203e-12,9.642579e-12,9.642602e-12,9.642369e-12,9.641643e-12,9.642260e-12,9.642002e-12,9.642030e-12,9.642438e-12,9.642707e-12,9.642087e-12,9.642487e-12,9.642089e-12,9.642818e-12,9.642290e-12,9.642234e-12,9.642138e-12,9.642274e-12,9.642984e-12,9.642484e-12,9.642150e-12,9.642462e-12,9.642073e-12,9.641800e-12,9.641746e-12
driver-CR1-58p-dec_payld-base-total_power_mw,1.756036e-10,1.755772e-10,1.757026e-10,1.756385e-10,1.756191e-10,1.757367e-10,1.756887e-10,1.787017e-10,1.755601e-10,1.756681e-10,1.757119e-10,1.755975e-10,1.756321e-10,1.756393e-10,1.755980e-10,1.772241e-10,1.757134e-10,1.757028e-10,1.764326e-10,1.788878e-10,1.782860e-10,1.756497e-10,1.756360e-10,1.756060e-10,1.769456e-10,1.763267e-10,1.759219e-10,1.762860e-10,1.771405e-10,1.775208e-10,1.766161e-10,1.774685e-10,1.763883e-10,1.774419e-10,1.801385e-10,1.786861e-10,1.804959e-10,1.796543e-10,1.806073e-10,1.803694e-10,1.800724e-10,1.794077e-10,1.842709e-10,1.842015e-10,1.840965e-10,1.825249e-10,1.828411e-10,1.844558e-10,1.864262e-10,1.854154e-10,1.858437e-10,1.882717e-10,1.881269e-10,1.914245e-10,1.944119e-10,1.940498e-10,1.965741e-10,1.975879e-10,2.000518e-10,2.040143e-10,2.013364e-10,2.084305e-10,2.099481e-10,2.131497e-10,2.199477e-10,2.215352e-10,2.254110e-10,2.297951e-10,2.339762e-10,2.387481e-10,2.435737e-10,2.543579e-10,2.623272e-10,2.676965e-10,2.749563e-10,2.879384e-10,2.959141e-10,3.078521e-10,3.197776e-10
driver-CR1-58p-dec_payld-base-interference_mw,8.566730e-14,6.318348e-14,1.145340e-13,1.138626e-13,9.939218e-14,1.587764e-13,1.177967e-13,3.180800e-12,6.157092e-14,1.111248e-13,1.544547e-13,1.117587e-13,9.181824e-14,1.164691e-13,8.128857e-14,1.687983e-12,1.414085e-13,1.433694e-13,8.626681e-13,3.367086e-12,2.722545e-12,9.883772e-14,9.331524e-14,9.293898e-14,1.385297e-12,7.852720e-13,3.766495e-13,7.491779e-13,1.620967e-12,2.013241e-12,1.085542e-12,1.937380e-12,8.598904e-13,1.907559e-12,4.597398e-12,3.139940e-12,4.956622e-12,4.121481e-12,5.077787e-12,4.831111e-12,4.544781e-12,3.860787e-12,8.717338e-12,8.654993e-12,8.547020e-12,6.981235e-12,7.298676e-12,8.903255e-12,1.086964e-11,9.875554e-12,1.030482e-11,1.271830e-11,1.257686e-11,1.586273e-11,1.885019e-11,1.848462e-11,2.101595e-11,2.202409e-11,2.448318e-11,2.844301e-11,2.576981e-11,3.285863e-11,3.437001e-11,3.756890e-11,4.436561e-11,4.595263e-11,4.982218e-11,5.420819e-11,5.838263e-11,6.315070e-11,6.797304e-11,7.875411e-11,8.672001e-11,9.208647e-11,9.934524e-11,1.123217e-10,1.202954e-10,1.322308e-10,1.441551e-10
driver-CR1-58p-dec_payld-base-snr_db,12.359139,12.359298,12.359400,12.359291,12.359238,12.359122,12.359228,12.359081,12.359065,12.358970,12.359073,12.359189,12.359123,12.359173,12.359099,12.359208,12.359258,12.359210,12.359240,12.359006,12.359132,12.359199,12.359341,12.359252,12.359215,12.359113,12.359326,12.359061,12.359146,12.359051,12.359146,12.358932,12.359267,12.359253,12.359152,12.359135,12.359196,12.359198,12.359096,12.359249,12.358997,12.359020,12.359102,12.359019,12.359163,12.359223,12.359051,12.359148,12.359147,12.359080,12.359166,12.359295,12.359172,12.359155,12.359228,12.359069,12.359055,12.359157,12.359482,12.359204,12.359318,12.359305,12.359122,12.358995,12.359272,12.359087,12.359268,12.358936,12.359173,12.359204,12.359244,12.359185,12.358865,12.359090,12.359241,12.359102,12.359280,12.359398,12.359424
