country,iso3,step,satellite_latitude,satellite_longitude,country_share,step_devices_total,step_demods_total,selected_nodes,selected_demods,series_demod_used,sent_packets_used,decoded_payload_base,decoded_payload_early_decode,decoded_payload_early_drop,decoded_payload_early_decode_drop,decoded_payload_mean,collision_rate,elevation_deg,footprint_radius_m,footprint_area_km2,idle_demodulators,busy_demodulators
Australia,AUS,627,-31.154011,135.700337,1.0,1828,1000,7,500,100,10,10.0,10.0,0.0,10.0,10.0,0.0,90.0,500000.0,785398.1633974483,499,1
Australia,AUS,628,-30.975927,135.760855,1.0,1828,1000,1500,1000,1000,1599,1571.6,1574.7,277.0,1851.7,1574.7,0.015196998123827354,90.0,500000.0,785398.1633974483,993,7
Australia,AUS,629,-30.797809,135.820335,1.0,1828,1000,40,1000,1000,40,40.0,40.0,0.0,40.0,40.0,0.0,90.0,500000.0,785398.1633974483,999,1
Australia,AUS,630,-30.619657,135.8788,1.0,1828,1000,7,1000,1000,10,10.0,10.0,0.0,10.0,10.0,0.0,90.0,500000.0,785398.1633974483,999,1
Australia,AUS,631,-30.441473,135.936273,1.0,1828,1000,15,500,100,15,15.0,15.0,0.0,15.0,15.0,0.0,90.0,500000.0,785398.1633974483,499,1
Australia,AUS,632,-30.263256,135.992776,1.0,1828,1000,260,700,100,255,255.0,254.8,1.8,256.6,254.8,0.0007843137254901489,90.0,500000.0,785398.1633974483,698,2
Australia,AUS,633,-30.085009,136.048329,1.0,1828,1000,15,300,100,15,15.0,15.0,0.0,15.0,15.0,0.0,90.0,500000.0,785398.1633974483,299,1
Australia,AUS,634,-29.906731,136.102954,1.0,1828,1000,1000,100,100,1048,298.4,567.4,45.8,613.1999999999999,567.4,0.458587786259542,90.0,500000.0,785398.1633974483,95,5
Australia,AUS,635,-29.728423,136.15667,1.0,1828,1000,7,700,100,10,10.0,10.0,0.0,10.0,10.0,0.0,90.0,500000.0,785398.1633974483,699,1
Australia,AUS,636,-29.550086,136.209498,1.0,1828,1000,1000,100,100,1048,298.4,567.4,45.8,613.1999999999999,567.4,0.458587786259542,90.0,500000.0,785398.1633974483,95,5
Australia,AUS,637,-29.371721,136.261456,1.0,1828,1000,40,500,100,40,40.0,40.0,0.0,40.0,40.0,0.0,90.0,500000.0,785398.1633974483,499,1
Australia,AUS,638,-29.193327,136.312562,1.0,1828,1000,15,100,100,15,15.0,15.0,0.0,15.0,15.0,0.0,90.0,500000.0,785398.1633974483,99,1
Australia,AUS,639,-29.014906,136.362835,1.0,1828,1000,7,100,100,10,10.0,10.0,0.0,10.0,10.0,0.0,90.0,500000.0,785398.1633974483,99,1
Australia,AUS,640,-28.836457,136.412292,1.0,1828,1000,40,300,100,40,40.0,40.0,0.0,40.0,40.0,0.0,90.0,500000.0,785398.1633974483,299,1
Australia,AUS,641,-28.657983,136.46095,1.0,1828,1000,40,700,100,40,40.0,40.0,0.0,40.0,40.0,0.0,90.0,500000.0,785398.1633974483,699,1
Australia,AUS,642,-28.479482,136.508825,1.0,1828,1000,260,100,100,255,255.0,254.8,1.8,256.6,254.8,0.0007843137254901489,90.0,500000.0,785398.1633974483,98,2
Australia,AUS,643,-28.300957,136.555934,1.0,1828,1000,1000,700,100,1048,298.4,567.4,45.8,613.1999999999999,567.4,0.458587786259542,90.0,500000.0,785398.1633974483,695,5
Australia,AUS,644,-28.122406,136.602291,1.0,1828,1000,7,700,100,10,10.0,10.0,0.0,10.0,10.0,0.0,90.0,500000.0,785398.1633974483,699,1
Australia,AUS,645,-27.943831,136.647914,1.0,1828,1000,90,500,100,95,94.8,95.0,0.1,95.1,95.0,0.0,90.0,500000.0,785398.1633974483,499,1
Australia,AUS,646,-27.765232,136.692815,1.0,1828,1000,40,700,100,40,40.0,40.0,0.0,40.0,40.0,0.0,90.0,500000.0,785398.1633974483,699,1
Australia,AUS,647,-27.58661,136.73701,1.0,1828,1000,1500,300,100,1599,293.6,530.1,92.9,623.0,530.1,0.6684803001876172,90.0,500000.0,785398.1633974483,293,7
Australia,AUS,648,-27.407965,136.780512,1.0,1828,1000,180,500,100,167,166.8,167.0,1.2,168.2,167.0,0.0,90.0,500000.0,785398.1633974483,499,1
Australia,AUS,649,-27.229297,136.823336,1.0,1828,1000,40,700,100,40,40.0,40.0,0.0,40.0,40.0,0.0,90.0,500000.0,785398.1633974483,699,1
Australia,AUS,650,-27.050607,136.865494,1.0,1828,1000,15,100,100,15,15.0,15.0,0.0,15.0,15.0,0.0,90.0,500000.0,785398.1633974483,99,1
Australia,AUS,651,-26.871895,136.907,1.0,1828,1000,90,700,100,95,94.8,95.0,0.1,95.1,95.0,0.0,90.0,500000.0,785398.1633974483,699,1
Australia,AUS,652,-26.693163,136.947866,1.0,1828,1000,260,500,100,255,255.0,254.8,1.8,256.6,254.8,0.0007843137254901489,90.0,500000.0,785398.1633974483,498,2
Australia,AUS,653,-26.514409,136.988105,1.0,1828,1000,90,300,100,95,94.8,95.0,0.1,95.1,95.0,0.0,90.0,500000.0,785398.1633974483,299,1
Australia,AUS,654,-26.335635,137.027728,1.0,1828,1000,2,1000,1000,10,10.0,10.0,0.0,10.0,10.0,0.0,90.0,500000.0,785398.1633974483,999,1
Australia,AUS,655,-26.15684,137.066747,1.0,1828,1000,7,1000,1000,10,10.0,10.0,0.0,10.0,10.0,0.0,90.0,500000.0,785398.1633974483,999,1
Australia,AUS,656,-25.978026,137.105174,1.0,1828,1000,700,700,100,686,299.0,569.4,18.9,588.3,569.4,0.16997084548104957,90.0,500000.0,785398.1633974483,697,3
Australia,AUS,657,-25.799192,137.14302,1.0,1828,1000,400,700,100,390,298.8,388.8,4.3,393.1,388.8,0.003076923076923088,90.0,500000.0,785398.1633974483,698,2
Australia,AUS,658,-25.62034,137.180296,1.0,1828,1000,1000,1000,1000,1048,1040.1,1041.2,89.3,1130.5,1041.2,0.0064885496183205715,90.0,500000.0,785398.1633974483,995,5
Australia,AUS,659,-25.441468,137.217012,1.0,1828,1000,400,700,100,390,298.8,388.8,4.3,393.1,388.8,0.003076923076923088,90.0,500000.0,785398.1633974483,698,2
