feature_name,feature_type,country,ocean,population,latitude,longitude
Unknown River,River,Russia,,0,50.9123289000131,85.96479201752436
Unknown River,River,Mali,,0,11.29258947424992,-7.380953915083793
Unknown River,River,Cameroon,,0,7.628214443624274,14.503756386626339
Unknown River,River,Dem. Rep. Congo,,0,-3.9601855673149196,24.96715982778169
Unknown River,River,Guinea-Bissau,,0,11.869389635249934,-13.821607271487009
Unknown River,River,Madagascar,,0,-20.150433946317676,46.55354986271605
Unknown River,River,Zambia,,0,-13.063293066539918,24.536142936084943
Unknown River,River,Mozambique,,0,-20.49979534420002,32.82790476242821
Unknown River,River,Nigeria,,0,12.41586827446578,5.332618915957183
Unknown River,River,Nigeria,,0,11.00495316084362,6.457252261091329
Unknown River,River,Brazil,,0,-11.119103360126903,-56.041680555125446
Unknown River,River,Bolivia,,0,-14.346668850356405,-60.40779762382452
Unknown River,River,Colombia,,0,6.717409539410667,-76.85740837669911
Unknown River,River,Brazil,,0,-6.797369579780878,-53.81360999799943
Unknown River,River,Venezuela,,0,6.970593000719172,-60.71747057110096
Unknown River,River,Brazil,,0,-3.1334642282344265,-46.77571240143929
Unknown River,River,Brazil,,0,1.2488974493616984,-51.33465829331802
Unknown River,River,Brazil,,0,-19.74071963826515,-41.99708511159989
Unknown River,River,Suriname,,0,2.8986164971718296,-54.31140548764583
Unknown River,River,Colombia,,0,-1.566534030710978,-72.61254605724528
Unknown River,River,Peru,,0,-7.601476669078503,-76.1913786744415
Unknown River,River,Guyana,,0,3.756896167323068,-58.50483137684561
Unknown River,River,Argentina,,0,-35.25570424166057,-59.51488434965414
Unknown River,River,Colombia,,0,3.283463236115497,-71.04728370359848
Unknown River,River,Brazil,,0,-18.649546324634652,-44.227765841379956
Unknown River,River,India,,0,17.717649222055588,75.5616491522149
Unknown River,River,India,,0,26.54244858226171,88.89430263403766
Unknown River,River,Laos,,0,14.980439808575658,106.66941421867166
Unknown River,River,China,,0,31.756575275215162,106.15018434290818
Unknown River,River,China,,0,23.796336579789255,114.80549801416085
Unknown River,River,China,,0,30.50637724998456,100.16137670021028
Unknown River,River,China,,0,31.846091256241422,80.26669503618277
Unknown River,River,Malaysia,,0,2.22761016913441,112.51045118597395
Unknown River,River,Russia,,0,64.82327207118445,72.87928124074627
Unknown River,River,Indonesia,,0,0.19611047228236383,115.68690592725619
Unknown River,River,Indonesia,,0,-4.733374209799406,138.92347240183767
Unknown River,River,Myanmar,,0,18.950267528908906,96.46851569884008
Unknown River,River,Malaysia,,0,3.7980408425813783,102.64125498808758
Unknown River,River,China,,0,23.73748628445094,106.74906842057369
Unknown River,River,India,,0,23.193316015312103,74.05782098945878
Unknown River,River,India,,0,21.403956075658936,75.40808634868334
Unknown River,River,India,,0,22.77479658514683,84.30465115086966
Unknown River,River,China,,0,24.4470560231149,113.19235780124119
Unknown River,River,Russia,,0,44.51076118180501,133.8152170470134
Unknown River,River,South Korea,,0,37.24088095656714,128.11442802117097
Unknown River,River,Russia,,0,69.7680837113952,110.20218064437155
Unknown River,River,Lesotho,,0,-29.670057244950453,27.103878057431945
Unknown River,River,Ethiopia,,0,6.827624524261597,41.932307846669126
Unknown River,River,South Africa,,0,-28.808414351430613,30.360417293778
Unknown River,River,India,,0,14.494124054092982,78.29911595628975
Unknown River,River,Argentina,,0,-46.94652777924419,-68.67695925101293
Unknown River,River,Gabon,,0,0.511056372341832,12.722201424757362
Unknown River,River,Tanzania,,0,-8.144138341875696,38.16985071002005
Unknown River,River,Russia,,0,52.71978479601906,118.74242612540777
Unknown River,River,Suriname,,0,5.412379703627355,-55.05053189743444
Unknown River,River,Suriname,,0,4.619169671623455,-57.67092687009068
Unknown River,River,Kenya,,0,-0.7724703858768815,37.71580154962378
Unknown River,River,China,,0,31.264956629540517,121.09865853690088
Unknown River,River,South Africa,,0,-33.80393997017284,21.696332502446936
Unknown River,River,Bolivia,,0,-17.38054893123199,-68.22403930284645
Unknown River,River,Russia,,0,72.11248877914181,89.57908886742769
Unknown River,River,Chad,,0,9.778273904944987,15.687440005662506
Unknown River,River,Eq. Guinea,,0,1.6256369800688382,10.760002089052662
Unknown River,River,France,,0,4.4907025306119115,-54.344899462697555
Unknown River,River,Bangladesh,,0,22.64612257196916,90.66710141752357
Unknown River,River,China,,0,22.81757461659666,108.52202781155333
Unknown River,River,India,,0,21.19080819754587,85.54355263959222
Unknown River,River,Papua New Guinea,,0,-4.251938510486062,142.5041100928923
Unknown River,River,Dem. Rep. Congo,,0,1.5657056857849356,25.188485952623516
Unknown River,River,Botswana,,0,-18.19293069213155,23.991134560571354
Unknown River,River,S. Sudan,,0,8.797689819722455,32.56008314390216
Unknown River,River,Cambodia,,0,13.460512093406571,106.71836979707018
Unknown River,River,China,,0,39.72361155324978,116.24013933625591
Unknown River,River,Russia,,0,45.28951201452139,133.12244054329338
Unknown River,River,Russia,,0,47.03081086409012,134.1924267838523
Unknown River,River,Russia,,0,55.52379207817229,69.34904375965152
Unknown River,River,Mali,,0,13.485338920816401,-5.183719466878254
Unknown River,River,Madagascar,,0,-19.71812168124786,44.93490978165637
Unknown River,River,Malaysia,,0,2.5837524357965567,111.80995396793722
Unknown River,River,China,,0,22.94989305844604,109.55574994371861
Unknown River,River,Russia,,0,61.20146192490809,96.20951505175758
Unknown River,River,South Korea,,0,37.55209792992646,126.97343326897038
Unknown River,River,Russia,,0,71.64779228253262,113.71655907487549
Unknown River,River,Somalia,,0,2.675182126925149,44.868739357022164
Unknown River,River,Botswana,,0,-17.89218560495303,24.81200504223889
Unknown River,River,China,,0,39.09866185964027,117.33360845865913
Unknown River,River,Russia,,0,70.5339629356847,135.39778114328945
Unknown River,River,Russia,,0,64.6168230742862,65.1752000991451
Unknown River,River,Egypt,,0,31.048106884447115,30.385071792051697
Unknown River,River,Russia,,0,61.397524234165985,69.76769318022784
Unknown River,River,Thailand,,0,14.500463544246818,100.2674343995979
Unknown River,River,Egypt,,0,30.29648852961561,32.45642458362995
Unknown River,River,Egypt,,0,30.720407371505072,32.36035537906532
Unknown River,River,Egypt,,0,30.439282768589145,31.721971530047508
Unknown River,River,Japan,,0,43.57899367380372,142.1465703015218
Unknown River,River,Indonesia,,0,2.358300547185502,116.15975010076532
Unknown River,River,Indonesia,,0,-1.1212254922667642,114.63761231233195
Unknown River,River,Papua New Guinea,,0,-6.853059140555279,144.5828091515254
Unknown River,River,Indonesia,,0,-0.5112569070162954,101.94758173377562
Unknown River,River,Botswana,,0,-19.597419694303053,23.245559847505422
Unknown River,River,Angola,,0,-16.000611361562957,18.022030322476645
Unknown River,River,South Africa,,0,-30.411808479784955,25.38750010263863
Unknown River,River,South Africa,,0,-30.050501390715834,26.734526693768192
Unknown River,River,Uganda,,0,1.1192459869155125,30.537336036420733
Unknown River,River,Uganda,,0,0.04695754926958124,29.73410231371066
Unknown River,River,Central African Rep.,,0,7.205590816576371,20.28603049133037
Unknown River,River,Chad,,0,11.00096507066564,16.176784321907526
Unknown River,River,Central African Rep.,,0,8.1204809547195,19.306638267138304
Unknown River,River,Palestine,,0,31.901982998916136,35.50839216891207
Unknown River,River,Jordan,,0,32.602374224097524,35.589110678086236
Unknown River,River,Ethiopia,,0,5.503230344296582,40.362374803542686
Unknown River,River,China,,0,38.13608965097353,77.70928533070449
Unknown River,River,Russia,,0,65.04247102524833,82.42645625091085
Unknown River,River,China,,0,41.98745878819558,123.0676580582524
Unknown River,River,China,,0,28.96460453332928,112.56100631192338
Unknown River,River,China,,0,27.617545682638205,109.85595498273187
Unknown River,River,India,,0,31.248404880931638,77.4624864142918
Unknown River,River,India,,0,30.810976223599194,76.00584746233235
Unknown River,River,Sudan,,0,14.778050322166605,35.90973701667295
Unknown River,River,Sudan,,0,16.404932250327203,35.167380995829234
Unknown River,River,Russia,,0,51.6279441101724,87.63494513017233
Unknown River,River,Russia,,0,52.393406846317625,86.3778822860396
Unknown River,River,Ghana,,0,8.882882389622234,-1.0890851695672068
Unknown River,River,Burkina Faso,,0,11.467886511517868,-1.1324310844810617
Unknown River,River,Russia,,0,63.13799464650526,111.09290814040374
Unknown River,River,Russia,,0,63.9083477599123,114.59133679447051
Unknown River,River,China,,0,32.641472655950054,111.23603611352696
Unknown River,River,China,,0,32.095381796168645,110.58425010973824
Unknown River,River,India,,0,21.669660046843823,83.59730413318132
Unknown River,River,India,,0,21.09874257924433,83.23437857682032
Unknown River,River,Côte d'Ivoire,,0,6.646176967916319,-7.018595229427796
Unknown River,River,Côte d'Ivoire,,0,7.304021083850803,-6.904844003272151
Unknown River,River,China,,0,29.501293319753454,116.09854844995864
Unknown River,River,China,,0,26.83957645697018,115.17316266460674
Unknown River,River,India,,0,16.358220718805253,79.18600408246871
Unknown River,River,India,,0,16.581855482492703,77.01893911332573
Unknown River,River,Dem. Rep. Congo,,0,-7.373136588795622,17.47130873821474
Unknown River,River,Zambia,,0,-14.380003132894204,27.24768383134681
Unknown River,River,Brazil,,0,-16.74374137953085,-41.69428088816743
Unknown River,River,Argentina,,0,-43.386542711702134,-68.35830420896568
Unknown River,River,Argentina,,0,-31.93192623195962,-69.71288094869296
Unknown River,River,Argentina,,0,-27.92734253822682,-62.93936721750364
Unknown River,River,Brazil,,0,2.1419538686553485,-61.89434092036083
Unknown River,River,Brazil,,0,-7.444816049700561,-66.32027837645633
Unknown River,River,Colombia,,0,5.1466649268968245,-70.97463598317175
Unknown River,River,Bolivia,,0,-11.793643970325677,-68.73581394000125
Unknown River,River,Brazil,,0,-22.449694545894143,-43.961103012592915
Unknown River,River,Brazil,,0,-28.60226182576512,-54.52646892757439
Unknown River,River,Paraguay,,0,-22.14140954476505,-62.3857019352311
Unknown River,River,Cameroon,,0,5.692628296415968,13.97253662424657
Unknown River,River,Dem. Rep. Congo,,0,-1.2237775941408684,22.889045835184188
Unknown River,River,Ethiopia,,0,6.639858821326506,36.692019198440164
Unknown River,River,Madagascar,,0,-21.54947851677912,46.487630253525786
Unknown River,River,Central African Rep.,,0,7.2321298414982875,17.288246309127047
Unknown River,River,Central African Rep.,,0,3.803415300609818,15.310265080561187
Unknown River,River,Tanzania,,0,-11.280818437181463,37.39293200637149
Unknown River,River,Afghanistan,,0,32.12733159479387,64.85381666030874
Unknown River,River,China,,0,22.796386153765788,103.42003171876856
Unknown River,River,India,,0,27.539316675385503,78.74502187713449
Unknown River,River,India,,0,22.542975021723993,77.52768421089075
Unknown River,River,China,,0,30.788618897732213,101.99417861341446
Unknown River,River,China,,0,43.200889168671885,118.74638303149584
Unknown River,River,Indonesia,,0,0.27076056124048464,111.3183979215262
Unknown River,River,Indonesia,,0,-3.4660932512757388,139.45812488133498
Unknown River,River,Pakistan,,0,31.832370763324832,73.79322536616579
Unknown River,River,Russia,,0,65.46864641860235,170.97567779937316
Unknown River,River,Russia,,0,69.09017654570533,115.90405026748454
Unknown River,River,Russia,,0,54.837714901632864,86.84659762648407
Unknown River,River,Russia,,0,55.55089109352047,159.7987496086058
Unknown River,River,Indonesia,,0,-6.354438930843574,140.12450169503506
Unknown River,River,Brazil,,0,-10.460069801855164,-48.31962573907876
Unknown River,River,South Africa,,0,-23.193699542329636,30.535969846621576
Unknown River,River,Argentina,,0,-31.776261087508963,-68.40413630488685
Unknown River,River,Madagascar,,0,-21.679579465869587,44.52797918869821
Unknown River,River,Ethiopia,,0,14.270871031133538,36.80556998821373
Unknown River,River,Indonesia,,0,-2.3838023730165436,138.17034650937757
Unknown River,River,Russia,,0,70.81310095186888,96.65348322036817
Unknown River,River,Russia,,0,50.815590715083076,88.61438839002989
Unknown River,River,China,,0,40.924339419126866,87.82788296314928
Unknown River,River,China,,0,41.1167274495301,84.39435100020727
Unknown River,River,Argentina,,0,-35.9848136909424,-66.51460437018117
Unknown River,River,S. Sudan,,0,8.641205571451438,30.775134808323802
Unknown River,River,Cameroon,,0,4.364194271330225,11.4330459387258
Unknown River,River,Dem. Rep. Congo,,0,-0.18494862921014693,19.85398876549481
Unknown River,River,Somalia,,0,2.1698826133455906,42.445544673977
Unknown River,River,China,,0,43.603531352678246,122.20608845715373
Unknown River,River,Congo,,0,0.24619076073630491,16.855067029217203
Unknown River,River,Dem. Rep. Congo,,0,-0.05112611850549058,18.57120061684135
Unknown River,River,China,,0,46.285254588356445,128.57906680881783
Unknown River,River,China,,0,29.111166354738106,104.10849167956934
Unknown River,River,Russia,,0,72.39433030666456,103.571814251273
Unknown River,River,Brazil,,0,-20.472133870583257,-47.508904789233036
Unknown River,River,Brazil,,0,-20.59479972120147,-47.108189345378044
Unknown River,River,Kazakhstan,,0,41.5677111203163,67.99629567467501
Unknown River,River,Kazakhstan,,0,43.77570441024262,66.01521301415556
Unknown River,River,Kyrgyzstan,,0,41.77582988051166,72.96014855951752
Unknown River,River,Kyrgyzstan,,0,41.35372199959391,74.32123442830482
Unknown River,River,Ghana,,0,8.697226802690691,-1.3585296681317882
Unknown River,River,Burkina Faso,,0,10.752776031766674,-3.106400010875752
Unknown River,River,Ghana,,0,7.582743159255085,-0.1466637224238459
Unknown River,River,Ghana,,0,6.057701297305874,0.3644993259980584
Unknown River,River,Brazil,,0,-13.354920463405195,-53.447895394065526
Unknown River,River,India,,0,18.60820861769688,78.46329988430264
Unknown River,River,Russia,,0,54.789336412672206,64.64863835697864
Unknown River,River,Russia,,0,62.818034139141695,101.85344827974859
Unknown River,River,Peru,,0,-6.000671786152601,-76.84555569915884
Unknown River,River,Colombia,,0,-0.35212449073240965,-73.1305958006227
Unknown River,River,Afghanistan,,0,37.32884408354517,73.09494614976572
Unknown River,River,Russia,,0,67.17763584261095,145.02960894012816
Unknown River,River,Brazil,,0,-12.721447612559277,-58.882871101061205
Unknown River,River,Argentina,,0,-37.984327520656315,-66.90348186190175
Unknown River,River,Chile,,0,-37.75651590536614,-72.04076463251045
Unknown River,River,Afghanistan,,0,37.52663501871302,70.50391614704928
Unknown River,River,Argentina,,0,-50.1829112719537,-70.46420589883816
Unknown River,River,Brazil,,0,-6.507705339475046,-52.46958816556879
Unknown River,River,Uzbekistan,,0,40.156505587945496,62.78015846005301
Unknown River,River,Brazil,,0,-6.491577501240721,-57.306167184722824
Unknown River,River,Vietnam,,0,10.299751768204333,106.18528574164529
Unknown River,River,Russia,,0,72.91556659759141,127.20894788996885
Unknown River,River,Russia,,0,72.80107876144965,126.45836796946355
Unknown River,River,Brazil,,0,-1.9243405839070524,-66.90162438423806
Unknown River,River,China,,0,23.01935284757496,112.62252940399968
Unknown River,River,South Africa,,0,-28.781705550389812,20.03055182037818
Unknown River,River,Brazil,,0,-22.573722847251865,-52.8371241265635
Unknown River,River,Paraguay,,0,-24.65805406924312,-54.51321404837449
Unknown River,River,Brazil,,0,-11.362202935146165,-50.46818319057522
Unknown River,River,South Africa,,0,-27.33979296210018,26.916700743506315
Unknown River,River,South Africa,,0,-27.489975376585086,26.75747426970271
Unknown River,River,Russia,,0,60.273945843774406,130.41769525769703
Unknown River,River,Brazil,,0,-12.102674796202903,-42.830350774196255
Unknown River,River,Brazil,,0,-12.460165636231295,-41.77325260464383
Unknown River,River,Mongolia,,0,51.38094195479129,99.36888466384896
Unknown River,River,Mongolia,,0,51.15017225800008,98.96094856003249
Unknown River,River,Brazil,,0,-18.4883778408028,-48.991043171147076
Unknown River,River,Brazil,,0,-18.48430791113869,-47.62900304583485
Unknown River,River,Russia,,0,64.47604814021413,88.05956461820902
Unknown River,River,Russia,,0,58.18351911316326,79.30848310647269
Unknown River,River,Russia,,0,54.39678250813569,82.11040249937784
Unknown River,River,Brazil,,0,-4.708281698563327,-49.438921091275596
Unknown River,River,Brazil,,0,-3.245383987596481,-49.67368108393603
Unknown River,River,Guinea,,0,12.09274529058364,-10.901101611326546
Unknown River,River,Cameroon,,0,8.911195944136288,13.29426310022006
Unknown River,River,Brazil,,0,-19.862574761888805,-45.66703778514322
Unknown River,River,Russia,,0,65.01194705963437,152.73012670119334
Unknown River,River,Myanmar,,0,26.96702461830555,98.14782851064913
Unknown River,River,Colombia,,0,6.388019664786607,-74.71319115435708
Unknown River,River,Argentina,,0,-37.941048626250726,-69.62887175879348
Unknown River,River,China,,0,24.73742908863277,104.42316368073571
Unknown River,River,Senegal,,0,15.662394669201205,-13.668177535844459
Unknown River,River,Russia,,0,51.385984689540194,96.88553518193739
Unknown River,River,China,,0,31.29471581310798,94.00981398142912
Unknown River,River,Nigeria,,0,8.371524892954392,9.43954905870265
Unknown River,River,Myanmar,,0,21.252618917106616,95.83069819062749
Unknown River,River,Argentina,,0,-39.76232970273731,-65.3020602607322
Unknown River,River,Russia,,0,51.57911380575371,95.162994274977
Unknown River,River,Russia,,0,54.7535933288173,91.49668467249523
Unknown River,River,Russia,,0,54.127514597612965,92.69136960887958
Unknown River,River,China,,0,25.638650236474852,98.45749891021046
Unknown River,River,China,,0,24.12384679612287,108.09840666236218
Unknown River,River,China,,0,23.558727388183073,109.75944454839524
Unknown River,River,China,,0,23.47169652304457,110.65676309163963
Unknown River,River,Brazil,,0,-11.347625457503787,-50.04293678311018
Unknown River,River,Thailand,,0,18.874278159633665,97.83677229249801
Unknown River,River,India,,0,25.240705872444916,85.25818163867677
Unknown River,River,Pakistan,,0,30.84106349269755,72.0536703095188
Unknown River,River,Pakistan,,0,34.33746737946969,72.81331087721206
Unknown River,River,Burkina Faso,,0,11.936020717309985,-0.843297936737357
Unknown River,River,Burkina Faso,,0,11.920674620765398,1.7150090006099674
Unknown River,River,Dem. Rep. Congo,,0,1.6100120251499257,18.111798272846517
Unknown River,River,China,,0,32.150128717583335,80.89236976217546
Unknown River,River,China,,0,34.93537603652398,97.46952533102146
Unknown River,River,China,,0,36.752376212015726,104.81821268966345
Unknown River,River,Ethiopia,,0,11.830679444127263,37.29066170169564
Unknown River,River,Ethiopia,,0,11.449614747364278,37.07016682512656
Unknown River,River,Zimbabwe,,0,-16.453751839758358,29.625267856702386
Unknown River,River,Zambia,,0,-15.730759026851834,27.74869558669833
Unknown River,River,Malawi,,0,-14.633758671649698,35.24933242201671
Unknown River,River,Malawi,,0,-16.126695003274147,35.10320790474196
Unknown River,River,Russia,,0,50.515018022002096,137.73420410826088
Unknown River,River,Russia,,0,49.732437918005225,134.32813164138483
Unknown River,River,Sudan,,0,11.516061684072625,34.53791898933987
Unknown River,River,Sudan,,0,13.12805505991719,33.9756834340291
Unknown River,River,China,,0,49.382104272311125,119.97068066639908
Unknown River,River,Venezuela,,0,6.139263641944194,-65.03075513133739
Unknown River,River,Bolivia,,0,-17.85198145264794,-64.07317895252773
Unknown River,River,Brazil,,0,0.19415122825919665,-65.39368068834779
Unknown River,River,Dem. Rep. Congo,,0,3.1282005261836803,29.641671988399924
Unknown River,River,Dem. Rep. Congo,,0,-6.1295236382370515,20.366465231485208
Unknown River,River,Dem. Rep. Congo,,0,4.031603974068163,23.413331990951026
Unknown River,River,Russia,,0,51.49655912830662,119.848710131481
Unknown River,River,Ethiopia,,0,10.452910855603404,37.31767694456074
Unknown River,River,Bolivia,,0,-13.797341956158977,-65.07140380443536
Unknown River,River,Brazil,,0,-11.214110025589608,-65.29276184721532
Unknown River,River,Brazil,,0,-6.91589572302861,-62.30620003142857
Unknown River,River,China,,0,52.50686104132589,125.19417209579761
Unknown River,River,China,,0,35.79707271667936,114.86050871303591
Unknown River,River,Russia,,0,64.40639838285912,66.64298275903634
Unknown River,River,Mongolia,,0,48.65456473249458,98.79981922777621
Unknown River,River,Russia,,0,50.40446286945682,104.92212838209862
Unknown River,River,Russia,,0,54.2545904974892,103.68207627652619
Unknown River,River,Russia,,0,52.48907658893252,104.08317171528819
Unknown River,River,Kazakhstan,,0,48.73517485156858,83.78674452259003
Unknown River,River,Kazakhstan,,0,51.18069642824187,79.11375510629843
Unknown River,River,China,,0,47.48746760972792,87.88311925710633
Unknown River,River,China,,0,29.530746070415052,84.92806894794316
Unknown River,River,Russia,,0,58.259229259364,98.99019636504033
Unknown River,River,Russia,,0,57.490388554100946,102.46136221108992
Unknown River,River,China,,0,32.71762901132133,95.59557215451362
Unknown River,River,Paraguay,,0,-24.456404667226696,-58.14491521445756
Unknown River,River,Dem. Rep. Congo,,0,-10.036795649322697,25.773387575991187
Unknown River,River,China,,0,24.08792075651873,99.94548947597876
Unknown River,River,Dem. Rep. Congo,,0,-7.138976546492156,26.89681988300092
Unknown River,River,China,,0,29.26918015120616,91.01825066045987
Unknown River,River,Dem. Rep. Congo,,0,-2.2119806139438136,25.851835182782327
Unknown River,River,Russia,,0,57.56444881000036,71.60451017685193
Unknown River,River,Dem. Rep. Congo,,0,-1.0208138144089505,18.17520320818544
Unknown River,River,Thailand,,0,14.485274610839495,104.8302614617144
Unknown River,River,India,,0,29.12866798722035,95.03700351104936
Unknown River,River,India,,0,25.90485181092806,91.87130842438644
Unknown River,River,Myanmar,,0,17.04445920657741,95.35515813765035
Unknown River,River,China,,0,30.629986651389363,116.24515420754335
Unknown River,River,Brazil,,0,-2.241803124749434,-54.2537752000524
Unknown River,River,Brazil,,0,-3.1253105356748976,-63.345838442968834
Unknown River,River,Sudan,,0,21.917247622860422,31.979785676922127
Unknown River,River,Egypt,,0,22.740334873124652,32.18213399675739
Unknown River,River,Uganda,,0,0.06395796727021875,32.664619296524904
Unknown River,River,Uganda,,0,1.6775376356160894,32.363724175017495
Unknown River,River,Rwanda,,0,-2.0276322741041857,30.678564049109095
Unknown River,River,Uganda,,0,2.292674656934558,31.394193299966854
Unknown River,River,Uganda,,0,3.0761642770999367,31.586001581448794
Unknown River,River,Peru,,0,-9.527044780056366,-73.9163615688927
Unknown River,River,China,,0,34.229380047249904,91.91002477056425
Unknown River,River,Russia,,0,61.58804308369662,118.61786011914808
Unknown River,River,China,,0,33.63683056090622,95.9997563899515
Unknown River,River,S. Sudan,,0,5.216570503491841,31.61236636327565
Unknown River,River,China,,0,27.861475185005222,100.85888839851792
Unknown River,River,S. Sudan,,0,8.354050589145714,30.533539840035242
Unknown River,River,Sudan,,0,12.18384659324735,32.34992440077154
Unknown River,River,China,,0,29.90514837423912,108.80859798673734
Unknown River,River,Egypt,,0,30.74821279094645,30.779654800325556
Unknown River,River,Egypt,,0,30.885527760994908,31.377272584512678
Unknown River,River,Russia,,0,72.48363941388293,127.07279660198282
Unknown River,River,Russia,,0,72.58241478426768,124.72532634862793
Unknown River,River,Sweden,,0,67.81339480072499,19.509030571840917
Unknown River,River,Sweden,,0,67.17449358363301,21.52855869737806
Unknown River,River,Russia,,0,59.304178427109164,31.924306811175864
Unknown River,River,Russia,,0,58.43957435842286,31.316173812596496
Unknown River,River,Russia,,0,56.69163838066107,30.887554394146058
Unknown River,River,Russia,,0,58.296322373219844,31.42271551312417
Unknown River,River,Russia,,0,58.395349318840985,31.36839590390658
Unknown River,River,Russia,,0,58.1874163537758,33.370862298977436
Unknown River,River,Turkey,,0,38.776224514290945,39.35538558024885
Unknown River,River,Turkey,,0,39.12594156415272,41.86399620262998
Unknown River,River,Sweden,,0,63.216879555234605,14.234384354082417
Unknown River,River,Sweden,,0,63.159320303964414,14.734860910699425
Unknown River,River,Russia,,0,67.76957784430405,33.00423684757883
Unknown River,River,Russia,,0,68.26984980718514,33.06128833277485
Unknown River,River,Russia,,0,61.275470041582075,31.05735744154974
Unknown River,River,Finland,,0,62.28472509617285,30.716481249379505
Unknown River,River,Russia,,0,59.64717449587836,37.86892122571725
Unknown River,River,Russia,,0,59.69947751637907,38.33967101422265
Unknown River,River,Norway,,0,60.77885596131544,10.841410127662899
Unknown River,River,Norway,,0,61.572009458781416,9.769688461831597
Unknown River,River,Russia,,0,55.720343159101674,51.450260953980205
Unknown River,River,Russia,,0,58.09827792220828,50.324146394348396
Unknown River,River,Russia,,0,57.54430024691835,43.430437753379955
Unknown River,River,Russia,,0,58.80765963844469,44.31302353598748
Unknown River,River,Czechia,,0,49.365320961045924,14.256433142096828
Unknown River,River,Russia,,0,55.64839816472185,36.799242450187826
Unknown River,River,Russia,,0,63.56904039418623,44.96891868950116
Unknown River,River,Russia,,0,53.46149821850097,41.76332350501782
Unknown River,River,Russia,,0,63.36550092831659,51.23090529987391
Unknown River,River,Russia,,0,54.38941679884793,55.908855749028305
Unknown River,River,Russia,,0,55.90301320542941,53.61569197450244
Unknown River,River,France,,0,46.28882099744515,0.8968982299991068
Unknown River,River,Iran,,0,36.62964200401941,48.004402762609544
Unknown River,River,Turkey,,0,39.58433483374245,28.376605395458956
Unknown River,River,Turkey,,0,40.443646103588044,37.821115176098765
Unknown River,River,Spain,,0,42.73221122230818,-7.7065944423442705
Unknown River,River,Italy,,0,45.632579876736045,7.54411270360303
Unknown River,River,France,,0,44.147552694588214,5.842292064558576
Unknown River,River,France,,0,44.05333892231614,2.362718536796904
Unknown River,River,Italy,,0,41.075837057846364,15.677533653547092
Unknown River,River,Romania,,0,44.76070916169431,26.480636184647736
Unknown River,River,Bulgaria,,0,41.738801788356014,23.18568303115163
Unknown River,River,Russia,,0,51.46562861745233,34.98403376733518
Unknown River,River,France,,0,48.76110073114308,3.9778194928830586
Unknown River,River,Russia,,0,66.72945164690931,61.514886393139925
Unknown River,River,Spain,,0,42.004814792999596,1.1381583594766065
Unknown River,River,Russia,,0,57.02290453203035,34.88160802488311
Unknown River,River,Russia,,0,68.46582793787134,35.32572180113576
Unknown River,River,Russia,,0,68.7894772788829,35.57523911037072
Unknown River,River,Albania,,0,41.88804259224195,20.1231997270931
Unknown River,River,Portugal,,0,42.07589816254653,-8.476152235332764
Unknown River,River,Albania,,0,41.97410172255585,19.402453000990295
Unknown River,River,Iran,,0,37.16082848536474,49.742250885199105
Unknown River,River,France,,0,45.024267450221195,1.2179507077009342
Unknown River,River,Ireland,,0,53.24768310245992,-8.179001539970963
Unknown River,River,Ireland,,0,53.35118465467553,-8.15544308692039
Unknown River,River,Italy,,0,45.95913995711312,8.665369135088586
Unknown River,River,Switzerland,,0,46.394144243405236,8.800527405393469
Unknown River,River,Ukraine,,0,49.427927072095606,27.58854286378281
Unknown River,River,Ukraine,,0,48.64131470917762,29.281816553353785
Unknown River,River,Sweden,,0,58.979095036801866,12.975797797297092
Unknown River,River,Sweden,,0,60.684303621164545,12.809476366739597
Unknown River,River,Sweden,,0,58.52945323600618,15.541660757557755
Unknown River,River,Sweden,,0,58.51344952270364,15.80996275625349
Unknown River,River,United Kingdom,,0,57.26519990807726,-4.504850917643241
Unknown River,River,United Kingdom,,0,57.441296459097906,-4.276994718214112
Unknown River,River,United Kingdom,,0,56.9662904350525,-4.900704248082139
Unknown River,River,United Kingdom,,0,57.08280017727302,-4.757852415997726
Unknown River,River,Russia,,0,57.04578045029077,53.839089031833566
Unknown River,River,Russia,,0,58.818520467798415,54.20771282445007
Unknown River,River,Russia,,0,58.18164808237987,56.728506677830644
Unknown River,River,Russia,,0,57.49761269011009,58.98860647397604
Unknown River,River,Romania,,0,45.415144624098474,24.935331341843337
Unknown River,River,Austria,,0,47.55152878817642,11.648701614056034
Unknown River,River,Czechia,,0,49.213284314643346,17.11662763951768
Unknown River,River,Poland,,0,51.962387250565904,17.56340758211914
Unknown River,River,Germany,,0,49.95036600444717,10.00263294880094
Unknown River,River,Germany,,0,52.34443716097532,7.71448368293193
Unknown River,River,Spain,,0,37.796883179755895,-4.595996895869162
Unknown River,River,Belgium,,0,50.12848226599765,5.39401446126368
Unknown River,River,Iceland,,0,64.03922376245319,-20.128169728024417
Unknown River,River,Poland,,0,51.62008582347169,23.181604995151933
Unknown River,River,Iran,,0,33.012258964795414,47.85462517464109
Unknown River,River,Turkey,,0,40.57622070655146,30.128563797831777
Unknown River,River,Sweden,,0,68.1620323676699,22.71479470683262
Unknown River,River,Azerbaijan,,0,40.895873594760126,45.66132897865789
Unknown River,River,Azerbaijan,,0,40.89626951618964,46.69470014715776
Unknown River,River,France,,0,47.73455085859097,3.510060337207602
