nodes,10.000000,11.000000,12.000000,13.000000,14.000000,16.000000,17.000000,19.000000,20.000000,22.000000,24.000000,26.000000,29.000000,32.000000,35.000000,38.000000,41.000000,45.000000,49.000000,54.000000,59.000000,64.000000,70.000000,77.000000,84.000000,92.000000,100.000000,109.000000,119.000000,130.000000,143.000000,156.000000,170.000000,186.000000,203.000000,222.000000,242.000000,265.000000,289.000000,316.000000,346.000000,378.000000,412.000000,451.000000,492.000000,538.000000,588.000000,642.000000,702.000000,767.000000,838.000000,915.000000,1000.000000,1093.000000,1194.000000,1304.000000,1425.000000,1557.000000,1701.000000,1859.000000,2031.000000,2219.000000,2424.000000,2649.000000,2894.000000,3162.000000,3455.000000,3775.000000,4125.000000,4507.000000,4924.000000,5380.000000,5878.000000,6422.000000,7017.000000,7667.000000,8377.000000,9152.000000,10000.000000
x_equals_y,10.000000,11.000000,12.000000,13.000000,14.000000,16.000000,17.000000,19.000000,20.000000,22.000000,24.000000,26.000000,29.000000,32.000000,35.000000,38.000000,41.000000,45.000000,49.000000,54.000000,59.000000,64.000000,70.000000,77.000000,84.000000,92.000000,100.000000,109.000000,119.000000,130.000000,143.000000,156.000000,170.000000,186.000000,203.000000,222.000000,242.000000,265.000000,289.000000,316.000000,346.000000,378.000000,412.000000,451.000000,492.000000,538.000000,588.000000,642.000000,702.000000,767.000000,838.000000,915.000000,1000.000000,1093.000000,1194.000000,1304.000000,1425.000000,1557.000000,1701.000000,1859.000000,2031.000000,2219.000000,2424.000000,2649.000000,2894.000000,3162.000000,3455.000000,3775.000000,4125.000000,4507.000000,4924.000000,5380.000000,5878.000000,6422.000000,7017.000000,7667.000000,8377.000000,9152.000000,10000.000000
driver-CR1-237p-dec_payld-base,10.000000,11.000000,12.000000,13.000000,14.000000,16.000000,17.000000,19.000000,20.000000,22.000000,24.000000,26.000000,29.000000,32.000000,35.000000,38.000000,41.000000,45.000000,49.000000,54.000000,59.000000,64.000000,70.000000,77.000000,84.000000,92.000000,100.000000,109.000000,119.000000,130.000000,143.000000,156.000000,170.000000,186.000000,203.000000,222.000000,242.000000,265.000000,289.000000,316.000000,344.000000,375.000000,408.000000,447.000000,488.000000,536.000000,583.000000,636.000000,697.000000,762.000000,827.000000,899.000000,984.000000,1082.000000,1174.000000,1289.000000,1404.000000,1525.000000,1658.000000,1797.000000,1965.000000,2044.000000,2066.000000,2060.000000,1987.000000,2002.000000,1948.000000,1938.000000,1878.000000,1856.000000,1799.000000,1772.000000,1733.000000,1711.000000,1674.000000,1609.000000,1516.000000,1493.000000,1463.000000
driver-CR1-237p-dec_payld-rlydd,10.000000,11.000000,12.000000,13.000000,14.000000,16.000000,17.000000,19.000000,20.000000,22.000000,24.000000,26.000000,29.000000,32.000000,35.000000,38.000000,41.000000,45.000000,49.000000,54.000000,59.000000,64.000000,70.000000,77.000000,84.000000,92.000000,100.000000,109.000000,119.000000,130.000000,143.000000,156.000000,170.000000,186.000000,203.000000,222.000000,242.000000,265.000000,289.000000,314.000000,344.000000,378.000000,409.000000,449.000000,490.000000,535.000000,583.000000,638.000000,698.000000,759.000000,827.000000,901.000000,991.000000,1082.000000,1182.000000,1286.000000,1402.000000,1521.000000,1656.000000,1812.000000,1939.000000,2053.000000,2071.000000,2016.000000,2022.000000,2024.000000,1981.000000,1928.000000,1925.000000,1882.000000,1863.000000,1821.000000,1772.000000,1774.000000,1707.000000,1706.000000,1707.000000,1684.000000,1601.000000
driver-CR1-infp-dec_payld,10.000000,11.000000,12.000000,13.000000,14.000000,16.000000,17.000000,19.000000,20.000000,22.000000,24.000000,26.000000,29.000000,32.000000,35.000000,38.000000,41.000000,45.000000,49.000000,54.000000,59.000000,64.000000,70.000000,77.000000,84.000000,92.000000,100.000000,109.000000,119.000000,130.000000,143.000000,156.000000,170.000000,186.000000,203.000000,222.000000,242.000000,265.000000,289.000000,315.000000,345.000000,375.000000,409.000000,448.000000,490.000000,533.000000,583.000000,638.000000,697.000000,762.000000,827.000000,901.000000,993.000000,1079.000000,1183.000000,1280.000000,1395.000000,1528.000000,1654.000000,1806.000000,1933.000000,2053.000000,2060.000000,2019.000000,2038.000000,2011.000000,1954.000000,1926.000000,1918.000000,1869.000000,1847.000000,1841.000000,1764.000000,1785.000000,1736.000000,1693.000000,1715.000000,1681.000000,1597.000000
