step,orbit_index,timestamp_s,orbit_timestamp_s,timestamp_utc,node_population_ratio,demd_population_ratio,covered_population_total,covered_population_points,covered_population_ratio,calculated_nodes,calculated_demodulators
0,2896,0.0,0.0,2026-04-20T06:58:51.478746+00:00,1e-07,1e-07,42270901,7,0.017821277622826304,237,237
