step,orbit_index,orbit_timestamp_s,center_elevation_deg,center_slant_range_km,user_positions_count,user_distance_min_km,user_distance_max_km,user_distance_mean_km,elevation_impact_range_ratio,elevation_impact_fspl_delta_db,sample_user_positions_local_m,elev_90deg_num_users,elev_90deg_distance_km,elev_55deg_num_users,elev_55deg_distance_km,elev_25deg_num_users,elev_25deg_distance_km,elev_90deg_busy,elev_90deg_idle,elev_90deg_sleep,elev_90deg_energy_model_w,elev_55deg_busy,elev_55deg_idle,elev_55deg_sleep,elev_55deg_energy_model_w,elev_25deg_busy,elev_25deg_idle,elev_25deg_sleep,elev_25deg_energy_model_w
0,2896,0.0,90.0,593.029,423,593.0370600649381,601.9165270875126,597.5368299345449,0.995894716557575,-0.035731433030220486,44537.3|14985.7|-173.3;-58235.0|-45716.3|-430.2;11813.5|-35238.6|-108.4;3907.3|54231.2|-232.0;55007.2|-76305.4|-694.5;14444.7|5430.4|-18.7,141,604.5445366949475,141,721.7839908254787,141,1213.0095384811293,14,20,8,1.582,20,15,7,2.137,42,0,0,4.202
