step,orbit_index,sat_lat_deg,sat_lon_deg,footprint_radius_m,footprint_area_km2,footprint_earth_surface_ratio,footprint_horizon_utilization_ratio,covered_population_total,covered_population_points,covered_population_ratio,covered_ocean_points,covered_ocean_ratio,covered_population_places,covered_ocean_places
0,2896,35.6761919,139.6503106,98838.16666666667,30690.16582283345,6.016918941231692e-05,0.03732185512320653,42270901,7,0.017821277622826304,1,0.0006357279084551812,Tokyo|City|Japan;Yokohama|City|Japan;Kawasaki|City|Japan;Hachiōji|City|Japan;Maebashi|City|Japan;Kawagoe|City|Japan;Kōfu|City|Japan,Unknown River|River|Japan
