nodes,10.000000,11.000000,12.000000,13.000000,14.000000,15.000000,16.000000,17.000000,19.000000,20.000000,22.000000,23.000000,25.000000,27.000000,28.000000,31.000000,33.000000,35.000000,38.000000,40.000000,43.000000,46.000000,50.000000,53.000000,57.000000,61.000000,66.000000,71.000000,76.000000,81.000000,87.000000,93.000000,100.000000,107.000000,115.000000,123.000000,132.000000,142.000000,152.000000,163.000000,175.000000,187.000000,201.000000,215.000000,231.000000,248.000000,266.000000,285.000000,305.000000,327.000000,351.000000,376.000000,404.000000,433.000000,464.000000,498.000000,534.000000,572.000000,614.000000,658.000000,705.000000,756.000000,811.000000,870.000000,933.000000,1000.000000,1072.000000,1150.000000,1233.000000,1322.000000,1417.000000,1520.000000,1630.000000,1748.000000,1874.000000,2009.000000,2154.000000,2310.000000,2477.000000,2656.000000,2848.000000,3054.000000,3275.000000,3511.000000,3765.000000,4037.000000,4329.000000,4642.000000,4977.000000,5337.000000,5722.000000,6136.000000,6579.000000,7055.000000,7565.000000,8111.000000,8697.000000,9326.000000,10000.000000
driver-CR1-237p-dec_payld-base-tx_power_mw,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000
driver-CR1-237p-dec_payld-base-attenuation_linear,1.466218e-15,1.466271e-15,1.466263e-15,1.466262e-15,1.466212e-15,1.466248e-15,1.466248e-15,1.466233e-15,1.466214e-15,1.466189e-15,1.466205e-15,1.466212e-15,1.466201e-15,1.466213e-15,1.466200e-15,1.466212e-15,1.466218e-15,1.466229e-15,1.466234e-15,1.466230e-15,1.466228e-15,1.466229e-15,1.466223e-15,1.466227e-15,1.466235e-15,1.466243e-15,1.466236e-15,1.466236e-15,1.466227e-15,1.466229e-15,1.466227e-15,1.466229e-15,1.466222e-15,1.466218e-15,1.466227e-15,1.466211e-15,1.466224e-15,1.466213e-15,1.466218e-15,1.466232e-15,1.466232e-15,1.466236e-15,1.466231e-15,1.466233e-15,1.466229e-15,1.466229e-15,1.466225e-15,1.466225e-15,1.466230e-15,1.466226e-15,1.466230e-15,1.466228e-15,1.466227e-15,1.466231e-15,1.466227e-15,1.466229e-15,1.466233e-15,1.466231e-15,1.466231e-15,1.466233e-15,1.466230e-15,1.466234e-15,1.466232e-15,1.466231e-15,1.466232e-15,1.466233e-15,1.466232e-15,1.466230e-15,1.466232e-15,1.466234e-15,1.466233e-15,1.466231e-15,1.466232e-15,1.466232e-15,1.466231e-15,1.466231e-15,1.466230e-15,1.466232e-15,1.466229e-15,1.466228e-15,1.466227e-15,1.466227e-15,1.466227e-15,1.466226e-15,1.466225e-15,1.466225e-15,1.466227e-15,1.466227e-15,1.466227e-15,1.466227e-15,1.466227e-15,1.466227e-15,1.466227e-15,1.466227e-15,1.466227e-15,1.466227e-15,1.466227e-15,1.466227e-15,1.466227e-15
driver-CR1-237p-dec_payld-base-attenuation_db,148.338014,148.337857,148.337882,148.337884,148.338033,148.337925,148.337925,148.337971,148.338027,148.338101,148.338052,148.338033,148.338065,148.338028,148.338068,148.338031,148.338014,148.337981,148.337968,148.337978,148.337984,148.337981,148.337999,148.337988,148.337963,148.337940,148.337961,148.337961,148.337987,148.337983,148.337987,148.337982,148.338004,148.338014,148.337989,148.338034,148.337997,148.338029,148.338014,148.337973,148.337972,148.337962,148.337975,148.337971,148.337981,148.337982,148.337994,148.337994,148.337980,148.337991,148.337979,148.337985,148.337987,148.337975,148.337989,148.337981,148.337970,148.337975,148.337976,148.337970,148.337979,148.337968,148.337972,148.337976,148.337973,148.337970,148.337973,148.337980,148.337973,148.337967,148.337970,148.337977,148.337974,148.337974,148.337976,148.337977,148.337980,148.337974,148.337982,148.337986,148.337987,148.337987,148.337988,148.337990,148.337993,148.337993,148.337989,148.337989,148.337987,148.337988,148.337987,148.337989,148.337988,148.337988,148.337987,148.337986,148.337987,148.337987,148.337986
driver-CR1-237p-dec_payld-base-rx_power_mw,4.744590e-10,4.744761e-10,4.744733e-10,4.744731e-10,4.744568e-10,4.744686e-10,4.744686e-10,4.744636e-10,4.744575e-10,4.744494e-10,4.744548e-10,4.744569e-10,4.744533e-10,4.744574e-10,4.744530e-10,4.744570e-10,4.744589e-10,4.744625e-10,4.744640e-10,4.744628e-10,4.744622e-10,4.744625e-10,4.744605e-10,4.744618e-10,4.744645e-10,4.744670e-10,4.744647e-10,4.744647e-10,4.744618e-10,4.744623e-10,4.744618e-10,4.744624e-10,4.744600e-10,4.744589e-10,4.744616e-10,4.744567e-10,4.744608e-10,4.744573e-10,4.744589e-10,4.744634e-10,4.744634e-10,4.744646e-10,4.744632e-10,4.744636e-10,4.744625e-10,4.744623e-10,4.744611e-10,4.744611e-10,4.744626e-10,4.744615e-10,4.744627e-10,4.744621e-10,4.744618e-10,4.744632e-10,4.744616e-10,4.744626e-10,4.744637e-10,4.744632e-10,4.744630e-10,4.744637e-10,4.744627e-10,4.744639e-10,4.744635e-10,4.744630e-10,4.744634e-10,4.744637e-10,4.744634e-10,4.744626e-10,4.744634e-10,4.744640e-10,4.744637e-10,4.744629e-10,4.744633e-10,4.744633e-10,4.744630e-10,4.744630e-10,4.744627e-10,4.744632e-10,4.744625e-10,4.744620e-10,4.744619e-10,4.744618e-10,4.744617e-10,4.744615e-10,4.744612e-10,4.744612e-10,4.744617e-10,4.744617e-10,4.744618e-10,4.744617e-10,4.744618e-10,4.744616e-10,4.744617e-10,4.744618e-10,4.744618e-10,4.744619e-10,4.744619e-10,4.744618e-10,4.744619e-10
driver-CR1-237p-dec_payld-base-rx_power_dbm,-93.238014,-93.237857,-93.237882,-93.237884,-93.238033,-93.237925,-93.237925,-93.237971,-93.238027,-93.238101,-93.238052,-93.238033,-93.238065,-93.238028,-93.238068,-93.238031,-93.238014,-93.237981,-93.237968,-93.237978,-93.237984,-93.237981,-93.237999,-93.237988,-93.237963,-93.237940,-93.237961,-93.237961,-93.237987,-93.237983,-93.237987,-93.237982,-93.238004,-93.238014,-93.237989,-93.238034,-93.237997,-93.238029,-93.238014,-93.237973,-93.237972,-93.237962,-93.237975,-93.237971,-93.237981,-93.237982,-93.237994,-93.237994,-93.237980,-93.237991,-93.237979,-93.237985,-93.237987,-93.237975,-93.237989,-93.237981,-93.237970,-93.237975,-93.237976,-93.237970,-93.237979,-93.237968,-93.237972,-93.237976,-93.237973,-93.237970,-93.237973,-93.237980,-93.237973,-93.237967,-93.237970,-93.237977,-93.237974,-93.237974,-93.237976,-93.237977,-93.237980,-93.237974,-93.237982,-93.237986,-93.237987,-93.237987,-93.237988,-93.237990,-93.237993,-93.237993,-93.237989,-93.237989,-93.237987,-93.237988,-93.237987,-93.237989,-93.237988,-93.237988,-93.237987,-93.237986,-93.237987,-93.237987,-93.237986
driver-CR1-237p-dec_payld-base-noise_power_mw,9.642574e-12,9.642247e-12,9.642214e-12,9.642496e-12,9.642274e-12,9.642300e-12,9.642388e-12,9.642226e-12,9.642329e-12,9.642588e-12,9.642521e-12,9.642554e-12,9.642657e-12,9.641713e-12,9.642298e-12,9.642629e-12,9.642188e-12,9.642522e-12,9.642405e-12,9.642099e-12,9.642602e-12,9.642401e-12,9.642507e-12,9.642307e-12,9.642158e-12,9.642119e-12,9.642705e-12,9.642345e-12,9.642590e-12,9.642232e-12,9.642383e-12,9.641873e-12,9.641955e-12,9.642309e-12,9.642610e-12,9.642078e-12,9.642543e-12,9.642535e-12,9.642547e-12,9.642243e-12,9.642591e-12,9.642466e-12,9.642050e-12,9.642343e-12,9.642297e-12,9.642398e-12,9.642377e-12,9.642330e-12,9.642109e-12,9.642197e-12,9.642095e-12,9.642037e-12,9.642493e-12,9.642391e-12,9.642660e-12,9.642275e-12,9.642216e-12,9.642427e-12,9.642681e-12,9.642092e-12,9.642517e-12,9.642603e-12,9.642840e-12,9.642540e-12,9.642214e-12,9.642097e-12,9.642579e-12,9.642480e-12,9.642613e-12,9.642405e-12,9.642341e-12,9.642257e-12,9.642434e-12,9.642364e-12,9.642670e-12,9.642475e-12,9.642377e-12,9.642475e-12,9.642083e-12,9.642586e-12,9.642120e-12,9.642729e-12,9.642096e-12,9.642604e-12,9.642714e-12,9.642401e-12,9.642516e-12,9.642716e-12,9.642634e-12,9.641837e-12,9.642396e-12,9.642306e-12,9.642064e-12,9.643012e-12,9.642166e-12,9.641656e-12,9.642919e-12,9.642479e-12,9.642464e-12
driver-CR1-237p-dec_payld-base-total_power_mw,4.841354e-10,4.841784e-10,4.840938e-10,4.839923e-10,4.841216e-10,4.841098e-10,4.841504e-10,4.843161e-10,4.929850e-10,4.840829e-10,4.841373e-10,4.841570e-10,4.840565e-10,4.841803e-10,4.840585e-10,4.840571e-10,4.892571e-10,4.840968e-10,4.885836e-10,4.841296e-10,4.841032e-10,4.841156e-10,4.881681e-10,4.898836e-10,4.882491e-10,4.841377e-10,4.918023e-10,4.869928e-10,4.872014e-10,4.845117e-10,4.848598e-10,4.862975e-10,4.860982e-10,4.859816e-10,4.900173e-10,4.896303e-10,4.892196e-10,4.855087e-10,4.892377e-10,4.926517e-10,4.879707e-10,4.898875e-10,4.899846e-10,4.984252e-10,4.887927e-10,5.023033e-10,4.928833e-10,5.008435e-10,4.992110e-10,4.951001e-10,4.988862e-10,4.955524e-10,4.995423e-10,5.020314e-10,5.090785e-10,5.021366e-10,5.092871e-10,5.110664e-10,5.106525e-10,5.103571e-10,5.090427e-10,5.119763e-10,5.179902e-10,5.156183e-10,5.178180e-10,5.256208e-10,5.285042e-10,5.310222e-10,5.363134e-10,5.347165e-10,5.418265e-10,5.456129e-10,5.444004e-10,5.536041e-10,5.602229e-10,5.581442e-10,5.772286e-10,5.783500e-10,5.820391e-10,5.986593e-10,6.019037e-10,6.045394e-10,6.170064e-10,6.240670e-10,6.365297e-10,6.458015e-10,6.591113e-10,6.733514e-10,6.828166e-10,6.935476e-10,7.238673e-10,7.313893e-10,7.603830e-10,7.669209e-10,7.924618e-10,8.158748e-10,8.520212e-10,8.611545e-10,8.950548e-10
driver-CR1-237p-dec_payld-base-interference_mw,1.095992e-13,1.149392e-13,1.195758e-13,5.056111e-14,1.500399e-13,9.198895e-14,1.085318e-13,2.125580e-13,8.982977e-12,8.597796e-14,1.216635e-13,1.676121e-13,8.551467e-14,1.585317e-13,9.340651e-14,7.896852e-14,5.247209e-12,1.137902e-13,4.584742e-12,1.322671e-13,1.105910e-13,1.159147e-13,4.166627e-12,5.878865e-12,4.276419e-12,9.541899e-14,7.779855e-12,2.978344e-12,3.229592e-12,5.167133e-13,8.789522e-13,2.304665e-12,2.104511e-12,2.005483e-12,6.002571e-12,5.636440e-12,5.236000e-12,1.521976e-12,5.228871e-12,8.628007e-12,3.977499e-12,5.900358e-12,5.992115e-12,1.443093e-11,4.795979e-12,1.829429e-11,8.883724e-12,1.684919e-11,1.521556e-11,1.109224e-11,1.487296e-11,1.154848e-11,1.553405e-11,1.802661e-11,2.506432e-11,1.812728e-11,2.528302e-11,2.705485e-11,2.664576e-11,2.634416e-11,2.503365e-11,2.796679e-11,3.397424e-11,3.160462e-11,3.379598e-11,4.160358e-11,4.448765e-11,4.700123e-11,5.228703e-11,5.068949e-11,5.779172e-11,6.158700e-11,6.036788e-11,6.957396e-11,7.619137e-11,7.410945e-11,9.319072e-11,9.431457e-11,9.799414e-11,1.146143e-10,1.178547e-10,1.204885e-10,1.329547e-10,1.400139e-10,1.524738e-10,1.617453e-10,1.750518e-10,1.892858e-10,1.987518e-10,2.094785e-10,2.397940e-10,2.473158e-10,2.763064e-10,2.828427e-10,3.083819e-10,3.317906e-10,3.679347e-10,3.770676e-10,4.109645e-10
driver-CR1-237p-dec_payld-base-snr_db,16.920057,16.920361,16.920350,16.920221,16.920172,16.920268,16.920229,16.920256,16.920154,16.919963,16.920043,16.920047,16.919967,16.920430,16.920126,16.920014,16.920230,16.920113,16.920179,16.920306,16.920074,16.920167,16.920101,16.920203,16.920295,16.920336,16.920050,16.920212,16.920076,16.920241,16.920169,16.920404,16.920345,16.920176,16.920065,16.920260,16.920087,16.920059,16.920068,16.920246,16.920090,16.920157,16.920331,16.920203,16.920214,16.920167,16.920165,16.920186,16.920300,16.920250,16.920307,16.920327,16.920119,16.920178,16.920042,16.920224,16.920261,16.920162,16.920046,16.920317,16.920117,16.920089,16.919978,16.920109,16.920260,16.920315,16.920095,16.920132,16.920080,16.920179,16.920205,16.920236,16.920160,16.920191,16.920050,16.920138,16.920180,16.920140,16.920310,16.920079,16.920288,16.920013,16.920298,16.920067,16.920014,16.920155,16.920108,16.920018,16.920056,16.920414,16.920163,16.920201,16.920312,16.919885,16.920267,16.920497,16.919928,16.920125,16.920133
